simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
48,AM001,Ecological Monitoring and Threshold Review,2,7.30296,Safe-to-Fail Climate Adaptation Pilots
48,AM005,Adaptive Governance Decision-Trigger Framework,3,7.25426,Safe-to-Fail Climate Adaptation Pilots
48,AM003,Community Knowledge and Early Warning Network,4,7.23184,Safe-to-Fail Climate Adaptation Pilots
48,AM004,Infrastructure Memory and Maintenance Analytics,5,7.14252,Safe-to-Fail Climate Adaptation Pilots
48,AM002,Institutional After-Action Learning System,6,6.9763,Safe-to-Fail Climate Adaptation Pilots
49,AM005,Adaptive Governance Decision-Trigger Framework,1,7.44253,Adaptive Governance Decision-Trigger Framework
49,AM003,Community Knowledge and Early Warning Network,2,7.31789,Adaptive Governance Decision-Trigger Framework
49,AM002,Institutional After-Action Learning System,3,7.19022,Adaptive Governance Decision-Trigger Framework
49,AM001,Ecological Monitoring and Threshold Review,4,7.00479,Adaptive Governance Decision-Trigger Framework
49,AM004,Infrastructure Memory and Maintenance Analytics,5,6.92057,Adaptive Governance Decision-Trigger Framework
49,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.77582,Adaptive Governance Decision-Trigger Framework
50,AM002,Institutional After-Action Learning System,1,7.39261,Institutional After-Action Learning System
50,AM005,Adaptive Governance Decision-Trigger Framework,2,7.36509,Institutional After-Action Learning System
50,AM003,Community Knowledge and Early Warning Network,3,7.2644,Institutional After-Action Learning System
50,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.19638,Institutional After-Action Learning System
50,AM001,Ecological Monitoring and Threshold Review,5,7.19379,Institutional After-Action Learning System
50,AM004,Infrastructure Memory and Maintenance Analytics,6,7.1366,Institutional After-Action Learning System
51,AM005,Adaptive Governance Decision-Trigger Framework,1,7.80968,Adaptive Governance Decision-Trigger Framework
51,AM003,Community Knowledge and Early Warning Network,2,7.63425,Adaptive Governance Decision-Trigger Framework
51,AM001,Ecological Monitoring and Threshold Review,3,7.35939,Adaptive Governance Decision-Trigger Framework
51,AM002,Institutional After-Action Learning System,4,7.34925,Adaptive Governance Decision-Trigger Framework
51,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.31658,Adaptive Governance Decision-Trigger Framework
51,AM004,Infrastructure Memory and Maintenance Analytics,6,7.11624,Adaptive Governance Decision-Trigger Framework
52,AM003,Community Knowledge and Early Warning Network,1,7.69329,Community Knowledge and Early Warning Network
52,AM005,Adaptive Governance Decision-Trigger Framework,2,7.412,Community Knowledge and Early Warning Network
52,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.27881,Community Knowledge and Early Warning Network
52,AM002,Institutional After-Action Learning System,4,7.19305,Community Knowledge and Early Warning Network
52,AM004,Infrastructure Memory and Maintenance Analytics,5,6.915,Community Knowledge and Early Warning Network
52,AM001,Ecological Monitoring and Threshold Review,6,6.76803,Community Knowledge and Early Warning Network
53,AM005,Adaptive Governance Decision-Trigger Framework,1,7.66674,Adaptive Governance Decision-Trigger Framework
53,AM003,Community Knowledge and Early Warning Network,2,7.45925,Adaptive Governance Decision-Trigger Framework
53,AM004,Infrastructure Memory and Maintenance Analytics,3,7.16948,Adaptive Governance Decision-Trigger Framework
53,AM002,Institutional After-Action Learning System,4,7.13813,Adaptive Governance Decision-Trigger Framework
53,AM001,Ecological Monitoring and Threshold Review,5,7.11571,Adaptive Governance Decision-Trigger Framework
53,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.07857,Adaptive Governance Decision-Trigger Framework
54,AM005,Adaptive Governance Decision-Trigger Framework,1,7.56895,Adaptive Governance Decision-Trigger Framework
54,AM004,Infrastructure Memory and Maintenance Analytics,2,7.37839,Adaptive Governance Decision-Trigger Framework
54,AM002,Institutional After-Action Learning System,3,7.22463,Adaptive Governance Decision-Trigger Framework
54,AM001,Ecological Monitoring and Threshold Review,4,7.13654,Adaptive Governance Decision-Trigger Framework
54,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.94231,Adaptive Governance Decision-Trigger Framework
54,AM003,Community Knowledge and Early Warning Network,6,6.8215,Adaptive Governance Decision-Trigger Framework
55,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.40052,Safe-to-Fail Climate Adaptation Pilots
55,AM005,Adaptive Governance Decision-Trigger Framework,2,7.37828,Safe-to-Fail Climate Adaptation Pilots
55,AM002,Institutional After-Action Learning System,3,7.29398,Safe-to-Fail Climate Adaptation Pilots
55,AM004,Infrastructure Memory and Maintenance Analytics,4,7.08069,Safe-to-Fail Climate Adaptation Pilots
55,AM003,Community Knowledge and Early Warning Network,5,7.05222,Safe-to-Fail Climate Adaptation Pilots
55,AM001,Ecological Monitoring and Threshold Review,6,6.88902,Safe-to-Fail Climate Adaptation Pilots
56,AM005,Adaptive Governance Decision-Trigger Framework,1,7.63895,Adaptive Governance Decision-Trigger Framework
56,AM003,Community Knowledge and Early Warning Network,2,7.31411,Adaptive Governance Decision-Trigger Framework
56,AM002,Institutional After-Action Learning System,3,7.27992,Adaptive Governance Decision-Trigger Framework
56,AM001,Ecological Monitoring and Threshold Review,4,7.19821,Adaptive Governance Decision-Trigger Framework
56,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.04336,Adaptive Governance Decision-Trigger Framework
56,AM004,Infrastructure Memory and Maintenance Analytics,6,7.03344,Adaptive Governance Decision-Trigger Framework
57,AM002,Institutional After-Action Learning System,1,7.48367,Institutional After-Action Learning System
57,AM005,Adaptive Governance Decision-Trigger Framework,2,7.39599,Institutional After-Action Learning System
57,AM003,Community Knowledge and Early Warning Network,3,7.18202,Institutional After-Action Learning System
57,AM001,Ecological Monitoring and Threshold Review,4,7.17714,Institutional After-Action Learning System
57,AM004,Infrastructure Memory and Maintenance Analytics,5,7.16292,Institutional After-Action Learning System
57,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.95173,Institutional After-Action Learning System
58,AM003,Community Knowledge and Early Warning Network,1,7.36182,Community Knowledge and Early Warning Network
58,AM002,Institutional After-Action Learning System,2,7.33205,Community Knowledge and Early Warning Network
58,AM005,Adaptive Governance Decision-Trigger Framework,3,7.26271,Community Knowledge and Early Warning Network
58,AM004,Infrastructure Memory and Maintenance Analytics,4,7.20539,Community Knowledge and Early Warning Network
58,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.14073,Community Knowledge and Early Warning Network
58,AM001,Ecological Monitoring and Threshold Review,6,6.94724,Community Knowledge and Early Warning Network
59,AM005,Adaptive Governance Decision-Trigger Framework,1,7.70238,Adaptive Governance Decision-Trigger Framework
59,AM002,Institutional After-Action Learning System,2,7.58835,Adaptive Governance Decision-Trigger Framework
59,AM003,Community Knowledge and Early Warning Network,3,7.58688,Adaptive Governance Decision-Trigger Framework
59,AM001,Ecological Monitoring and Threshold Review,4,7.21758,Adaptive Governance Decision-Trigger Framework
59,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.05366,Adaptive Governance Decision-Trigger Framework
59,AM004,Infrastructure Memory and Maintenance Analytics,6,7.04775,Adaptive Governance Decision-Trigger Framework
60,AM003,Community Knowledge and Early Warning Network,1,8.07353,Community Knowledge and Early Warning Network
60,AM005,Adaptive Governance Decision-Trigger Framework,2,7.53152,Community Knowledge and Early Warning Network
60,AM001,Ecological Monitoring and Threshold Review,3,7.51105,Community Knowledge and Early Warning Network
60,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.46846,Community Knowledge and Early Warning Network
60,AM004,Infrastructure Memory and Maintenance Analytics,5,7.27217,Community Knowledge and Early Warning Network
60,AM002,Institutional After-Action Learning System,6,7.03412,Community Knowledge and Early Warning Network
61,AM005,Adaptive Governance Decision-Trigger Framework,1,7.75951,Adaptive Governance Decision-Trigger Framework
61,AM003,Community Knowledge and Early Warning Network,2,7.64716,Adaptive Governance Decision-Trigger Framework
61,AM002,Institutional After-Action Learning System,3,7.34128,Adaptive Governance Decision-Trigger Framework
61,AM001,Ecological Monitoring and Threshold Review,4,7.11152,Adaptive Governance Decision-Trigger Framework
61,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.66451,Adaptive Governance Decision-Trigger Framework
61,AM004,Infrastructure Memory and Maintenance Analytics,6,6.65814,Adaptive Governance Decision-Trigger Framework
62,AM001,Ecological Monitoring and Threshold Review,1,7.81488,Ecological Monitoring and Threshold Review
62,AM005,Adaptive Governance Decision-Trigger Framework,2,7.5247,Ecological Monitoring and Threshold Review
62,AM002,Institutional After-Action Learning System,3,7.3222,Ecological Monitoring and Threshold Review
62,AM003,Community Knowledge and Early Warning Network,4,7.17902,Ecological Monitoring and Threshold Review
62,AM004,Infrastructure Memory and Maintenance Analytics,5,7.16477,Ecological Monitoring and Threshold Review
62,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.97501,Ecological Monitoring and Threshold Review
63,AM005,Adaptive Governance Decision-Trigger Framework,1,7.65109,Adaptive Governance Decision-Trigger Framework
63,AM003,Community Knowledge and Early Warning Network,2,7.3892,Adaptive Governance Decision-Trigger Framework
63,AM001,Ecological Monitoring and Threshold Review,3,7.23844,Adaptive Governance Decision-Trigger Framework
63,AM004,Infrastructure Memory and Maintenance Analytics,4,7.11005,Adaptive Governance Decision-Trigger Framework
63,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.0757,Adaptive Governance Decision-Trigger Framework
63,AM002,Institutional After-Action Learning System,6,7.07028,Adaptive Governance Decision-Trigger Framework
64,AM005,Adaptive Governance Decision-Trigger Framework,1,7.42449,Adaptive Governance Decision-Trigger Framework
64,AM003,Community Knowledge and Early Warning Network,2,7.38145,Adaptive Governance Decision-Trigger Framework
64,AM002,Institutional After-Action Learning System,3,6.99862,Adaptive Governance Decision-Trigger Framework
64,AM006,Safe-to-Fail Climate Adaptation Pilots,4,6.9604,Adaptive Governance Decision-Trigger Framework
64,AM004,Infrastructure Memory and Maintenance Analytics,5,6.86545,Adaptive Governance Decision-Trigger Framework
64,AM001,Ecological Monitoring and Threshold Review,6,6.70515,Adaptive Governance Decision-Trigger Framework
65,AM005,Adaptive Governance Decision-Trigger Framework,1,7.5099,Adaptive Governance Decision-Trigger Framework
65,AM003,Community Knowledge and Early Warning Network,2,7.28902,Adaptive Governance Decision-Trigger Framework
65,AM004,Infrastructure Memory and Maintenance Analytics,3,7.21079,Adaptive Governance Decision-Trigger Framework
65,AM002,Institutional After-Action Learning System,4,7.19194,Adaptive Governance Decision-Trigger Framework
65,AM001,Ecological Monitoring and Threshold Review,5,7.09325,Adaptive Governance Decision-Trigger Framework
65,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.94943,Adaptive Governance Decision-Trigger Framework
66,AM003,Community Knowledge and Early Warning Network,1,7.54399,Community Knowledge and Early Warning Network
66,AM005,Adaptive Governance Decision-Trigger Framework,2,7.47361,Community Knowledge and Early Warning Network
66,AM002,Institutional After-Action Learning System,3,7.32725,Community Knowledge and Early Warning Network
66,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27891,Community Knowledge and Early Warning Network
66,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.09469,Community Knowledge and Early Warning Network
66,AM001,Ecological Monitoring and Threshold Review,6,7.08781,Community Knowledge and Early Warning Network
67,AM003,Community Knowledge and Early Warning Network,1,7.54604,Community Knowledge and Early Warning Network
67,AM004,Infrastructure Memory and Maintenance Analytics,2,7.45584,Community Knowledge and Early Warning Network
67,AM005,Adaptive Governance Decision-Trigger Framework,3,7.098,Community Knowledge and Early Warning Network
67,AM001,Ecological Monitoring and Threshold Review,4,7.09105,Community Knowledge and Early Warning Network
67,AM002,Institutional After-Action Learning System,5,7.07076,Community Knowledge and Early Warning Network
67,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.05914,Community Knowledge and Early Warning Network
68,AM005,Adaptive Governance Decision-Trigger Framework,1,7.66056,Adaptive Governance Decision-Trigger Framework
68,AM003,Community Knowledge and Early Warning Network,2,7.41516,Adaptive Governance Decision-Trigger Framework
68,AM002,Institutional After-Action Learning System,3,7.38614,Adaptive Governance Decision-Trigger Framework
