simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
52,SS005,Supplier and Partner Optionality,2,7.6504,Knowledge Architecture and Institutional Memory
52,SS006,Adaptive Governance and Emergency Decision Space,3,7.52497,Knowledge Architecture and Institutional Memory
52,SS003,Critical Operations Redundancy,4,7.37053,Knowledge Architecture and Institutional Memory
52,SS002,Workforce Depth and Recovery Time,5,7.22702,Knowledge Architecture and Institutional Memory
52,SS001,Cash Reserves and Liquidity Buffer,6,6.95007,Knowledge Architecture and Institutional Memory
53,SS003,Critical Operations Redundancy,1,7.62766,Critical Operations Redundancy
53,SS005,Supplier and Partner Optionality,2,7.4506,Critical Operations Redundancy
53,SS002,Workforce Depth and Recovery Time,3,7.28084,Critical Operations Redundancy
53,SS001,Cash Reserves and Liquidity Buffer,4,6.9877,Critical Operations Redundancy
53,SS006,Adaptive Governance and Emergency Decision Space,5,6.97858,Critical Operations Redundancy
53,SS004,Knowledge Architecture and Institutional Memory,6,6.85225,Critical Operations Redundancy
54,SS006,Adaptive Governance and Emergency Decision Space,1,7.74024,Adaptive Governance and Emergency Decision Space
54,SS004,Knowledge Architecture and Institutional Memory,2,7.51254,Adaptive Governance and Emergency Decision Space
54,SS003,Critical Operations Redundancy,3,7.41867,Adaptive Governance and Emergency Decision Space
54,SS002,Workforce Depth and Recovery Time,4,7.22975,Adaptive Governance and Emergency Decision Space
54,SS001,Cash Reserves and Liquidity Buffer,5,6.97057,Adaptive Governance and Emergency Decision Space
54,SS005,Supplier and Partner Optionality,6,6.95494,Adaptive Governance and Emergency Decision Space
55,SS005,Supplier and Partner Optionality,1,7.54312,Supplier and Partner Optionality
55,SS002,Workforce Depth and Recovery Time,2,7.45353,Supplier and Partner Optionality
55,SS004,Knowledge Architecture and Institutional Memory,3,7.40901,Supplier and Partner Optionality
55,SS006,Adaptive Governance and Emergency Decision Space,4,7.33743,Supplier and Partner Optionality
55,SS003,Critical Operations Redundancy,5,7.27948,Supplier and Partner Optionality
55,SS001,Cash Reserves and Liquidity Buffer,6,6.82177,Supplier and Partner Optionality
56,SS004,Knowledge Architecture and Institutional Memory,1,7.66312,Knowledge Architecture and Institutional Memory
56,SS003,Critical Operations Redundancy,2,7.57404,Knowledge Architecture and Institutional Memory
56,SS005,Supplier and Partner Optionality,3,7.45391,Knowledge Architecture and Institutional Memory
56,SS002,Workforce Depth and Recovery Time,4,7.34471,Knowledge Architecture and Institutional Memory
56,SS006,Adaptive Governance and Emergency Decision Space,5,7.10918,Knowledge Architecture and Institutional Memory
56,SS001,Cash Reserves and Liquidity Buffer,6,6.94181,Knowledge Architecture and Institutional Memory
57,SS006,Adaptive Governance and Emergency Decision Space,1,7.55236,Adaptive Governance and Emergency Decision Space
57,SS002,Workforce Depth and Recovery Time,2,7.53705,Adaptive Governance and Emergency Decision Space
57,SS004,Knowledge Architecture and Institutional Memory,3,7.26584,Adaptive Governance and Emergency Decision Space
57,SS005,Supplier and Partner Optionality,4,7.20588,Adaptive Governance and Emergency Decision Space
57,SS003,Critical Operations Redundancy,5,7.18914,Adaptive Governance and Emergency Decision Space
57,SS001,Cash Reserves and Liquidity Buffer,6,6.81406,Adaptive Governance and Emergency Decision Space
58,SS006,Adaptive Governance and Emergency Decision Space,1,7.47216,Adaptive Governance and Emergency Decision Space
58,SS002,Workforce Depth and Recovery Time,2,7.40186,Adaptive Governance and Emergency Decision Space
58,SS003,Critical Operations Redundancy,3,7.29827,Adaptive Governance and Emergency Decision Space
58,SS005,Supplier and Partner Optionality,4,7.27566,Adaptive Governance and Emergency Decision Space
58,SS004,Knowledge Architecture and Institutional Memory,5,7.1674,Adaptive Governance and Emergency Decision Space
58,SS001,Cash Reserves and Liquidity Buffer,6,6.98303,Adaptive Governance and Emergency Decision Space
59,SS002,Workforce Depth and Recovery Time,1,7.55481,Workforce Depth and Recovery Time
59,SS006,Adaptive Governance and Emergency Decision Space,2,7.4835,Workforce Depth and Recovery Time
59,SS003,Critical Operations Redundancy,3,7.45655,Workforce Depth and Recovery Time
59,SS004,Knowledge Architecture and Institutional Memory,4,7.45495,Workforce Depth and Recovery Time
59,SS001,Cash Reserves and Liquidity Buffer,5,7.26189,Workforce Depth and Recovery Time
59,SS005,Supplier and Partner Optionality,6,7.1291,Workforce Depth and Recovery Time
60,SS005,Supplier and Partner Optionality,1,7.48139,Supplier and Partner Optionality
60,SS004,Knowledge Architecture and Institutional Memory,2,7.43935,Supplier and Partner Optionality
60,SS006,Adaptive Governance and Emergency Decision Space,3,7.21518,Supplier and Partner Optionality
60,SS002,Workforce Depth and Recovery Time,4,7.18603,Supplier and Partner Optionality
60,SS003,Critical Operations Redundancy,5,7.16718,Supplier and Partner Optionality
60,SS001,Cash Reserves and Liquidity Buffer,6,7.16663,Supplier and Partner Optionality
61,SS006,Adaptive Governance and Emergency Decision Space,1,7.5577,Adaptive Governance and Emergency Decision Space
61,SS002,Workforce Depth and Recovery Time,2,7.50367,Adaptive Governance and Emergency Decision Space
61,SS005,Supplier and Partner Optionality,3,7.4834,Adaptive Governance and Emergency Decision Space
61,SS003,Critical Operations Redundancy,4,7.42335,Adaptive Governance and Emergency Decision Space
61,SS004,Knowledge Architecture and Institutional Memory,5,7.40767,Adaptive Governance and Emergency Decision Space
61,SS001,Cash Reserves and Liquidity Buffer,6,6.9678,Adaptive Governance and Emergency Decision Space
62,SS006,Adaptive Governance and Emergency Decision Space,1,7.79399,Adaptive Governance and Emergency Decision Space
62,SS002,Workforce Depth and Recovery Time,2,7.40128,Adaptive Governance and Emergency Decision Space
62,SS003,Critical Operations Redundancy,3,7.37515,Adaptive Governance and Emergency Decision Space
62,SS005,Supplier and Partner Optionality,4,7.21332,Adaptive Governance and Emergency Decision Space
62,SS004,Knowledge Architecture and Institutional Memory,5,7.09022,Adaptive Governance and Emergency Decision Space
62,SS001,Cash Reserves and Liquidity Buffer,6,7.07839,Adaptive Governance and Emergency Decision Space
63,SS004,Knowledge Architecture and Institutional Memory,1,7.60296,Knowledge Architecture and Institutional Memory
63,SS005,Supplier and Partner Optionality,2,7.55058,Knowledge Architecture and Institutional Memory
63,SS002,Workforce Depth and Recovery Time,3,7.49952,Knowledge Architecture and Institutional Memory
63,SS006,Adaptive Governance and Emergency Decision Space,4,7.38019,Knowledge Architecture and Institutional Memory
63,SS003,Critical Operations Redundancy,5,7.30456,Knowledge Architecture and Institutional Memory
63,SS001,Cash Reserves and Liquidity Buffer,6,7.12929,Knowledge Architecture and Institutional Memory
64,SS006,Adaptive Governance and Emergency Decision Space,1,7.52312,Adaptive Governance and Emergency Decision Space
64,SS002,Workforce Depth and Recovery Time,2,7.51022,Adaptive Governance and Emergency Decision Space
64,SS004,Knowledge Architecture and Institutional Memory,3,7.34609,Adaptive Governance and Emergency Decision Space
64,SS005,Supplier and Partner Optionality,4,7.2114,Adaptive Governance and Emergency Decision Space
64,SS001,Cash Reserves and Liquidity Buffer,5,6.89146,Adaptive Governance and Emergency Decision Space
64,SS003,Critical Operations Redundancy,6,6.73371,Adaptive Governance and Emergency Decision Space
65,SS005,Supplier and Partner Optionality,1,7.52866,Supplier and Partner Optionality
65,SS006,Adaptive Governance and Emergency Decision Space,2,7.41337,Supplier and Partner Optionality
65,SS004,Knowledge Architecture and Institutional Memory,3,7.22609,Supplier and Partner Optionality
65,SS003,Critical Operations Redundancy,4,7.18698,Supplier and Partner Optionality
65,SS002,Workforce Depth and Recovery Time,5,7.08583,Supplier and Partner Optionality
65,SS001,Cash Reserves and Liquidity Buffer,6,6.85797,Supplier and Partner Optionality
66,SS003,Critical Operations Redundancy,1,7.46176,Critical Operations Redundancy
66,SS002,Workforce Depth and Recovery Time,2,7.45116,Critical Operations Redundancy
66,SS006,Adaptive Governance and Emergency Decision Space,3,7.41893,Critical Operations Redundancy
66,SS005,Supplier and Partner Optionality,4,7.33543,Critical Operations Redundancy
66,SS004,Knowledge Architecture and Institutional Memory,5,7.12162,Critical Operations Redundancy
66,SS001,Cash Reserves and Liquidity Buffer,6,6.88964,Critical Operations Redundancy
67,SS003,Critical Operations Redundancy,1,7.50674,Critical Operations Redundancy
67,SS005,Supplier and Partner Optionality,2,7.451,Critical Operations Redundancy
67,SS002,Workforce Depth and Recovery Time,3,7.32721,Critical Operations Redundancy
67,SS004,Knowledge Architecture and Institutional Memory,4,7.16379,Critical Operations Redundancy
67,SS006,Adaptive Governance and Emergency Decision Space,5,7.14404,Critical Operations Redundancy
67,SS001,Cash Reserves and Liquidity Buffer,6,6.83611,Critical Operations Redundancy
68,SS002,Workforce Depth and Recovery Time,1,7.77967,Workforce Depth and Recovery Time
68,SS006,Adaptive Governance and Emergency Decision Space,2,7.65418,Workforce Depth and Recovery Time
68,SS004,Knowledge Architecture and Institutional Memory,3,7.35085,Workforce Depth and Recovery Time
68,SS003,Critical Operations Redundancy,4,7.28162,Workforce Depth and Recovery Time
68,SS005,Supplier and Partner Optionality,5,6.9561,Workforce Depth and Recovery Time
68,SS001,Cash Reserves and Liquidity Buffer,6,6.88509,Workforce Depth and Recovery Time
69,SS002,Workforce Depth and Recovery Time,1,7.81613,Workforce Depth and Recovery Time
69,SS006,Adaptive Governance and Emergency Decision Space,2,7.65004,Workforce Depth and Recovery Time
69,SS005,Supplier and Partner Optionality,3,7.37517,Workforce Depth and Recovery Time
69,SS004,Knowledge Architecture and Institutional Memory,4,7.24652,Workforce Depth and Recovery Time
69,SS003,Critical Operations Redundancy,5,7.19484,Workforce Depth and Recovery Time
69,SS001,Cash Reserves and Liquidity Buffer,6,7.00584,Workforce Depth and Recovery Time
70,SS006,Adaptive Governance and Emergency Decision Space,1,7.74055,Adaptive Governance and Emergency Decision Space
70,SS005,Supplier and Partner Optionality,2,7.42704,Adaptive Governance and Emergency Decision Space
70,SS004,Knowledge Architecture and Institutional Memory,3,7.16301,Adaptive Governance and Emergency Decision Space
70,SS003,Critical Operations Redundancy,4,7.12962,Adaptive Governance and Emergency Decision Space
70,SS002,Workforce Depth and Recovery Time,5,7.08325,Adaptive Governance and Emergency Decision Space
70,SS001,Cash Reserves and Liquidity Buffer,6,6.7537,Adaptive Governance and Emergency Decision Space
71,SS002,Workforce Depth and Recovery Time,1,7.55593,Workforce Depth and Recovery Time
71,SS006,Adaptive Governance and Emergency Decision Space,2,7.43973,Workforce Depth and Recovery Time
71,SS004,Knowledge Architecture and Institutional Memory,3,7.27289,Workforce Depth and Recovery Time
71,SS003,Critical Operations Redundancy,4,7.16307,Workforce Depth and Recovery Time
71,SS005,Supplier and Partner Optionality,5,7.01313,Workforce Depth and Recovery Time
71,SS001,Cash Reserves and Liquidity Buffer,6,6.85845,Workforce Depth and Recovery Time
72,SS006,Adaptive Governance and Emergency Decision Space,1,7.56686,Adaptive Governance and Emergency Decision Space
72,SS003,Critical Operations Redundancy,2,7.5062,Adaptive Governance and Emergency Decision Space
72,SS002,Workforce Depth and Recovery Time,3,7.48504,Adaptive Governance and Emergency Decision Space
72,SS004,Knowledge Architecture and Institutional Memory,4,7.23233,Adaptive Governance and Emergency Decision Space
72,SS005,Supplier and Partner Optionality,5,7.01078,Adaptive Governance and Emergency Decision Space
72,SS001,Cash Reserves and Liquidity Buffer,6,6.6902,Adaptive Governance and Emergency Decision Space
73,SS004,Knowledge Architecture and Institutional Memory,1,7.7307,Knowledge Architecture and Institutional Memory
73,SS002,Workforce Depth and Recovery Time,2,7.67796,Knowledge Architecture and Institutional Memory
73,SS003,Critical Operations Redundancy,3,7.59669,Knowledge Architecture and Institutional Memory
73,SS006,Adaptive Governance and Emergency Decision Space,4,7.56995,Knowledge Architecture and Institutional Memory
73,SS005,Supplier and Partner Optionality,5,7.08271,Knowledge Architecture and Institutional Memory
73,SS001,Cash Reserves and Liquidity Buffer,6,6.83013,Knowledge Architecture and Institutional Memory
74,SS006,Adaptive Governance and Emergency Decision Space,1,7.62908,Adaptive Governance and Emergency Decision Space
74,SS004,Knowledge Architecture and Institutional Memory,2,7.51357,Adaptive Governance and Emergency Decision Space
74,SS005,Supplier and Partner Optionality,3,7.30035,Adaptive Governance and Emergency Decision Space
74,SS002,Workforce Depth and Recovery Time,4,7.20001,Adaptive Governance and Emergency Decision Space
74,SS003,Critical Operations Redundancy,5,7.00882,Adaptive Governance and Emergency Decision Space
74,SS001,Cash Reserves and Liquidity Buffer,6,6.94893,Adaptive Governance and Emergency Decision Space
75,SS005,Supplier and Partner Optionality,1,7.48933,Supplier and Partner Optionality
75,SS006,Adaptive Governance and Emergency Decision Space,2,7.39094,Supplier and Partner Optionality
75,SS003,Critical Operations Redundancy,3,7.37647,Supplier and Partner Optionality
75,SS002,Workforce Depth and Recovery Time,4,7.33077,Supplier and Partner Optionality
75,SS004,Knowledge Architecture and Institutional Memory,5,7.27931,Supplier and Partner Optionality
75,SS001,Cash Reserves and Liquidity Buffer,6,7.04638,Supplier and Partner Optionality
76,SS006,Adaptive Governance and Emergency Decision Space,1,7.83922,Adaptive Governance and Emergency Decision Space
76,SS003,Critical Operations Redundancy,2,7.63438,Adaptive Governance and Emergency Decision Space
76,SS005,Supplier and Partner Optionality,3,7.58501,Adaptive Governance and Emergency Decision Space
