simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
49,AG002,Polycentric Cross-Scale Coordination Forum,3,8.09908,Equity Accountability and Rights Safeguard
49,AG004,Monitoring Feedback and Learning System,4,8.03751,Equity Accountability and Rights Safeguard
49,AG001,Adaptive Pathways and Decision Triggers,5,8.00213,Equity Accountability and Rights Safeguard
49,AG006,Responsible Policy Experimentation Portfolio,6,7.71533,Equity Accountability and Rights Safeguard
50,AG002,Polycentric Cross-Scale Coordination Forum,1,8.3473,Polycentric Cross-Scale Coordination Forum
50,AG005,Equity Accountability and Rights Safeguard,2,8.28368,Polycentric Cross-Scale Coordination Forum
50,AG001,Adaptive Pathways and Decision Triggers,3,8.23015,Polycentric Cross-Scale Coordination Forum
50,AG004,Monitoring Feedback and Learning System,4,8.21852,Polycentric Cross-Scale Coordination Forum
50,AG003,Community Knowledge Co-Production Platform,5,8.19428,Polycentric Cross-Scale Coordination Forum
50,AG006,Responsible Policy Experimentation Portfolio,6,8.06832,Polycentric Cross-Scale Coordination Forum
51,AG005,Equity Accountability and Rights Safeguard,1,8.72177,Equity Accountability and Rights Safeguard
51,AG003,Community Knowledge Co-Production Platform,2,8.53646,Equity Accountability and Rights Safeguard
51,AG004,Monitoring Feedback and Learning System,3,8.34184,Equity Accountability and Rights Safeguard
51,AG001,Adaptive Pathways and Decision Triggers,4,8.26599,Equity Accountability and Rights Safeguard
51,AG006,Responsible Policy Experimentation Portfolio,5,8.241,Equity Accountability and Rights Safeguard
51,AG002,Polycentric Cross-Scale Coordination Forum,6,8.18771,Equity Accountability and Rights Safeguard
52,AG003,Community Knowledge Co-Production Platform,1,8.587,Community Knowledge Co-Production Platform
52,AG005,Equity Accountability and Rights Safeguard,2,8.34166,Community Knowledge Co-Production Platform
52,AG006,Responsible Policy Experimentation Portfolio,3,8.25678,Community Knowledge Co-Production Platform
52,AG004,Monitoring Feedback and Learning System,4,8.05928,Community Knowledge Co-Production Platform
52,AG002,Polycentric Cross-Scale Coordination Forum,5,8.04237,Community Knowledge Co-Production Platform
52,AG001,Adaptive Pathways and Decision Triggers,6,7.67933,Community Knowledge Co-Production Platform
53,AG005,Equity Accountability and Rights Safeguard,1,8.64726,Equity Accountability and Rights Safeguard
53,AG003,Community Knowledge Co-Production Platform,2,8.43471,Equity Accountability and Rights Safeguard
53,AG004,Monitoring Feedback and Learning System,3,8.35748,Equity Accountability and Rights Safeguard
53,AG001,Adaptive Pathways and Decision Triggers,4,8.09407,Equity Accountability and Rights Safeguard
53,AG002,Polycentric Cross-Scale Coordination Forum,5,8.07922,Equity Accountability and Rights Safeguard
53,AG006,Responsible Policy Experimentation Portfolio,6,7.94945,Equity Accountability and Rights Safeguard
54,AG004,Monitoring Feedback and Learning System,1,8.57688,Monitoring Feedback and Learning System
54,AG005,Equity Accountability and Rights Safeguard,2,8.558,Monitoring Feedback and Learning System
54,AG001,Adaptive Pathways and Decision Triggers,3,8.08508,Monitoring Feedback and Learning System
54,AG002,Polycentric Cross-Scale Coordination Forum,4,8.02946,Monitoring Feedback and Learning System
54,AG006,Responsible Policy Experimentation Portfolio,5,7.90615,Monitoring Feedback and Learning System
54,AG003,Community Knowledge Co-Production Platform,6,7.71177,Monitoring Feedback and Learning System
55,AG006,Responsible Policy Experimentation Portfolio,1,8.35243,Responsible Policy Experimentation Portfolio
55,AG005,Equity Accountability and Rights Safeguard,2,8.26221,Responsible Policy Experimentation Portfolio
55,AG002,Polycentric Cross-Scale Coordination Forum,3,8.251,Responsible Policy Experimentation Portfolio
55,AG004,Monitoring Feedback and Learning System,4,8.24872,Responsible Policy Experimentation Portfolio
55,AG003,Community Knowledge Co-Production Platform,5,7.93986,Responsible Policy Experimentation Portfolio
55,AG001,Adaptive Pathways and Decision Triggers,6,7.80351,Responsible Policy Experimentation Portfolio
56,AG005,Equity Accountability and Rights Safeguard,1,8.54721,Equity Accountability and Rights Safeguard
56,AG003,Community Knowledge Co-Production Platform,2,8.33803,Equity Accountability and Rights Safeguard
56,AG002,Polycentric Cross-Scale Coordination Forum,3,8.15419,Equity Accountability and Rights Safeguard
56,AG004,Monitoring Feedback and Learning System,4,8.15383,Equity Accountability and Rights Safeguard
56,AG001,Adaptive Pathways and Decision Triggers,5,8.11413,Equity Accountability and Rights Safeguard
56,AG006,Responsible Policy Experimentation Portfolio,6,7.9875,Equity Accountability and Rights Safeguard
57,AG004,Monitoring Feedback and Learning System,1,8.46045,Monitoring Feedback and Learning System
57,AG002,Polycentric Cross-Scale Coordination Forum,2,8.37875,Monitoring Feedback and Learning System
57,AG005,Equity Accountability and Rights Safeguard,3,8.37641,Monitoring Feedback and Learning System
57,AG001,Adaptive Pathways and Decision Triggers,4,8.07814,Monitoring Feedback and Learning System
57,AG003,Community Knowledge Co-Production Platform,5,8.0691,Monitoring Feedback and Learning System
57,AG006,Responsible Policy Experimentation Portfolio,6,7.94291,Monitoring Feedback and Learning System
58,AG004,Monitoring Feedback and Learning System,1,8.34044,Monitoring Feedback and Learning System
58,AG003,Community Knowledge Co-Production Platform,2,8.23443,Monitoring Feedback and Learning System
58,AG002,Polycentric Cross-Scale Coordination Forum,3,8.20692,Monitoring Feedback and Learning System
58,AG005,Equity Accountability and Rights Safeguard,4,8.15698,Monitoring Feedback and Learning System
58,AG006,Responsible Policy Experimentation Portfolio,5,8.09217,Monitoring Feedback and Learning System
58,AG001,Adaptive Pathways and Decision Triggers,6,8.00217,Monitoring Feedback and Learning System
59,AG005,Equity Accountability and Rights Safeguard,1,8.57875,Equity Accountability and Rights Safeguard
59,AG003,Community Knowledge Co-Production Platform,2,8.55009,Equity Accountability and Rights Safeguard
59,AG002,Polycentric Cross-Scale Coordination Forum,3,8.51064,Equity Accountability and Rights Safeguard
59,AG004,Monitoring Feedback and Learning System,4,8.22461,Equity Accountability and Rights Safeguard
59,AG001,Adaptive Pathways and Decision Triggers,5,8.21411,Equity Accountability and Rights Safeguard
59,AG006,Responsible Policy Experimentation Portfolio,6,7.95195,Equity Accountability and Rights Safeguard
60,AG003,Community Knowledge Co-Production Platform,1,8.90897,Community Knowledge Co-Production Platform
60,AG005,Equity Accountability and Rights Safeguard,2,8.51167,Community Knowledge Co-Production Platform
60,AG001,Adaptive Pathways and Decision Triggers,3,8.50566,Community Knowledge Co-Production Platform
60,AG006,Responsible Policy Experimentation Portfolio,4,8.45168,Community Knowledge Co-Production Platform
60,AG004,Monitoring Feedback and Learning System,5,8.32652,Community Knowledge Co-Production Platform
60,AG002,Polycentric Cross-Scale Coordination Forum,6,7.86782,Community Knowledge Co-Production Platform
61,AG003,Community Knowledge Co-Production Platform,1,8.67437,Community Knowledge Co-Production Platform
61,AG005,Equity Accountability and Rights Safeguard,2,8.65461,Community Knowledge Co-Production Platform
61,AG002,Polycentric Cross-Scale Coordination Forum,3,8.24264,Community Knowledge Co-Production Platform
61,AG001,Adaptive Pathways and Decision Triggers,4,8.13306,Community Knowledge Co-Production Platform
61,AG004,Monitoring Feedback and Learning System,5,7.8466,Community Knowledge Co-Production Platform
61,AG006,Responsible Policy Experimentation Portfolio,6,7.63553,Community Knowledge Co-Production Platform
62,AG001,Adaptive Pathways and Decision Triggers,1,8.60008,Adaptive Pathways and Decision Triggers
62,AG005,Equity Accountability and Rights Safeguard,2,8.43963,Adaptive Pathways and Decision Triggers
62,AG004,Monitoring Feedback and Learning System,3,8.39523,Adaptive Pathways and Decision Triggers
62,AG002,Polycentric Cross-Scale Coordination Forum,4,8.22878,Adaptive Pathways and Decision Triggers
62,AG003,Community Knowledge Co-Production Platform,5,8.17322,Adaptive Pathways and Decision Triggers
62,AG006,Responsible Policy Experimentation Portfolio,6,7.93402,Adaptive Pathways and Decision Triggers
63,AG005,Equity Accountability and Rights Safeguard,1,8.66089,Equity Accountability and Rights Safeguard
63,AG003,Community Knowledge Co-Production Platform,2,8.43758,Equity Accountability and Rights Safeguard
63,AG004,Monitoring Feedback and Learning System,3,8.40981,Equity Accountability and Rights Safeguard
63,AG001,Adaptive Pathways and Decision Triggers,4,8.18518,Equity Accountability and Rights Safeguard
63,AG002,Polycentric Cross-Scale Coordination Forum,5,7.96784,Equity Accountability and Rights Safeguard
63,AG006,Responsible Policy Experimentation Portfolio,6,7.95961,Equity Accountability and Rights Safeguard
64,AG005,Equity Accountability and Rights Safeguard,1,8.32584,Equity Accountability and Rights Safeguard
64,AG003,Community Knowledge Co-Production Platform,2,8.21299,Equity Accountability and Rights Safeguard
64,AG004,Monitoring Feedback and Learning System,3,8.09208,Equity Accountability and Rights Safeguard
64,AG006,Responsible Policy Experimentation Portfolio,4,7.92973,Equity Accountability and Rights Safeguard
64,AG002,Polycentric Cross-Scale Coordination Forum,5,7.86294,Equity Accountability and Rights Safeguard
64,AG001,Adaptive Pathways and Decision Triggers,6,7.68483,Equity Accountability and Rights Safeguard
65,AG005,Equity Accountability and Rights Safeguard,1,8.47565,Equity Accountability and Rights Safeguard
65,AG004,Monitoring Feedback and Learning System,2,8.40415,Equity Accountability and Rights Safeguard
65,AG003,Community Knowledge Co-Production Platform,3,8.21132,Equity Accountability and Rights Safeguard
65,AG002,Polycentric Cross-Scale Coordination Forum,4,8.11533,Equity Accountability and Rights Safeguard
65,AG001,Adaptive Pathways and Decision Triggers,5,8.07025,Equity Accountability and Rights Safeguard
65,AG006,Responsible Policy Experimentation Portfolio,6,7.89268,Equity Accountability and Rights Safeguard
66,AG004,Monitoring Feedback and Learning System,1,8.5435,Monitoring Feedback and Learning System
66,AG003,Community Knowledge Co-Production Platform,2,8.50741,Monitoring Feedback and Learning System
66,AG005,Equity Accountability and Rights Safeguard,3,8.44624,Monitoring Feedback and Learning System
66,AG002,Polycentric Cross-Scale Coordination Forum,4,8.19467,Monitoring Feedback and Learning System
66,AG006,Responsible Policy Experimentation Portfolio,5,8.11692,Monitoring Feedback and Learning System
66,AG001,Adaptive Pathways and Decision Triggers,6,8.07104,Monitoring Feedback and Learning System
67,AG004,Monitoring Feedback and Learning System,1,8.58363,Monitoring Feedback and Learning System
67,AG003,Community Knowledge Co-Production Platform,2,8.43023,Monitoring Feedback and Learning System
67,AG005,Equity Accountability and Rights Safeguard,3,8.04491,Monitoring Feedback and Learning System
67,AG001,Adaptive Pathways and Decision Triggers,4,8.01803,Monitoring Feedback and Learning System
67,AG006,Responsible Policy Experimentation Portfolio,5,7.92272,Monitoring Feedback and Learning System
67,AG002,Polycentric Cross-Scale Coordination Forum,6,7.88892,Monitoring Feedback and Learning System
68,AG005,Equity Accountability and Rights Safeguard,1,8.5619,Equity Accountability and Rights Safeguard
68,AG003,Community Knowledge Co-Production Platform,2,8.38669,Equity Accountability and Rights Safeguard
68,AG002,Polycentric Cross-Scale Coordination Forum,3,8.2712,Equity Accountability and Rights Safeguard
68,AG006,Responsible Policy Experimentation Portfolio,4,8.03464,Equity Accountability and Rights Safeguard
68,AG001,Adaptive Pathways and Decision Triggers,5,7.94087,Equity Accountability and Rights Safeguard
68,AG004,Monitoring Feedback and Learning System,6,7.91298,Equity Accountability and Rights Safeguard
69,AG003,Community Knowledge Co-Production Platform,1,8.5183,Community Knowledge Co-Production Platform
69,AG002,Polycentric Cross-Scale Coordination Forum,2,8.28036,Community Knowledge Co-Production Platform
69,AG004,Monitoring Feedback and Learning System,3,8.26968,Community Knowledge Co-Production Platform
69,AG001,Adaptive Pathways and Decision Triggers,4,8.25639,Community Knowledge Co-Production Platform
69,AG005,Equity Accountability and Rights Safeguard,5,8.25034,Community Knowledge Co-Production Platform
69,AG006,Responsible Policy Experimentation Portfolio,6,8.15324,Community Knowledge Co-Production Platform
70,AG005,Equity Accountability and Rights Safeguard,1,8.63394,Equity Accountability and Rights Safeguard
70,AG006,Responsible Policy Experimentation Portfolio,2,8.17769,Equity Accountability and Rights Safeguard
70,AG002,Polycentric Cross-Scale Coordination Forum,3,8.15474,Equity Accountability and Rights Safeguard
70,AG001,Adaptive Pathways and Decision Triggers,4,8.11714,Equity Accountability and Rights Safeguard
70,AG004,Monitoring Feedback and Learning System,5,8.10454,Equity Accountability and Rights Safeguard
70,AG003,Community Knowledge Co-Production Platform,6,8.07936,Equity Accountability and Rights Safeguard
71,AG003,Community Knowledge Co-Production Platform,1,8.87719,Community Knowledge Co-Production Platform
71,AG005,Equity Accountability and Rights Safeguard,2,8.59228,Community Knowledge Co-Production Platform
71,AG001,Adaptive Pathways and Decision Triggers,3,8.23486,Community Knowledge Co-Production Platform
71,AG002,Polycentric Cross-Scale Coordination Forum,4,8.21827,Community Knowledge Co-Production Platform
71,AG004,Monitoring Feedback and Learning System,5,8.10445,Community Knowledge Co-Production Platform
