simulation_id,strategy_id,strategy,rank,adjusted_value,abandonment_risk
49,ROA004,Flood Defense for High-Value Assets,6,2.12988,3.41432
49,ROA007,Risk Mapping Dashboard Without Funding,7,-0.83756,4.50838
49,ROA001,Household Preparedness Campaign,8,-1.17911,4.74774
50,ROA006,Drainage Repair and Social Protection Package,1,7.81696,0.41474
50,ROA002,Public Housing Climate Retrofit,2,7.77465,0.31707
50,ROA005,Managed Retreat with Long-Term Support,3,7.67443,0.3985
50,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.44974,0.31189
50,ROA003,Community-Led Cooling and Care Network,5,6.5635,0.74551
50,ROA004,Flood Defense for High-Value Assets,6,2.3213,3.17949
50,ROA001,Household Preparedness Campaign,7,-0.89641,4.63482
50,ROA007,Risk Mapping Dashboard Without Funding,8,-2.0655,5.34674
51,ROA005,Managed Retreat with Long-Term Support,1,8.034,0.31423
51,ROA006,Drainage Repair and Social Protection Package,2,7.66814,0.34238
51,ROA002,Public Housing Climate Retrofit,3,7.5684,0.53846
51,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.297,0.48848
51,ROA003,Community-Led Cooling and Care Network,5,6.99462,0.49371
51,ROA004,Flood Defense for High-Value Assets,6,2.25443,3.22468
51,ROA007,Risk Mapping Dashboard Without Funding,7,-0.63721,4.56136
51,ROA001,Household Preparedness Campaign,8,-1.57542,5.07716
52,ROA006,Drainage Repair and Social Protection Package,1,7.73813,0.34576
52,ROA005,Managed Retreat with Long-Term Support,2,7.44785,0.4831
52,ROA002,Public Housing Climate Retrofit,3,7.37855,0.42363
52,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.96816,0.49942
52,ROA003,Community-Led Cooling and Care Network,5,6.76703,0.59209
52,ROA004,Flood Defense for High-Value Assets,6,3.11591,2.70536
52,ROA001,Household Preparedness Campaign,7,-0.29755,4.29015
52,ROA007,Risk Mapping Dashboard Without Funding,8,-1.51535,4.87527
53,ROA005,Managed Retreat with Long-Term Support,1,7.81157,0.56342
53,ROA002,Public Housing Climate Retrofit,2,7.31201,0.51734
53,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.28281,0.36098
53,ROA006,Drainage Repair and Social Protection Package,4,7.09833,0.519
53,ROA003,Community-Led Cooling and Care Network,5,6.66148,0.814
53,ROA004,Flood Defense for High-Value Assets,6,2.99853,2.79236
53,ROA001,Household Preparedness Campaign,7,-0.36681,4.33712
53,ROA007,Risk Mapping Dashboard Without Funding,8,-0.8735,4.65778
54,ROA002,Public Housing Climate Retrofit,1,7.5533,0.38668
54,ROA006,Drainage Repair and Social Protection Package,2,7.53291,0.39858
54,ROA005,Managed Retreat with Long-Term Support,3,7.4126,0.50153
54,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.09517,0.51853
54,ROA003,Community-Led Cooling and Care Network,5,5.85282,0.90313
54,ROA004,Flood Defense for High-Value Assets,6,3.04368,2.72748
54,ROA001,Household Preparedness Campaign,7,-0.77117,4.55446
54,ROA007,Risk Mapping Dashboard Without Funding,8,-1.63344,4.98557
55,ROA005,Managed Retreat with Long-Term Support,1,7.66803,0.2671
55,ROA002,Public Housing Climate Retrofit,2,7.29354,0.47307
55,ROA006,Drainage Repair and Social Protection Package,3,6.99384,0.54754
55,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.8548,0.48124
55,ROA003,Community-Led Cooling and Care Network,5,6.61533,0.77225
55,ROA004,Flood Defense for High-Value Assets,6,3.23406,2.67906
55,ROA007,Risk Mapping Dashboard Without Funding,7,-1.296,4.84453
55,ROA001,Household Preparedness Campaign,8,-1.58557,4.8292
56,ROA006,Drainage Repair and Social Protection Package,1,7.56578,0.36345
56,ROA005,Managed Retreat with Long-Term Support,2,7.23173,0.60788
56,ROA002,Public Housing Climate Retrofit,3,7.08792,0.46349
56,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.7584,0.74618
56,ROA003,Community-Led Cooling and Care Network,5,6.28974,0.86286
56,ROA004,Flood Defense for High-Value Assets,6,2.69378,3.11173
56,ROA001,Household Preparedness Campaign,7,-0.62938,4.66706
56,ROA007,Risk Mapping Dashboard Without Funding,8,-1.42487,5.16771
57,ROA005,Managed Retreat with Long-Term Support,1,7.51103,0.59111
57,ROA006,Drainage Repair and Social Protection Package,2,7.32919,0.37296
57,ROA002,Public Housing Climate Retrofit,3,7.18735,0.62819
57,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.97355,0.55857
57,ROA003,Community-Led Cooling and Care Network,5,5.89615,1.11473
57,ROA004,Flood Defense for High-Value Assets,6,2.4643,3.12885
57,ROA001,Household Preparedness Campaign,7,-1.55051,4.96006
57,ROA007,Risk Mapping Dashboard Without Funding,8,-1.57294,5.049
58,ROA005,Managed Retreat with Long-Term Support,1,7.68692,0.28754
58,ROA006,Drainage Repair and Social Protection Package,2,7.49962,0.40744
58,ROA002,Public Housing Climate Retrofit,3,7.4157,0.52466
58,ROA003,Community-Led Cooling and Care Network,4,7.04765,0.33773
58,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.32103,0.71523
58,ROA004,Flood Defense for High-Value Assets,6,3.55554,2.63787
58,ROA001,Household Preparedness Campaign,7,-1.31181,4.87936
58,ROA007,Risk Mapping Dashboard Without Funding,8,-1.66755,5.04801
59,ROA006,Drainage Repair and Social Protection Package,1,7.96421,0.37901
59,ROA005,Managed Retreat with Long-Term Support,2,7.50918,0.47164
59,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.47885,0.36786
59,ROA002,Public Housing Climate Retrofit,4,7.34231,0.45503
59,ROA003,Community-Led Cooling and Care Network,5,6.15661,0.84293
59,ROA004,Flood Defense for High-Value Assets,6,2.30136,3.27623
59,ROA001,Household Preparedness Campaign,7,-0.28937,4.24097
59,ROA007,Risk Mapping Dashboard Without Funding,8,-0.93184,4.6464
60,ROA006,Drainage Repair and Social Protection Package,1,7.78718,0.29893
60,ROA002,Public Housing Climate Retrofit,2,7.62664,0.34672
60,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.35954,0.46148
60,ROA005,Managed Retreat with Long-Term Support,4,7.21686,0.41864
60,ROA003,Community-Led Cooling and Care Network,5,6.19519,0.82155
60,ROA004,Flood Defense for High-Value Assets,6,2.72429,2.97764
60,ROA001,Household Preparedness Campaign,7,-0.8758,4.56063
60,ROA007,Risk Mapping Dashboard Without Funding,8,-1.88197,5.26604
61,ROA005,Managed Retreat with Long-Term Support,1,8.05772,0.31946
61,ROA002,Public Housing Climate Retrofit,2,7.70462,0.42538
61,ROA006,Drainage Repair and Social Protection Package,3,7.48241,0.4755
61,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.22302,0.59116
61,ROA003,Community-Led Cooling and Care Network,5,6.21552,0.71446
61,ROA004,Flood Defense for High-Value Assets,6,2.62753,3.04474
61,ROA001,Household Preparedness Campaign,7,-0.28824,4.27476
61,ROA007,Risk Mapping Dashboard Without Funding,8,-0.94553,4.80296
62,ROA005,Managed Retreat with Long-Term Support,1,7.82247,0.44336
62,ROA006,Drainage Repair and Social Protection Package,2,7.81229,0.39825
62,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.36396,0.49038
62,ROA002,Public Housing Climate Retrofit,4,7.09083,0.41115
62,ROA003,Community-Led Cooling and Care Network,5,6.82849,0.57894
62,ROA004,Flood Defense for High-Value Assets,6,2.96125,2.79519
62,ROA001,Household Preparedness Campaign,7,-0.66647,4.53442
62,ROA007,Risk Mapping Dashboard Without Funding,8,-1.93354,5.22555
63,ROA006,Drainage Repair and Social Protection Package,1,7.80443,0.39842
63,ROA002,Public Housing Climate Retrofit,2,7.77633,0.39656
63,ROA005,Managed Retreat with Long-Term Support,3,7.33045,0.41444
63,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.91468,0.66557
63,ROA003,Community-Led Cooling and Care Network,5,6.49719,0.83657
63,ROA004,Flood Defense for High-Value Assets,6,1.42533,3.73347
63,ROA001,Household Preparedness Campaign,7,-1.2391,4.83173
63,ROA007,Risk Mapping Dashboard Without Funding,8,-1.81898,5.02431
64,ROA006,Drainage Repair and Social Protection Package,1,7.29075,0.54779
64,ROA002,Public Housing Climate Retrofit,2,7.156,0.45641
64,ROA003,Community-Led Cooling and Care Network,3,7.14347,0.44746
64,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.97053,0.67369
64,ROA005,Managed Retreat with Long-Term Support,5,6.84099,0.82418
64,ROA004,Flood Defense for High-Value Assets,6,2.91142,2.95353
64,ROA007,Risk Mapping Dashboard Without Funding,7,-0.69789,4.6807
64,ROA001,Household Preparedness Campaign,8,-1.02551,4.64895
65,ROA005,Managed Retreat with Long-Term Support,1,8.09562,0.30218
65,ROA002,Public Housing Climate Retrofit,2,7.82975,0.37647
65,ROA006,Drainage Repair and Social Protection Package,3,7.69339,0.2536
65,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.4403,0.30806
65,ROA003,Community-Led Cooling and Care Network,5,6.70073,0.60717
65,ROA004,Flood Defense for High-Value Assets,6,2.12281,3.22435
65,ROA001,Household Preparedness Campaign,7,-0.87123,4.5854
65,ROA007,Risk Mapping Dashboard Without Funding,8,-1.60243,5.07013
66,ROA002,Public Housing Climate Retrofit,1,7.91243,0.43598
66,ROA006,Drainage Repair and Social Protection Package,2,7.71033,0.33293
66,ROA005,Managed Retreat with Long-Term Support,3,7.54,0.5511
66,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.96519,0.57571
66,ROA003,Community-Led Cooling and Care Network,5,6.55761,0.78798
66,ROA004,Flood Defense for High-Value Assets,6,3.34002,2.44611
66,ROA001,Household Preparedness Campaign,7,-0.12396,4.12665
66,ROA007,Risk Mapping Dashboard Without Funding,8,-2.2372,5.45603
67,ROA005,Managed Retreat with Long-Term Support,1,8.05146,0.45362
67,ROA002,Public Housing Climate Retrofit,2,7.25928,0.54346
67,ROA006,Drainage Repair and Social Protection Package,3,7.1994,0.36105
67,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.7957,0.61436
67,ROA003,Community-Led Cooling and Care Network,5,6.75941,0.67919
67,ROA004,Flood Defense for High-Value Assets,6,2.3122,3.10729
67,ROA001,Household Preparedness Campaign,7,-0.8012,4.43148
67,ROA007,Risk Mapping Dashboard Without Funding,8,-2.26158,5.33382
68,ROA006,Drainage Repair and Social Protection Package,1,7.99234,0.36923
68,ROA005,Managed Retreat with Long-Term Support,2,7.6127,0.46308
68,ROA002,Public Housing Climate Retrofit,3,7.57291,0.31384
68,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.37192,0.38632
68,ROA003,Community-Led Cooling and Care Network,5,7.0931,0.5514
68,ROA004,Flood Defense for High-Value Assets,6,2.17166,3.31762
68,ROA001,Household Preparedness Campaign,7,-0.96962,4.73235
68,ROA007,Risk Mapping Dashboard Without Funding,8,-1.18504,4.75262
69,ROA005,Managed Retreat with Long-Term Support,1,7.96708,0.29424
69,ROA006,Drainage Repair and Social Protection Package,2,7.22094,0.51491
69,ROA002,Public Housing Climate Retrofit,3,7.11722,0.38659
69,ROA003,Community-Led Cooling and Care Network,4,6.85967,0.53092
69,ROA008,Mutual Aid Network with Public Capacity Agreement,5,6.42526,0.86619
69,ROA004,Flood Defense for High-Value Assets,6,3.5247,2.60615
69,ROA001,Household Preparedness Campaign,7,-1.29978,4.89988
69,ROA007,Risk Mapping Dashboard Without Funding,8,-1.63436,5.26662
70,ROA002,Public Housing Climate Retrofit,1,7.74905,0.41534
70,ROA006,Drainage Repair and Social Protection Package,2,7.44355,0.32189
70,ROA005,Managed Retreat with Long-Term Support,3,7.35653,0.42859
70,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.03077,0.39275
70,ROA003,Community-Led Cooling and Care Network,5,6.44623,0.77734
70,ROA004,Flood Defense for High-Value Assets,6,2.90653,2.82899
70,ROA001,Household Preparedness Campaign,7,-0.46425,4.2695
70,ROA007,Risk Mapping Dashboard Without Funding,8,-1.34859,5.06122
71,ROA005,Managed Retreat with Long-Term Support,1,7.68006,0.38863
71,ROA002,Public Housing Climate Retrofit,2,7.63839,0.35478
71,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.54979,0.22623
71,ROA006,Drainage Repair and Social Protection Package,4,7.46555,0.48792
71,ROA003,Community-Led Cooling and Care Network,5,6.79566,0.67915
71,ROA004,Flood Defense for High-Value Assets,6,3.33261,2.86474
71,ROA001,Household Preparedness Campaign,7,-1.47133,5.02515
71,ROA007,Risk Mapping Dashboard Without Funding,8,-2.56913,5.7046
72,ROA006,Drainage Repair and Social Protection Package,1,7.85941,0.27157
72,ROA005,Managed Retreat with Long-Term Support,2,7.45807,0.50719
72,ROA002,Public Housing Climate Retrofit,3,7.30661,0.57116
72,ROA008,Mutual Aid Network with Public Capacity Agreement,4,7.12112,0.46776
72,ROA003,Community-Led Cooling and Care Network,5,6.55578,0.76556
72,ROA004,Flood Defense for High-Value Assets,6,2.99621,2.88825
72,ROA001,Household Preparedness Campaign,7,-0.65626,4.44703
72,ROA007,Risk Mapping Dashboard Without Funding,8,-1.20595,4.81886
73,ROA008,Mutual Aid Network with Public Capacity Agreement,1,7.85618,0.31613
73,ROA005,Managed Retreat with Long-Term Support,2,7.78109,0.50009
73,ROA002,Public Housing Climate Retrofit,3,7.35438,0.45468
73,ROA006,Drainage Repair and Social Protection Package,4,7.22624,0.46009
73,ROA003,Community-Led Cooling and Care Network,5,6.08379,0.99524
73,ROA004,Flood Defense for High-Value Assets,6,2.36207,3.27763
73,ROA007,Risk Mapping Dashboard Without Funding,7,-1.17007,4.9666
73,ROA001,Household Preparedness Campaign,8,-1.47837,4.94624
74,ROA005,Managed Retreat with Long-Term Support,1,7.90435,0.24825
74,ROA006,Drainage Repair and Social Protection Package,2,7.7256,0.44132
74,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.65681,0.46969
74,ROA002,Public Housing Climate Retrofit,4,7.41742,0.45475
74,ROA003,Community-Led Cooling and Care Network,5,6.63388,0.62753
74,ROA004,Flood Defense for High-Value Assets,6,2.45772,3.24141
74,ROA001,Household Preparedness Campaign,7,-0.70237,4.5924
74,ROA007,Risk Mapping Dashboard Without Funding,8,-1.26844,4.78176
75,ROA006,Drainage Repair and Social Protection Package,1,7.74721,0.54608
75,ROA005,Managed Retreat with Long-Term Support,2,7.74634,0.47233
75,ROA002,Public Housing Climate Retrofit,3,7.10833,0.59343
75,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.9834,0.4609
75,ROA003,Community-Led Cooling and Care Network,5,6.94648,0.49302
75,ROA004,Flood Defense for High-Value Assets,6,1.92178,3.38815
75,ROA001,Household Preparedness Campaign,7,-1.09271,4.59397
75,ROA007,Risk Mapping Dashboard Without Funding,8,-1.56077,4.99817
76,ROA006,Drainage Repair and Social Protection Package,1,7.8554,0.26706
76,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.72804,0.41667
76,ROA005,Managed Retreat with Long-Term Support,3,7.48853,0.5311
76,ROA003,Community-Led Cooling and Care Network,4,7.37916,0.30974
76,ROA002,Public Housing Climate Retrofit,5,7.36324,0.43579
76,ROA004,Flood Defense for High-Value Assets,6,3.55297,2.61015
76,ROA001,Household Preparedness Campaign,7,0.06194,3.84293
76,ROA007,Risk Mapping Dashboard Without Funding,8,-1.85912,4.98529
77,ROA006,Drainage Repair and Social Protection Package,1,7.63753,0.35522
77,ROA002,Public Housing Climate Retrofit,2,7.36593,0.38452
77,ROA005,Managed Retreat with Long-Term Support,3,7.18087,0.4903
77,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.77693,0.58209
77,ROA003,Community-Led Cooling and Care Network,5,5.88924,0.96316
77,ROA004,Flood Defense for High-Value Assets,6,2.41147,3.16479
77,ROA001,Household Preparedness Campaign,7,-0.63956,4.33332
77,ROA007,Risk Mapping Dashboard Without Funding,8,-1.24735,4.72629
78,ROA005,Managed Retreat with Long-Term Support,1,7.61346,0.38738
78,ROA002,Public Housing Climate Retrofit,2,7.54382,0.37206
78,ROA006,Drainage Repair and Social Protection Package,3,7.37582,0.45185
78,ROA003,Community-Led Cooling and Care Network,4,7.06936,0.65898
78,ROA008,Mutual Aid Network with Public Capacity Agreement,5,7.06864,0.4453
78,ROA004,Flood Defense for High-Value Assets,6,2.34224,3.17765
78,ROA001,Household Preparedness Campaign,7,-0.62603,4.65155
78,ROA007,Risk Mapping Dashboard Without Funding,8,-1.11429,4.68738
79,ROA005,Managed Retreat with Long-Term Support,1,7.62272,0.52293
79,ROA008,Mutual Aid Network with Public Capacity Agreement,2,7.282,0.38163
79,ROA006,Drainage Repair and Social Protection Package,3,7.01142,0.60826
79,ROA003,Community-Led Cooling and Care Network,4,6.93914,0.49101
79,ROA002,Public Housing Climate Retrofit,5,6.69456,0.64124
79,ROA004,Flood Defense for High-Value Assets,6,2.45057,3.24048
79,ROA001,Household Preparedness Campaign,7,-0.28703,4.41176
79,ROA007,Risk Mapping Dashboard Without Funding,8,-1.24731,4.91304
80,ROA008,Mutual Aid Network with Public Capacity Agreement,1,7.67459,0.37126
80,ROA002,Public Housing Climate Retrofit,2,7.4859,0.39348
80,ROA005,Managed Retreat with Long-Term Support,3,7.45647,0.47858
80,ROA006,Drainage Repair and Social Protection Package,4,7.17662,0.48576
80,ROA003,Community-Led Cooling and Care Network,5,6.51048,0.73018
80,ROA004,Flood Defense for High-Value Assets,6,1.99428,3.32677
80,ROA001,Household Preparedness Campaign,7,-0.82268,4.49855
80,ROA007,Risk Mapping Dashboard Without Funding,8,-2.44397,5.41701
81,ROA005,Managed Retreat with Long-Term Support,1,7.53081,0.50706
81,ROA006,Drainage Repair and Social Protection Package,2,7.33444,0.61329
81,ROA008,Mutual Aid Network with Public Capacity Agreement,3,7.29789,0.5114
81,ROA002,Public Housing Climate Retrofit,4,6.76551,0.74898
81,ROA003,Community-Led Cooling and Care Network,5,6.34001,0.9339
81,ROA004,Flood Defense for High-Value Assets,6,1.6479,3.47672
81,ROA001,Household Preparedness Campaign,7,-0.60294,4.37722
81,ROA007,Risk Mapping Dashboard Without Funding,8,-0.74587,4.52835
82,ROA006,Drainage Repair and Social Protection Package,1,7.79663,0.29064
82,ROA002,Public Housing Climate Retrofit,2,7.63966,0.36949
82,ROA005,Managed Retreat with Long-Term Support,3,7.51342,0.35458
82,ROA008,Mutual Aid Network with Public Capacity Agreement,4,6.81297,0.79509
82,ROA003,Community-Led Cooling and Care Network,5,6.33944,0.75904
