simulation_id,pathway_id,pathway,rank,viability_value,winner
50,SR002,Circular Regional Production System,2,7.71329,Climate-Resilient Food and Water Strategy
50,SR006,Public Health Housing and Heat Resilience Compact,3,7.69141,Climate-Resilient Food and Water Strategy
50,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.55473,Climate-Resilient Food and Water Strategy
50,SR003,Inclusive Urban Resilience Transition,5,7.46173,Climate-Resilient Food and Water Strategy
50,SR001,Distributed Renewable Infrastructure,6,7.44613,Climate-Resilient Food and Water Strategy
51,SR003,Inclusive Urban Resilience Transition,1,7.88448,Inclusive Urban Resilience Transition
51,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.86579,Inclusive Urban Resilience Transition
51,SR006,Public Health Housing and Heat Resilience Compact,3,7.75283,Inclusive Urban Resilience Transition
51,SR002,Circular Regional Production System,4,7.71051,Inclusive Urban Resilience Transition
51,SR001,Distributed Renewable Infrastructure,5,7.64715,Inclusive Urban Resilience Transition
51,SR004,Climate-Resilient Food and Water Strategy,6,7.57648,Inclusive Urban Resilience Transition
52,SR003,Inclusive Urban Resilience Transition,1,7.86253,Inclusive Urban Resilience Transition
52,SR006,Public Health Housing and Heat Resilience Compact,2,7.83717,Inclusive Urban Resilience Transition
52,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.72999,Inclusive Urban Resilience Transition
52,SR002,Circular Regional Production System,4,7.53323,Inclusive Urban Resilience Transition
52,SR004,Climate-Resilient Food and Water Strategy,5,7.46493,Inclusive Urban Resilience Transition
52,SR001,Distributed Renewable Infrastructure,6,7.11915,Inclusive Urban Resilience Transition
53,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.92899,Ecosystem Restoration and Livelihood Diversification
53,SR003,Inclusive Urban Resilience Transition,2,7.67413,Ecosystem Restoration and Livelihood Diversification
53,SR004,Climate-Resilient Food and Water Strategy,3,7.65881,Ecosystem Restoration and Livelihood Diversification
53,SR006,Public Health Housing and Heat Resilience Compact,4,7.53486,Ecosystem Restoration and Livelihood Diversification
53,SR002,Circular Regional Production System,5,7.50884,Ecosystem Restoration and Livelihood Diversification
53,SR001,Distributed Renewable Infrastructure,6,7.32014,Ecosystem Restoration and Livelihood Diversification
54,SR004,Climate-Resilient Food and Water Strategy,1,7.83891,Climate-Resilient Food and Water Strategy
54,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.7603,Climate-Resilient Food and Water Strategy
54,SR002,Circular Regional Production System,3,7.57236,Climate-Resilient Food and Water Strategy
54,SR001,Distributed Renewable Infrastructure,4,7.4068,Climate-Resilient Food and Water Strategy
54,SR006,Public Health Housing and Heat Resilience Compact,5,7.38375,Climate-Resilient Food and Water Strategy
54,SR003,Inclusive Urban Resilience Transition,6,7.02626,Climate-Resilient Food and Water Strategy
55,SR006,Public Health Housing and Heat Resilience Compact,1,7.91805,Public Health Housing and Heat Resilience Compact
55,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.80368,Public Health Housing and Heat Resilience Compact
55,SR004,Climate-Resilient Food and Water Strategy,3,7.68577,Public Health Housing and Heat Resilience Compact
55,SR002,Circular Regional Production System,4,7.62187,Public Health Housing and Heat Resilience Compact
55,SR001,Distributed Renewable Infrastructure,5,7.26851,Public Health Housing and Heat Resilience Compact
55,SR003,Inclusive Urban Resilience Transition,6,7.19567,Public Health Housing and Heat Resilience Compact
56,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.72761,Ecosystem Restoration and Livelihood Diversification
56,SR004,Climate-Resilient Food and Water Strategy,2,7.68411,Ecosystem Restoration and Livelihood Diversification
56,SR006,Public Health Housing and Heat Resilience Compact,3,7.54675,Ecosystem Restoration and Livelihood Diversification
56,SR002,Circular Regional Production System,4,7.54445,Ecosystem Restoration and Livelihood Diversification
56,SR001,Distributed Renewable Infrastructure,5,7.53155,Ecosystem Restoration and Livelihood Diversification
56,SR003,Inclusive Urban Resilience Transition,6,7.42033,Ecosystem Restoration and Livelihood Diversification
57,SR002,Circular Regional Production System,1,7.81645,Circular Regional Production System
57,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.62043,Circular Regional Production System
57,SR001,Distributed Renewable Infrastructure,3,7.60557,Circular Regional Production System
57,SR004,Climate-Resilient Food and Water Strategy,4,7.58318,Circular Regional Production System
57,SR006,Public Health Housing and Heat Resilience Compact,5,7.48869,Circular Regional Production System
57,SR003,Inclusive Urban Resilience Transition,6,7.29209,Circular Regional Production System
58,SR006,Public Health Housing and Heat Resilience Compact,1,7.78754,Public Health Housing and Heat Resilience Compact
58,SR004,Climate-Resilient Food and Water Strategy,2,7.74431,Public Health Housing and Heat Resilience Compact
58,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.63977,Public Health Housing and Heat Resilience Compact
58,SR002,Circular Regional Production System,4,7.52874,Public Health Housing and Heat Resilience Compact
58,SR003,Inclusive Urban Resilience Transition,5,7.48407,Public Health Housing and Heat Resilience Compact
58,SR001,Distributed Renewable Infrastructure,6,7.2337,Public Health Housing and Heat Resilience Compact
59,SR002,Circular Regional Production System,1,7.90041,Circular Regional Production System
59,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.82163,Circular Regional Production System
59,SR003,Inclusive Urban Resilience Transition,3,7.76374,Circular Regional Production System
59,SR006,Public Health Housing and Heat Resilience Compact,4,7.64099,Circular Regional Production System
59,SR004,Climate-Resilient Food and Water Strategy,5,7.6197,Circular Regional Production System
59,SR001,Distributed Renewable Infrastructure,6,7.38484,Circular Regional Production System
60,SR003,Inclusive Urban Resilience Transition,1,8.13236,Inclusive Urban Resilience Transition
60,SR006,Public Health Housing and Heat Resilience Compact,2,8.00958,Inclusive Urban Resilience Transition
60,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.83936,Inclusive Urban Resilience Transition
60,SR004,Climate-Resilient Food and Water Strategy,4,7.80618,Inclusive Urban Resilience Transition
60,SR001,Distributed Renewable Infrastructure,5,7.69577,Inclusive Urban Resilience Transition
60,SR002,Circular Regional Production System,6,7.10402,Inclusive Urban Resilience Transition
61,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.04504,Ecosystem Restoration and Livelihood Diversification
61,SR003,Inclusive Urban Resilience Transition,2,7.80568,Ecosystem Restoration and Livelihood Diversification
61,SR002,Circular Regional Production System,3,7.56593,Ecosystem Restoration and Livelihood Diversification
61,SR001,Distributed Renewable Infrastructure,4,7.22758,Ecosystem Restoration and Livelihood Diversification
61,SR004,Climate-Resilient Food and Water Strategy,5,7.21126,Ecosystem Restoration and Livelihood Diversification
61,SR006,Public Health Housing and Heat Resilience Compact,6,7.0168,Ecosystem Restoration and Livelihood Diversification
62,SR001,Distributed Renewable Infrastructure,1,8.21498,Distributed Renewable Infrastructure
62,SR004,Climate-Resilient Food and Water Strategy,2,7.77993,Distributed Renewable Infrastructure
62,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.69593,Distributed Renewable Infrastructure
62,SR002,Circular Regional Production System,4,7.51139,Distributed Renewable Infrastructure
62,SR006,Public Health Housing and Heat Resilience Compact,5,7.39902,Distributed Renewable Infrastructure
62,SR003,Inclusive Urban Resilience Transition,6,7.26782,Distributed Renewable Infrastructure
63,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.80231,Ecosystem Restoration and Livelihood Diversification
63,SR006,Public Health Housing and Heat Resilience Compact,2,7.70068,Ecosystem Restoration and Livelihood Diversification
63,SR004,Climate-Resilient Food and Water Strategy,3,7.66927,Ecosystem Restoration and Livelihood Diversification
63,SR001,Distributed Renewable Infrastructure,4,7.51441,Ecosystem Restoration and Livelihood Diversification
63,SR003,Inclusive Urban Resilience Transition,5,7.45407,Ecosystem Restoration and Livelihood Diversification
63,SR002,Circular Regional Production System,6,7.44456,Ecosystem Restoration and Livelihood Diversification
64,SR003,Inclusive Urban Resilience Transition,1,7.70508,Inclusive Urban Resilience Transition
64,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.58021,Inclusive Urban Resilience Transition
64,SR004,Climate-Resilient Food and Water Strategy,3,7.37756,Inclusive Urban Resilience Transition
64,SR002,Circular Regional Production System,4,7.27859,Inclusive Urban Resilience Transition
64,SR006,Public Health Housing and Heat Resilience Compact,5,7.21135,Inclusive Urban Resilience Transition
64,SR001,Distributed Renewable Infrastructure,6,7.00577,Inclusive Urban Resilience Transition
65,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.66838,Ecosystem Restoration and Livelihood Diversification
65,SR004,Climate-Resilient Food and Water Strategy,2,7.65183,Ecosystem Restoration and Livelihood Diversification
65,SR006,Public Health Housing and Heat Resilience Compact,3,7.48582,Ecosystem Restoration and Livelihood Diversification
65,SR001,Distributed Renewable Infrastructure,4,7.4647,Ecosystem Restoration and Livelihood Diversification
65,SR003,Inclusive Urban Resilience Transition,5,7.41113,Ecosystem Restoration and Livelihood Diversification
65,SR002,Circular Regional Production System,6,7.2702,Ecosystem Restoration and Livelihood Diversification
66,SR006,Public Health Housing and Heat Resilience Compact,1,7.79155,Public Health Housing and Heat Resilience Compact
66,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.70047,Public Health Housing and Heat Resilience Compact
66,SR004,Climate-Resilient Food and Water Strategy,3,7.65746,Public Health Housing and Heat Resilience Compact
66,SR003,Inclusive Urban Resilience Transition,4,7.65327,Public Health Housing and Heat Resilience Compact
66,SR002,Circular Regional Production System,5,7.58243,Public Health Housing and Heat Resilience Compact
66,SR001,Distributed Renewable Infrastructure,6,7.36668,Public Health Housing and Heat Resilience Compact
67,SR004,Climate-Resilient Food and Water Strategy,1,7.89872,Climate-Resilient Food and Water Strategy
67,SR006,Public Health Housing and Heat Resilience Compact,2,7.69541,Climate-Resilient Food and Water Strategy
67,SR003,Inclusive Urban Resilience Transition,3,7.63642,Climate-Resilient Food and Water Strategy
67,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.39673,Climate-Resilient Food and Water Strategy
67,SR001,Distributed Renewable Infrastructure,5,7.39016,Climate-Resilient Food and Water Strategy
67,SR002,Circular Regional Production System,6,7.35974,Climate-Resilient Food and Water Strategy
68,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.0048,Ecosystem Restoration and Livelihood Diversification
68,SR002,Circular Regional Production System,2,7.73272,Ecosystem Restoration and Livelihood Diversification
68,SR003,Inclusive Urban Resilience Transition,3,7.69789,Ecosystem Restoration and Livelihood Diversification
68,SR006,Public Health Housing and Heat Resilience Compact,4,7.62901,Ecosystem Restoration and Livelihood Diversification
68,SR004,Climate-Resilient Food and Water Strategy,5,7.45083,Ecosystem Restoration and Livelihood Diversification
68,SR001,Distributed Renewable Infrastructure,6,7.19918,Ecosystem Restoration and Livelihood Diversification
69,SR003,Inclusive Urban Resilience Transition,1,7.83002,Inclusive Urban Resilience Transition
69,SR001,Distributed Renewable Infrastructure,2,7.75901,Inclusive Urban Resilience Transition
69,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.70676,Inclusive Urban Resilience Transition
69,SR006,Public Health Housing and Heat Resilience Compact,4,7.70292,Inclusive Urban Resilience Transition
69,SR002,Circular Regional Production System,5,7.63223,Inclusive Urban Resilience Transition
69,SR004,Climate-Resilient Food and Water Strategy,6,7.56871,Inclusive Urban Resilience Transition
70,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.89665,Ecosystem Restoration and Livelihood Diversification
70,SR002,Circular Regional Production System,2,7.60939,Ecosystem Restoration and Livelihood Diversification
70,SR006,Public Health Housing and Heat Resilience Compact,3,7.55567,Ecosystem Restoration and Livelihood Diversification
70,SR004,Climate-Resilient Food and Water Strategy,4,7.44543,Ecosystem Restoration and Livelihood Diversification
70,SR003,Inclusive Urban Resilience Transition,5,7.35249,Ecosystem Restoration and Livelihood Diversification
