simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
40,SC001,Supplier Diversification and Qualification Program,3,7.1358,Multi-Route Logistics and Chokepoint Redesign
40,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,7.10838,Multi-Route Logistics and Chokepoint Redesign
40,SC006,Fair Supplier Finance and Labor Continuity Program,5,7.07173,Multi-Route Logistics and Chokepoint Redesign
40,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.90276,Multi-Route Logistics and Chokepoint Redesign
41,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.27493,Climate-Adjusted Infrastructure and Port Resilience Plan
41,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.23855,Climate-Adjusted Infrastructure and Port Resilience Plan
41,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.01293,Climate-Adjusted Infrastructure and Port Resilience Plan
41,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.9329,Climate-Adjusted Infrastructure and Port Resilience Plan
41,SC001,Supplier Diversification and Qualification Program,5,6.87448,Climate-Adjusted Infrastructure and Port Resilience Plan
41,SC002,Regional Buffer Inventory for Critical Goods,6,6.8111,Climate-Adjusted Infrastructure and Port Resilience Plan
42,SC001,Supplier Diversification and Qualification Program,1,7.44689,Supplier Diversification and Qualification Program
42,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.36348,Supplier Diversification and Qualification Program
42,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.17835,Supplier Diversification and Qualification Program
42,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.08107,Supplier Diversification and Qualification Program
42,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.75429,Supplier Diversification and Qualification Program
42,SC002,Regional Buffer Inventory for Critical Goods,6,6.74237,Supplier Diversification and Qualification Program
43,SC001,Supplier Diversification and Qualification Program,1,7.12747,Supplier Diversification and Qualification Program
43,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.10695,Supplier Diversification and Qualification Program
43,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.05549,Supplier Diversification and Qualification Program
43,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.04082,Supplier Diversification and Qualification Program
43,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.90958,Supplier Diversification and Qualification Program
43,SC002,Regional Buffer Inventory for Critical Goods,6,6.46756,Supplier Diversification and Qualification Program
44,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.63642,Multi-Route Logistics and Chokepoint Redesign
44,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.37941,Multi-Route Logistics and Chokepoint Redesign
44,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.20562,Multi-Route Logistics and Chokepoint Redesign
44,SC002,Regional Buffer Inventory for Critical Goods,4,6.98045,Multi-Route Logistics and Chokepoint Redesign
44,SC001,Supplier Diversification and Qualification Program,5,6.82305,Multi-Route Logistics and Chokepoint Redesign
44,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.77017,Multi-Route Logistics and Chokepoint Redesign
45,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.36189,Climate-Adjusted Infrastructure and Port Resilience Plan
45,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.2866,Climate-Adjusted Infrastructure and Port Resilience Plan
45,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.19421,Climate-Adjusted Infrastructure and Port Resilience Plan
45,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.10312,Climate-Adjusted Infrastructure and Port Resilience Plan
45,SC001,Supplier Diversification and Qualification Program,5,6.79186,Climate-Adjusted Infrastructure and Port Resilience Plan
45,SC002,Regional Buffer Inventory for Critical Goods,6,6.74693,Climate-Adjusted Infrastructure and Port Resilience Plan
46,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.4353,Multi-Route Logistics and Chokepoint Redesign
46,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.0889,Multi-Route Logistics and Chokepoint Redesign
46,SC001,Supplier Diversification and Qualification Program,3,7.07162,Multi-Route Logistics and Chokepoint Redesign
46,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.96314,Multi-Route Logistics and Chokepoint Redesign
46,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.89307,Multi-Route Logistics and Chokepoint Redesign
46,SC002,Regional Buffer Inventory for Critical Goods,6,6.45198,Multi-Route Logistics and Chokepoint Redesign
47,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.34906,Climate-Adjusted Infrastructure and Port Resilience Plan
47,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.34768,Climate-Adjusted Infrastructure and Port Resilience Plan
47,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.25429,Climate-Adjusted Infrastructure and Port Resilience Plan
47,SC001,Supplier Diversification and Qualification Program,4,7.21942,Climate-Adjusted Infrastructure and Port Resilience Plan
47,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.91805,Climate-Adjusted Infrastructure and Port Resilience Plan
47,SC002,Regional Buffer Inventory for Critical Goods,6,6.60536,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.28383,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.20211,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.09122,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC001,Supplier Diversification and Qualification Program,4,7.05196,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC002,Regional Buffer Inventory for Critical Goods,5,6.84959,Climate-Adjusted Infrastructure and Port Resilience Plan
48,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.54251,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.5019,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.12177,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC001,Supplier Diversification and Qualification Program,3,6.92517,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.87737,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.8747,Climate-Adjusted Infrastructure and Port Resilience Plan
49,SC002,Regional Buffer Inventory for Critical Goods,6,6.57432,Climate-Adjusted Infrastructure and Port Resilience Plan
50,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.27159,Fair Supplier Finance and Labor Continuity Program
50,SC001,Supplier Diversification and Qualification Program,2,7.13804,Fair Supplier Finance and Labor Continuity Program
50,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.12588,Fair Supplier Finance and Labor Continuity Program
50,SC002,Regional Buffer Inventory for Critical Goods,4,7.04714,Fair Supplier Finance and Labor Continuity Program
50,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.9597,Fair Supplier Finance and Labor Continuity Program
50,SC004,Multi-Route Logistics and Chokepoint Redesign,6,6.93573,Fair Supplier Finance and Labor Continuity Program
51,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.2711,Climate-Adjusted Infrastructure and Port Resilience Plan
51,SC002,Regional Buffer Inventory for Critical Goods,2,7.14449,Climate-Adjusted Infrastructure and Port Resilience Plan
51,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.07891,Climate-Adjusted Infrastructure and Port Resilience Plan
51,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.93762,Climate-Adjusted Infrastructure and Port Resilience Plan
51,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.91891,Climate-Adjusted Infrastructure and Port Resilience Plan
51,SC001,Supplier Diversification and Qualification Program,6,6.715,Climate-Adjusted Infrastructure and Port Resilience Plan
52,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.61824,Multi-Route Logistics and Chokepoint Redesign
52,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.47046,Multi-Route Logistics and Chokepoint Redesign
52,SC001,Supplier Diversification and Qualification Program,3,7.07635,Multi-Route Logistics and Chokepoint Redesign
52,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.05595,Multi-Route Logistics and Chokepoint Redesign
52,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,7.03722,Multi-Route Logistics and Chokepoint Redesign
52,SC002,Regional Buffer Inventory for Critical Goods,6,6.54051,Multi-Route Logistics and Chokepoint Redesign
53,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.29444,Digital End-to-End Visibility and Cyber Resilience Platform
53,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.23623,Digital End-to-End Visibility and Cyber Resilience Platform
53,SC001,Supplier Diversification and Qualification Program,3,7.10168,Digital End-to-End Visibility and Cyber Resilience Platform
53,SC002,Regional Buffer Inventory for Critical Goods,4,6.62319,Digital End-to-End Visibility and Cyber Resilience Platform
53,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.59935,Digital End-to-End Visibility and Cyber Resilience Platform
53,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.44737,Digital End-to-End Visibility and Cyber Resilience Platform
54,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.37219,Multi-Route Logistics and Chokepoint Redesign
54,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.29215,Multi-Route Logistics and Chokepoint Redesign
54,SC001,Supplier Diversification and Qualification Program,3,7.07943,Multi-Route Logistics and Chokepoint Redesign
54,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.07924,Multi-Route Logistics and Chokepoint Redesign
54,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,6.70922,Multi-Route Logistics and Chokepoint Redesign
54,SC002,Regional Buffer Inventory for Critical Goods,6,6.50902,Multi-Route Logistics and Chokepoint Redesign
55,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.35798,Climate-Adjusted Infrastructure and Port Resilience Plan
55,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.22775,Climate-Adjusted Infrastructure and Port Resilience Plan
55,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.93867,Climate-Adjusted Infrastructure and Port Resilience Plan
55,SC001,Supplier Diversification and Qualification Program,4,6.88829,Climate-Adjusted Infrastructure and Port Resilience Plan
55,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.84457,Climate-Adjusted Infrastructure and Port Resilience Plan
55,SC002,Regional Buffer Inventory for Critical Goods,6,6.76929,Climate-Adjusted Infrastructure and Port Resilience Plan
56,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.5291,Multi-Route Logistics and Chokepoint Redesign
56,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.24086,Multi-Route Logistics and Chokepoint Redesign
56,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.21959,Multi-Route Logistics and Chokepoint Redesign
56,SC001,Supplier Diversification and Qualification Program,4,7.0575,Multi-Route Logistics and Chokepoint Redesign
56,SC002,Regional Buffer Inventory for Critical Goods,5,6.6775,Multi-Route Logistics and Chokepoint Redesign
56,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.64456,Multi-Route Logistics and Chokepoint Redesign
57,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.10917,Multi-Route Logistics and Chokepoint Redesign
57,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.08672,Multi-Route Logistics and Chokepoint Redesign
57,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.04211,Multi-Route Logistics and Chokepoint Redesign
57,SC001,Supplier Diversification and Qualification Program,4,6.93766,Multi-Route Logistics and Chokepoint Redesign
57,SC002,Regional Buffer Inventory for Critical Goods,5,6.89439,Multi-Route Logistics and Chokepoint Redesign
57,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.79895,Multi-Route Logistics and Chokepoint Redesign
58,SC001,Supplier Diversification and Qualification Program,1,7.13401,Supplier Diversification and Qualification Program
58,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.06794,Supplier Diversification and Qualification Program
58,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.00527,Supplier Diversification and Qualification Program
58,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.99203,Supplier Diversification and Qualification Program
58,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.92611,Supplier Diversification and Qualification Program
58,SC002,Regional Buffer Inventory for Critical Goods,6,6.71092,Supplier Diversification and Qualification Program
59,SC001,Supplier Diversification and Qualification Program,1,7.40579,Supplier Diversification and Qualification Program
59,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.31224,Supplier Diversification and Qualification Program
59,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.11388,Supplier Diversification and Qualification Program
59,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.01557,Supplier Diversification and Qualification Program
59,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,5,6.92183,Supplier Diversification and Qualification Program
59,SC002,Regional Buffer Inventory for Critical Goods,6,6.88617,Supplier Diversification and Qualification Program
60,SC001,Supplier Diversification and Qualification Program,1,7.33026,Supplier Diversification and Qualification Program
60,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.26861,Supplier Diversification and Qualification Program
