simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
41,AIR005,Participatory AI and Local Knowledge Integration,3,8.16395,AI Decision Support with Human Oversight
41,AIR002,AI Scenario Modeling and Stress Testing,4,8.05966,AI Decision Support with Human Oversight
41,AIR003,AI-Assisted Infrastructure Maintenance,5,8.01098,AI Decision Support with Human Oversight
41,AIR001,AI Early Warning and Anomaly Detection,6,7.70465,AI Decision Support with Human Oversight
41,AIR007,AI Security and Misuse Resistance,7,7.65881,AI Decision Support with Human Oversight
42,AIR007,AI Security and Misuse Resistance,1,8.12939,AI Security and Misuse Resistance
42,AIR004,AI Decision Support with Human Oversight,2,8.12201,AI Security and Misuse Resistance
42,AIR006,AI Governance Audit and Drift Monitoring,3,8.10237,AI Security and Misuse Resistance
42,AIR005,Participatory AI and Local Knowledge Integration,4,8.10227,AI Security and Misuse Resistance
42,AIR001,AI Early Warning and Anomaly Detection,5,7.87467,AI Security and Misuse Resistance
42,AIR003,AI-Assisted Infrastructure Maintenance,6,7.78072,AI Security and Misuse Resistance
42,AIR002,AI Scenario Modeling and Stress Testing,7,7.60588,AI Security and Misuse Resistance
43,AIR006,AI Governance Audit and Drift Monitoring,1,8.36469,AI Governance Audit and Drift Monitoring
43,AIR004,AI Decision Support with Human Oversight,2,8.09907,AI Governance Audit and Drift Monitoring
43,AIR005,Participatory AI and Local Knowledge Integration,3,7.94213,AI Governance Audit and Drift Monitoring
43,AIR007,AI Security and Misuse Resistance,4,7.91953,AI Governance Audit and Drift Monitoring
43,AIR001,AI Early Warning and Anomaly Detection,5,7.87322,AI Governance Audit and Drift Monitoring
43,AIR002,AI Scenario Modeling and Stress Testing,6,7.82406,AI Governance Audit and Drift Monitoring
43,AIR003,AI-Assisted Infrastructure Maintenance,7,7.77385,AI Governance Audit and Drift Monitoring
44,AIR004,AI Decision Support with Human Oversight,1,8.39648,AI Decision Support with Human Oversight
44,AIR006,AI Governance Audit and Drift Monitoring,2,8.15921,AI Decision Support with Human Oversight
44,AIR002,AI Scenario Modeling and Stress Testing,3,8.06874,AI Decision Support with Human Oversight
44,AIR007,AI Security and Misuse Resistance,4,7.97972,AI Decision Support with Human Oversight
44,AIR005,Participatory AI and Local Knowledge Integration,5,7.95575,AI Decision Support with Human Oversight
44,AIR003,AI-Assisted Infrastructure Maintenance,6,7.89134,AI Decision Support with Human Oversight
44,AIR001,AI Early Warning and Anomaly Detection,7,7.79544,AI Decision Support with Human Oversight
45,AIR004,AI Decision Support with Human Oversight,1,8.15953,AI Decision Support with Human Oversight
45,AIR005,Participatory AI and Local Knowledge Integration,2,8.02982,AI Decision Support with Human Oversight
45,AIR006,AI Governance Audit and Drift Monitoring,3,7.97032,AI Decision Support with Human Oversight
45,AIR007,AI Security and Misuse Resistance,4,7.79707,AI Decision Support with Human Oversight
45,AIR001,AI Early Warning and Anomaly Detection,5,7.77001,AI Decision Support with Human Oversight
45,AIR003,AI-Assisted Infrastructure Maintenance,6,7.63182,AI Decision Support with Human Oversight
45,AIR002,AI Scenario Modeling and Stress Testing,7,7.62015,AI Decision Support with Human Oversight
46,AIR005,Participatory AI and Local Knowledge Integration,1,8.09734,Participatory AI and Local Knowledge Integration
46,AIR007,AI Security and Misuse Resistance,2,7.98028,Participatory AI and Local Knowledge Integration
46,AIR006,AI Governance Audit and Drift Monitoring,3,7.85965,Participatory AI and Local Knowledge Integration
46,AIR001,AI Early Warning and Anomaly Detection,4,7.81651,Participatory AI and Local Knowledge Integration
46,AIR004,AI Decision Support with Human Oversight,5,7.80586,Participatory AI and Local Knowledge Integration
46,AIR002,AI Scenario Modeling and Stress Testing,6,7.73028,Participatory AI and Local Knowledge Integration
46,AIR003,AI-Assisted Infrastructure Maintenance,7,7.64676,Participatory AI and Local Knowledge Integration
47,AIR006,AI Governance Audit and Drift Monitoring,1,8.36204,AI Governance Audit and Drift Monitoring
47,AIR004,AI Decision Support with Human Oversight,2,8.32134,AI Governance Audit and Drift Monitoring
47,AIR002,AI Scenario Modeling and Stress Testing,3,8.18737,AI Governance Audit and Drift Monitoring
47,AIR007,AI Security and Misuse Resistance,4,7.97968,AI Governance Audit and Drift Monitoring
47,AIR005,Participatory AI and Local Knowledge Integration,5,7.87175,AI Governance Audit and Drift Monitoring
47,AIR001,AI Early Warning and Anomaly Detection,6,7.72729,AI Governance Audit and Drift Monitoring
47,AIR003,AI-Assisted Infrastructure Maintenance,7,7.50573,AI Governance Audit and Drift Monitoring
48,AIR004,AI Decision Support with Human Oversight,1,8.2523,AI Decision Support with Human Oversight
48,AIR006,AI Governance Audit and Drift Monitoring,2,8.11352,AI Decision Support with Human Oversight
48,AIR005,Participatory AI and Local Knowledge Integration,3,8.06074,AI Decision Support with Human Oversight
48,AIR003,AI-Assisted Infrastructure Maintenance,4,8.02348,AI Decision Support with Human Oversight
48,AIR007,AI Security and Misuse Resistance,5,7.94095,AI Decision Support with Human Oversight
48,AIR002,AI Scenario Modeling and Stress Testing,6,7.78184,AI Decision Support with Human Oversight
48,AIR001,AI Early Warning and Anomaly Detection,7,7.71467,AI Decision Support with Human Oversight
49,AIR006,AI Governance Audit and Drift Monitoring,1,8.4413,AI Governance Audit and Drift Monitoring
49,AIR007,AI Security and Misuse Resistance,2,8.19034,AI Governance Audit and Drift Monitoring
49,AIR005,Participatory AI and Local Knowledge Integration,3,8.10339,AI Governance Audit and Drift Monitoring
49,AIR001,AI Early Warning and Anomaly Detection,4,8.05443,AI Governance Audit and Drift Monitoring
49,AIR004,AI Decision Support with Human Oversight,5,8.022,AI Governance Audit and Drift Monitoring
49,AIR002,AI Scenario Modeling and Stress Testing,6,7.90051,AI Governance Audit and Drift Monitoring
49,AIR003,AI-Assisted Infrastructure Maintenance,7,7.49085,AI Governance Audit and Drift Monitoring
50,AIR006,AI Governance Audit and Drift Monitoring,1,8.50039,AI Governance Audit and Drift Monitoring
50,AIR005,Participatory AI and Local Knowledge Integration,2,8.06867,AI Governance Audit and Drift Monitoring
50,AIR002,AI Scenario Modeling and Stress Testing,3,7.87433,AI Governance Audit and Drift Monitoring
50,AIR001,AI Early Warning and Anomaly Detection,4,7.83055,AI Governance Audit and Drift Monitoring
50,AIR004,AI Decision Support with Human Oversight,5,7.79266,AI Governance Audit and Drift Monitoring
50,AIR007,AI Security and Misuse Resistance,6,7.72082,AI Governance Audit and Drift Monitoring
50,AIR003,AI-Assisted Infrastructure Maintenance,7,7.50693,AI Governance Audit and Drift Monitoring
51,AIR006,AI Governance Audit and Drift Monitoring,1,8.38935,AI Governance Audit and Drift Monitoring
51,AIR004,AI Decision Support with Human Oversight,2,8.34584,AI Governance Audit and Drift Monitoring
51,AIR002,AI Scenario Modeling and Stress Testing,3,8.24733,AI Governance Audit and Drift Monitoring
51,AIR005,Participatory AI and Local Knowledge Integration,4,8.19592,AI Governance Audit and Drift Monitoring
51,AIR007,AI Security and Misuse Resistance,5,8.05296,AI Governance Audit and Drift Monitoring
51,AIR003,AI-Assisted Infrastructure Maintenance,6,7.99117,AI Governance Audit and Drift Monitoring
51,AIR001,AI Early Warning and Anomaly Detection,7,7.65669,AI Governance Audit and Drift Monitoring
52,AIR004,AI Decision Support with Human Oversight,1,8.52187,AI Decision Support with Human Oversight
52,AIR007,AI Security and Misuse Resistance,2,8.18744,AI Decision Support with Human Oversight
52,AIR005,Participatory AI and Local Knowledge Integration,3,8.12555,AI Decision Support with Human Oversight
52,AIR006,AI Governance Audit and Drift Monitoring,4,8.11699,AI Decision Support with Human Oversight
52,AIR003,AI-Assisted Infrastructure Maintenance,5,7.84683,AI Decision Support with Human Oversight
52,AIR001,AI Early Warning and Anomaly Detection,6,7.66284,AI Decision Support with Human Oversight
52,AIR002,AI Scenario Modeling and Stress Testing,7,7.64729,AI Decision Support with Human Oversight
53,AIR007,AI Security and Misuse Resistance,1,8.3085,AI Security and Misuse Resistance
53,AIR006,AI Governance Audit and Drift Monitoring,2,8.25907,AI Security and Misuse Resistance
53,AIR004,AI Decision Support with Human Oversight,3,8.1672,AI Security and Misuse Resistance
53,AIR005,Participatory AI and Local Knowledge Integration,4,7.9189,AI Security and Misuse Resistance
53,AIR002,AI Scenario Modeling and Stress Testing,5,7.91283,AI Security and Misuse Resistance
53,AIR003,AI-Assisted Infrastructure Maintenance,6,7.74538,AI Security and Misuse Resistance
53,AIR001,AI Early Warning and Anomaly Detection,7,7.62787,AI Security and Misuse Resistance
54,AIR004,AI Decision Support with Human Oversight,1,8.40411,AI Decision Support with Human Oversight
54,AIR006,AI Governance Audit and Drift Monitoring,2,8.26227,AI Decision Support with Human Oversight
54,AIR002,AI Scenario Modeling and Stress Testing,3,8.23225,AI Decision Support with Human Oversight
54,AIR007,AI Security and Misuse Resistance,4,8.10197,AI Decision Support with Human Oversight
54,AIR005,Participatory AI and Local Knowledge Integration,5,8.03848,AI Decision Support with Human Oversight
54,AIR001,AI Early Warning and Anomaly Detection,6,8.03203,AI Decision Support with Human Oversight
54,AIR003,AI-Assisted Infrastructure Maintenance,7,7.53443,AI Decision Support with Human Oversight
55,AIR006,AI Governance Audit and Drift Monitoring,1,8.2249,AI Governance Audit and Drift Monitoring
55,AIR001,AI Early Warning and Anomaly Detection,2,8.1735,AI Governance Audit and Drift Monitoring
55,AIR005,Participatory AI and Local Knowledge Integration,3,8.10937,AI Governance Audit and Drift Monitoring
55,AIR007,AI Security and Misuse Resistance,4,8.00209,AI Governance Audit and Drift Monitoring
55,AIR003,AI-Assisted Infrastructure Maintenance,5,7.98903,AI Governance Audit and Drift Monitoring
55,AIR004,AI Decision Support with Human Oversight,6,7.83859,AI Governance Audit and Drift Monitoring
55,AIR002,AI Scenario Modeling and Stress Testing,7,7.83486,AI Governance Audit and Drift Monitoring
56,AIR006,AI Governance Audit and Drift Monitoring,1,8.54038,AI Governance Audit and Drift Monitoring
56,AIR004,AI Decision Support with Human Oversight,2,8.27075,AI Governance Audit and Drift Monitoring
56,AIR005,Participatory AI and Local Knowledge Integration,3,8.04933,AI Governance Audit and Drift Monitoring
56,AIR002,AI Scenario Modeling and Stress Testing,4,7.92856,AI Governance Audit and Drift Monitoring
56,AIR007,AI Security and Misuse Resistance,5,7.8173,AI Governance Audit and Drift Monitoring
56,AIR001,AI Early Warning and Anomaly Detection,6,7.55474,AI Governance Audit and Drift Monitoring
56,AIR003,AI-Assisted Infrastructure Maintenance,7,7.38279,AI Governance Audit and Drift Monitoring
57,AIR006,AI Governance Audit and Drift Monitoring,1,8.55791,AI Governance Audit and Drift Monitoring
57,AIR005,Participatory AI and Local Knowledge Integration,2,8.34721,AI Governance Audit and Drift Monitoring
57,AIR001,AI Early Warning and Anomaly Detection,3,8.12618,AI Governance Audit and Drift Monitoring
57,AIR007,AI Security and Misuse Resistance,4,7.85437,AI Governance Audit and Drift Monitoring
57,AIR004,AI Decision Support with Human Oversight,5,7.72355,AI Governance Audit and Drift Monitoring
57,AIR003,AI-Assisted Infrastructure Maintenance,6,7.68525,AI Governance Audit and Drift Monitoring
57,AIR002,AI Scenario Modeling and Stress Testing,7,7.67591,AI Governance Audit and Drift Monitoring
58,AIR007,AI Security and Misuse Resistance,1,8.16822,AI Security and Misuse Resistance
58,AIR004,AI Decision Support with Human Oversight,2,8.12349,AI Security and Misuse Resistance
58,AIR002,AI Scenario Modeling and Stress Testing,3,8.08114,AI Security and Misuse Resistance
58,AIR003,AI-Assisted Infrastructure Maintenance,4,7.97528,AI Security and Misuse Resistance
58,AIR006,AI Governance Audit and Drift Monitoring,5,7.92257,AI Security and Misuse Resistance
58,AIR005,Participatory AI and Local Knowledge Integration,6,7.84191,AI Security and Misuse Resistance
58,AIR001,AI Early Warning and Anomaly Detection,7,7.70852,AI Security and Misuse Resistance
59,AIR006,AI Governance Audit and Drift Monitoring,1,8.22472,AI Governance Audit and Drift Monitoring
59,AIR007,AI Security and Misuse Resistance,2,8.20966,AI Governance Audit and Drift Monitoring
59,AIR004,AI Decision Support with Human Oversight,3,8.08366,AI Governance Audit and Drift Monitoring
59,AIR003,AI-Assisted Infrastructure Maintenance,4,7.99281,AI Governance Audit and Drift Monitoring
59,AIR001,AI Early Warning and Anomaly Detection,5,7.80922,AI Governance Audit and Drift Monitoring
59,AIR002,AI Scenario Modeling and Stress Testing,6,7.75296,AI Governance Audit and Drift Monitoring
59,AIR005,Participatory AI and Local Knowledge Integration,7,7.69628,AI Governance Audit and Drift Monitoring
60,AIR006,AI Governance Audit and Drift Monitoring,1,8.13591,AI Governance Audit and Drift Monitoring
60,AIR004,AI Decision Support with Human Oversight,2,8.10515,AI Governance Audit and Drift Monitoring
60,AIR003,AI-Assisted Infrastructure Maintenance,3,8.0791,AI Governance Audit and Drift Monitoring
60,AIR002,AI Scenario Modeling and Stress Testing,4,8.05773,AI Governance Audit and Drift Monitoring
60,AIR005,Participatory AI and Local Knowledge Integration,5,7.91228,AI Governance Audit and Drift Monitoring
60,AIR007,AI Security and Misuse Resistance,6,7.81161,AI Governance Audit and Drift Monitoring
60,AIR001,AI Early Warning and Anomaly Detection,7,7.69387,AI Governance Audit and Drift Monitoring
61,AIR004,AI Decision Support with Human Oversight,1,8.27086,AI Decision Support with Human Oversight
61,AIR006,AI Governance Audit and Drift Monitoring,2,8.23507,AI Decision Support with Human Oversight
61,AIR005,Participatory AI and Local Knowledge Integration,3,8.2108,AI Decision Support with Human Oversight
61,AIR007,AI Security and Misuse Resistance,4,7.97117,AI Decision Support with Human Oversight
61,AIR003,AI-Assisted Infrastructure Maintenance,5,7.87245,AI Decision Support with Human Oversight
61,AIR002,AI Scenario Modeling and Stress Testing,6,7.82498,AI Decision Support with Human Oversight
61,AIR001,AI Early Warning and Anomaly Detection,7,7.81324,AI Decision Support with Human Oversight
62,AIR006,AI Governance Audit and Drift Monitoring,1,8.35201,AI Governance Audit and Drift Monitoring
62,AIR007,AI Security and Misuse Resistance,2,8.33206,AI Governance Audit and Drift Monitoring
62,AIR005,Participatory AI and Local Knowledge Integration,3,8.0654,AI Governance Audit and Drift Monitoring
62,AIR004,AI Decision Support with Human Oversight,4,8.02612,AI Governance Audit and Drift Monitoring
62,AIR001,AI Early Warning and Anomaly Detection,5,8.00179,AI Governance Audit and Drift Monitoring
62,AIR003,AI-Assisted Infrastructure Maintenance,6,7.94015,AI Governance Audit and Drift Monitoring
