simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
56,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.83345
56,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.76888
56,ERS007,Equity-Weighted Recovery Fund,4,7.52855
56,ERS003,Community-Led Heat Resilience Network,5,7.44732
56,ERS002,Managed Retreat with Social Protection,6,7.3126
56,ERS001,Targeted Flood Defense Upgrade,7,5.84651
56,ERS004,Critical Infrastructure Hardening Only,8,4.94911
57,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.74618
57,ERS007,Equity-Weighted Recovery Fund,2,7.70032
57,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.63012
57,ERS003,Community-Led Heat Resilience Network,4,7.51437
57,ERS005,Public Housing Climate Retrofit Program,5,7.50352
57,ERS002,Managed Retreat with Social Protection,6,7.02161
57,ERS001,Targeted Flood Defense Upgrade,7,5.85464
57,ERS004,Critical Infrastructure Hardening Only,8,5.42461
58,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.2476
58,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.99427
58,ERS005,Public Housing Climate Retrofit Program,3,7.84666
58,ERS002,Managed Retreat with Social Protection,4,7.62163
58,ERS007,Equity-Weighted Recovery Fund,5,7.26022
58,ERS003,Community-Led Heat Resilience Network,6,7.0455
58,ERS001,Targeted Flood Defense Upgrade,7,5.59381
58,ERS004,Critical Infrastructure Hardening Only,8,5.05741
59,ERS005,Public Housing Climate Retrofit Program,1,7.79265
59,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.77348
59,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.75231
59,ERS003,Community-Led Heat Resilience Network,4,7.39178
59,ERS002,Managed Retreat with Social Protection,5,7.35066
59,ERS007,Equity-Weighted Recovery Fund,6,7.28834
59,ERS001,Targeted Flood Defense Upgrade,7,6.20686
59,ERS004,Critical Infrastructure Hardening Only,8,5.18784
60,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.1977
60,ERS007,Equity-Weighted Recovery Fund,2,7.62858
60,ERS005,Public Housing Climate Retrofit Program,3,7.60294
60,ERS002,Managed Retreat with Social Protection,4,7.39286
60,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.38431
60,ERS003,Community-Led Heat Resilience Network,6,7.18954
60,ERS001,Targeted Flood Defense Upgrade,7,5.94815
60,ERS004,Critical Infrastructure Hardening Only,8,4.94264
61,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.80063
61,ERS007,Equity-Weighted Recovery Fund,2,7.73042
61,ERS003,Community-Led Heat Resilience Network,3,7.68956
61,ERS005,Public Housing Climate Retrofit Program,4,7.55128
61,ERS002,Managed Retreat with Social Protection,5,7.54798
61,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.49477
61,ERS001,Targeted Flood Defense Upgrade,7,6.23347
61,ERS004,Critical Infrastructure Hardening Only,8,5.39942
62,ERS007,Equity-Weighted Recovery Fund,1,7.85864
62,ERS005,Public Housing Climate Retrofit Program,2,7.83515
62,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.67645
62,ERS003,Community-Led Heat Resilience Network,4,7.26851
62,ERS002,Managed Retreat with Social Protection,5,7.1629
62,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.99381
62,ERS001,Targeted Flood Defense Upgrade,7,5.44143
62,ERS004,Critical Infrastructure Hardening Only,8,5.02019
63,ERS007,Equity-Weighted Recovery Fund,1,7.65367
63,ERS005,Public Housing Climate Retrofit Program,2,7.51949
63,ERS003,Community-Led Heat Resilience Network,3,7.3528
63,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.3379
63,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.30699
63,ERS002,Managed Retreat with Social Protection,6,7.2047
63,ERS001,Targeted Flood Defense Upgrade,7,5.88285
63,ERS004,Critical Infrastructure Hardening Only,8,4.99554
64,ERS005,Public Housing Climate Retrofit Program,1,7.67852
64,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.5748
64,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.5121
64,ERS007,Equity-Weighted Recovery Fund,4,7.33363
64,ERS002,Managed Retreat with Social Protection,5,7.27258
64,ERS003,Community-Led Heat Resilience Network,6,6.91088
64,ERS001,Targeted Flood Defense Upgrade,7,6.47149
64,ERS004,Critical Infrastructure Hardening Only,8,5.6197
65,ERS005,Public Housing Climate Retrofit Program,1,7.98336
65,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.83561
65,ERS007,Equity-Weighted Recovery Fund,3,7.7691
65,ERS003,Community-Led Heat Resilience Network,4,7.64306
65,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.14209
65,ERS002,Managed Retreat with Social Protection,6,6.69686
65,ERS001,Targeted Flood Defense Upgrade,7,5.49023
65,ERS004,Critical Infrastructure Hardening Only,8,4.50945
66,ERS007,Equity-Weighted Recovery Fund,1,7.86543
66,ERS002,Managed Retreat with Social Protection,2,7.79876
66,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.54312
66,ERS005,Public Housing Climate Retrofit Program,4,7.45157
66,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.42677
66,ERS003,Community-Led Heat Resilience Network,6,7.23554
66,ERS001,Targeted Flood Defense Upgrade,7,5.93643
66,ERS004,Critical Infrastructure Hardening Only,8,5.19235
67,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.94614
67,ERS003,Community-Led Heat Resilience Network,2,7.47094
67,ERS005,Public Housing Climate Retrofit Program,3,7.3435
67,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.32475
67,ERS007,Equity-Weighted Recovery Fund,5,7.24852
67,ERS002,Managed Retreat with Social Protection,6,7.17428
67,ERS001,Targeted Flood Defense Upgrade,7,5.85956
67,ERS004,Critical Infrastructure Hardening Only,8,5.71858
68,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.26748
68,ERS007,Equity-Weighted Recovery Fund,2,7.84171
68,ERS005,Public Housing Climate Retrofit Program,3,7.54094
68,ERS002,Managed Retreat with Social Protection,4,7.50326
68,ERS003,Community-Led Heat Resilience Network,5,7.46716
68,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.07032
68,ERS001,Targeted Flood Defense Upgrade,7,5.90048
68,ERS004,Critical Infrastructure Hardening Only,8,5.61274
69,ERS005,Public Housing Climate Retrofit Program,1,7.94472
69,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.72564
69,ERS007,Equity-Weighted Recovery Fund,3,7.58129
69,ERS003,Community-Led Heat Resilience Network,4,7.56019
69,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.42273
69,ERS002,Managed Retreat with Social Protection,6,6.6416
69,ERS001,Targeted Flood Defense Upgrade,7,6.07463
69,ERS004,Critical Infrastructure Hardening Only,8,4.83282
70,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.1891
70,ERS007,Equity-Weighted Recovery Fund,2,7.80535
70,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.68583
70,ERS005,Public Housing Climate Retrofit Program,4,7.59398
70,ERS002,Managed Retreat with Social Protection,5,7.42701
70,ERS003,Community-Led Heat Resilience Network,6,7.3938
70,ERS001,Targeted Flood Defense Upgrade,7,5.73649
70,ERS004,Critical Infrastructure Hardening Only,8,5.29772
71,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.06523
71,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.59758
71,ERS003,Community-Led Heat Resilience Network,3,7.47192
71,ERS007,Equity-Weighted Recovery Fund,4,7.39093
71,ERS005,Public Housing Climate Retrofit Program,5,7.29516
71,ERS002,Managed Retreat with Social Protection,6,7.17459
71,ERS001,Targeted Flood Defense Upgrade,7,5.62244
71,ERS004,Critical Infrastructure Hardening Only,8,5.06049
72,ERS007,Equity-Weighted Recovery Fund,1,7.81339
72,ERS002,Managed Retreat with Social Protection,2,7.68701
72,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.66185
72,ERS005,Public Housing Climate Retrofit Program,4,7.57826
72,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.33332
72,ERS003,Community-Led Heat Resilience Network,6,7.12377
72,ERS001,Targeted Flood Defense Upgrade,7,5.73097
72,ERS004,Critical Infrastructure Hardening Only,8,5.12679
73,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.15619
73,ERS003,Community-Led Heat Resilience Network,2,7.92399
73,ERS005,Public Housing Climate Retrofit Program,3,7.76509
73,ERS007,Equity-Weighted Recovery Fund,4,7.42265
73,ERS002,Managed Retreat with Social Protection,5,7.3365
73,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.2497
73,ERS001,Targeted Flood Defense Upgrade,7,6.05153
73,ERS004,Critical Infrastructure Hardening Only,8,5.25516
74,ERS003,Community-Led Heat Resilience Network,1,7.8652
74,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.83499
74,ERS005,Public Housing Climate Retrofit Program,3,7.81898
74,ERS002,Managed Retreat with Social Protection,4,7.68554
74,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.31754
74,ERS007,Equity-Weighted Recovery Fund,6,6.95802
74,ERS001,Targeted Flood Defense Upgrade,7,6.50151
74,ERS004,Critical Infrastructure Hardening Only,8,5.28329
75,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.48987
75,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.82151
75,ERS005,Public Housing Climate Retrofit Program,3,7.68934
75,ERS002,Managed Retreat with Social Protection,4,7.42966
75,ERS007,Equity-Weighted Recovery Fund,5,7.19335
75,ERS003,Community-Led Heat Resilience Network,6,7.09741
75,ERS001,Targeted Flood Defense Upgrade,7,5.9606
75,ERS004,Critical Infrastructure Hardening Only,8,5.28155
76,ERS005,Public Housing Climate Retrofit Program,1,7.84958
76,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.57256
76,ERS007,Equity-Weighted Recovery Fund,3,7.54782
76,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.49215
76,ERS002,Managed Retreat with Social Protection,5,7.22942
76,ERS003,Community-Led Heat Resilience Network,6,6.92744
76,ERS001,Targeted Flood Defense Upgrade,7,6.16556
76,ERS004,Critical Infrastructure Hardening Only,8,5.49983
77,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.04255
77,ERS002,Managed Retreat with Social Protection,2,7.79508
77,ERS007,Equity-Weighted Recovery Fund,3,7.66984
77,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.58703
77,ERS005,Public Housing Climate Retrofit Program,5,7.36462
77,ERS003,Community-Led Heat Resilience Network,6,7.10933
77,ERS001,Targeted Flood Defense Upgrade,7,5.99852
77,ERS004,Critical Infrastructure Hardening Only,8,4.94925
78,ERS005,Public Housing Climate Retrofit Program,1,7.79816
78,ERS002,Managed Retreat with Social Protection,2,7.61637
78,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.5063
78,ERS007,Equity-Weighted Recovery Fund,4,7.49922
78,ERS003,Community-Led Heat Resilience Network,5,7.43772
78,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.21333
78,ERS001,Targeted Flood Defense Upgrade,7,6.32434
78,ERS004,Critical Infrastructure Hardening Only,8,5.48716
79,ERS003,Community-Led Heat Resilience Network,1,7.94216
79,ERS005,Public Housing Climate Retrofit Program,2,7.77673
79,ERS007,Equity-Weighted Recovery Fund,3,7.52911
79,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.44875
79,ERS002,Managed Retreat with Social Protection,5,7.4017
79,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.98199
79,ERS001,Targeted Flood Defense Upgrade,7,5.60814
79,ERS004,Critical Infrastructure Hardening Only,8,5.29451
80,ERS002,Managed Retreat with Social Protection,1,7.77679
80,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.6965
80,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.56537
80,ERS003,Community-Led Heat Resilience Network,4,7.51963
80,ERS005,Public Housing Climate Retrofit Program,5,7.43751
80,ERS007,Equity-Weighted Recovery Fund,6,7.15415
80,ERS001,Targeted Flood Defense Upgrade,7,6.03423
80,ERS004,Critical Infrastructure Hardening Only,8,5.29325
81,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.26356
81,ERS003,Community-Led Heat Resilience Network,2,7.86704
81,ERS007,Equity-Weighted Recovery Fund,3,7.55461
81,ERS005,Public Housing Climate Retrofit Program,4,7.36234
81,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.33113
81,ERS002,Managed Retreat with Social Protection,6,7.11316
81,ERS001,Targeted Flood Defense Upgrade,7,5.87917
81,ERS004,Critical Infrastructure Hardening Only,8,4.80251
82,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.7053
82,ERS005,Public Housing Climate Retrofit Program,2,7.58619
82,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.52892
82,ERS007,Equity-Weighted Recovery Fund,4,7.51855
82,ERS002,Managed Retreat with Social Protection,5,7.40939
82,ERS003,Community-Led Heat Resilience Network,6,7.05493
82,ERS004,Critical Infrastructure Hardening Only,7,5.64596
82,ERS001,Targeted Flood Defense Upgrade,8,5.36484
83,ERS005,Public Housing Climate Retrofit Program,1,7.69005
83,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.65163
83,ERS002,Managed Retreat with Social Protection,3,7.37519
83,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.35842
83,ERS003,Community-Led Heat Resilience Network,5,7.25397
83,ERS007,Equity-Weighted Recovery Fund,6,7.02646
83,ERS001,Targeted Flood Defense Upgrade,7,6.39308
83,ERS004,Critical Infrastructure Hardening Only,8,4.87827
84,ERS003,Community-Led Heat Resilience Network,1,7.92673
84,ERS005,Public Housing Climate Retrofit Program,2,7.68406
84,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.67357
84,ERS007,Equity-Weighted Recovery Fund,4,7.60853
84,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.47383
84,ERS002,Managed Retreat with Social Protection,6,7.22229
84,ERS001,Targeted Flood Defense Upgrade,7,6.27038
84,ERS004,Critical Infrastructure Hardening Only,8,5.22888
85,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.27726
85,ERS007,Equity-Weighted Recovery Fund,2,7.84746
85,ERS002,Managed Retreat with Social Protection,3,7.47631
85,ERS005,Public Housing Climate Retrofit Program,4,7.43995
85,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.29978
85,ERS003,Community-Led Heat Resilience Network,6,7.17709
85,ERS001,Targeted Flood Defense Upgrade,7,6.28449
85,ERS004,Critical Infrastructure Hardening Only,8,5.33545
86,ERS005,Public Housing Climate Retrofit Program,1,8.22998
86,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.94289
86,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.74509
86,ERS003,Community-Led Heat Resilience Network,4,7.26386
86,ERS002,Managed Retreat with Social Protection,5,7.2093
86,ERS007,Equity-Weighted Recovery Fund,6,7.14742
86,ERS001,Targeted Flood Defense Upgrade,7,5.99128
86,ERS004,Critical Infrastructure Hardening Only,8,5.15198
87,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.97328
87,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.95637
87,ERS005,Public Housing Climate Retrofit Program,3,7.91696
87,ERS003,Community-Led Heat Resilience Network,4,7.69068
87,ERS007,Equity-Weighted Recovery Fund,5,7.23002
87,ERS002,Managed Retreat with Social Protection,6,7.21629
87,ERS001,Targeted Flood Defense Upgrade,7,5.87937
87,ERS004,Critical Infrastructure Hardening Only,8,4.88288
88,ERS007,Equity-Weighted Recovery Fund,1,7.64904
88,ERS005,Public Housing Climate Retrofit Program,2,7.61245
88,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.55783
88,ERS002,Managed Retreat with Social Protection,4,7.4903
88,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.431
88,ERS003,Community-Led Heat Resilience Network,6,7.29055
88,ERS001,Targeted Flood Defense Upgrade,7,6.06084
88,ERS004,Critical Infrastructure Hardening Only,8,5.07378
89,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.95325
89,ERS005,Public Housing Climate Retrofit Program,2,7.71813
89,ERS003,Community-Led Heat Resilience Network,3,7.68721
89,ERS002,Managed Retreat with Social Protection,4,7.56193
89,ERS007,Equity-Weighted Recovery Fund,5,7.44583
89,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.2632
89,ERS001,Targeted Flood Defense Upgrade,7,5.97858
89,ERS004,Critical Infrastructure Hardening Only,8,4.71327
90,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.09392
90,ERS007,Equity-Weighted Recovery Fund,2,7.70378
90,ERS002,Managed Retreat with Social Protection,3,7.38428
90,ERS005,Public Housing Climate Retrofit Program,4,7.35529
90,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.31561
90,ERS003,Community-Led Heat Resilience Network,6,7.14536
90,ERS001,Targeted Flood Defense Upgrade,7,5.82714
90,ERS004,Critical Infrastructure Hardening Only,8,4.68425
91,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.66123
91,ERS005,Public Housing Climate Retrofit Program,2,7.52112
91,ERS007,Equity-Weighted Recovery Fund,3,7.42171
91,ERS002,Managed Retreat with Social Protection,4,7.24457
91,ERS003,Community-Led Heat Resilience Network,5,7.242
91,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.21396
91,ERS001,Targeted Flood Defense Upgrade,7,5.75096
91,ERS004,Critical Infrastructure Hardening Only,8,5.34679
92,ERS005,Public Housing Climate Retrofit Program,1,7.98555
