simulation_id,strategy_id,strategy,rank,economic_resilience_value,winner
46,ER005,Climate Transition and Just Regional Development Plan,3,8.36282,Industrial Diversification and Local Production Program
46,ER003,Workforce Retraining and Mobility Initiative,4,8.20329,Industrial Diversification and Local Production Program
46,ER004,Countercyclical Stabilization and Public Investment Framework,5,8.108,Industrial Diversification and Local Production Program
46,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.49881,Industrial Diversification and Local Production Program
47,ER005,Climate Transition and Just Regional Development Plan,1,8.81667,Climate Transition and Just Regional Development Plan
47,ER003,Workforce Retraining and Mobility Initiative,2,8.6363,Climate Transition and Just Regional Development Plan
47,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.15859,Climate Transition and Just Regional Development Plan
47,ER006,Community Finance and Small Business Continuity Fund,4,7.98702,Climate Transition and Just Regional Development Plan
47,ER001,Industrial Diversification and Local Production Program,5,7.96137,Climate Transition and Just Regional Development Plan
47,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.80517,Climate Transition and Just Regional Development Plan
48,ER006,Community Finance and Small Business Continuity Fund,1,8.35359,Community Finance and Small Business Continuity Fund
48,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.15644,Community Finance and Small Business Continuity Fund
48,ER005,Climate Transition and Just Regional Development Plan,3,8.15487,Community Finance and Small Business Continuity Fund
48,ER001,Industrial Diversification and Local Production Program,4,7.95502,Community Finance and Small Business Continuity Fund
48,ER003,Workforce Retraining and Mobility Initiative,5,7.85175,Community Finance and Small Business Continuity Fund
48,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.46533,Community Finance and Small Business Continuity Fund
49,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.38343,Countercyclical Stabilization and Public Investment Framework
49,ER006,Community Finance and Small Business Continuity Fund,2,8.33902,Countercyclical Stabilization and Public Investment Framework
49,ER001,Industrial Diversification and Local Production Program,3,8.17465,Countercyclical Stabilization and Public Investment Framework
49,ER003,Workforce Retraining and Mobility Initiative,4,8.17258,Countercyclical Stabilization and Public Investment Framework
49,ER005,Climate Transition and Just Regional Development Plan,5,8.0491,Countercyclical Stabilization and Public Investment Framework
49,ER002,Supply Chain Buffer and Redundancy Strategy,6,8.0014,Countercyclical Stabilization and Public Investment Framework
50,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.87636,Countercyclical Stabilization and Public Investment Framework
50,ER005,Climate Transition and Just Regional Development Plan,2,8.26287,Countercyclical Stabilization and Public Investment Framework
50,ER006,Community Finance and Small Business Continuity Fund,3,8.11996,Countercyclical Stabilization and Public Investment Framework
50,ER002,Supply Chain Buffer and Redundancy Strategy,4,7.96058,Countercyclical Stabilization and Public Investment Framework
50,ER001,Industrial Diversification and Local Production Program,5,7.94838,Countercyclical Stabilization and Public Investment Framework
50,ER003,Workforce Retraining and Mobility Initiative,6,7.80615,Countercyclical Stabilization and Public Investment Framework
51,ER005,Climate Transition and Just Regional Development Plan,1,8.83947,Climate Transition and Just Regional Development Plan
51,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.48835,Climate Transition and Just Regional Development Plan
51,ER006,Community Finance and Small Business Continuity Fund,3,8.056,Climate Transition and Just Regional Development Plan
51,ER003,Workforce Retraining and Mobility Initiative,4,7.9312,Climate Transition and Just Regional Development Plan
51,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.8807,Climate Transition and Just Regional Development Plan
51,ER001,Industrial Diversification and Local Production Program,6,7.65665,Climate Transition and Just Regional Development Plan
52,ER001,Industrial Diversification and Local Production Program,1,8.60471,Industrial Diversification and Local Production Program
52,ER003,Workforce Retraining and Mobility Initiative,2,8.4422,Industrial Diversification and Local Production Program
52,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.30165,Industrial Diversification and Local Production Program
52,ER005,Climate Transition and Just Regional Development Plan,4,8.21351,Industrial Diversification and Local Production Program
52,ER006,Community Finance and Small Business Continuity Fund,5,8.16393,Industrial Diversification and Local Production Program
52,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.55816,Industrial Diversification and Local Production Program
53,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.58701,Countercyclical Stabilization and Public Investment Framework
53,ER005,Climate Transition and Just Regional Development Plan,2,8.56292,Countercyclical Stabilization and Public Investment Framework
53,ER001,Industrial Diversification and Local Production Program,3,8.23359,Countercyclical Stabilization and Public Investment Framework
53,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.22596,Countercyclical Stabilization and Public Investment Framework
53,ER003,Workforce Retraining and Mobility Initiative,5,8.10632,Countercyclical Stabilization and Public Investment Framework
53,ER006,Community Finance and Small Business Continuity Fund,6,8.05059,Countercyclical Stabilization and Public Investment Framework
54,ER001,Industrial Diversification and Local Production Program,1,8.37455,Industrial Diversification and Local Production Program
54,ER005,Climate Transition and Just Regional Development Plan,2,8.19053,Industrial Diversification and Local Production Program
54,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.09359,Industrial Diversification and Local Production Program
54,ER003,Workforce Retraining and Mobility Initiative,4,8.08258,Industrial Diversification and Local Production Program
54,ER006,Community Finance and Small Business Continuity Fund,5,8.03632,Industrial Diversification and Local Production Program
54,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.78523,Industrial Diversification and Local Production Program
55,ER006,Community Finance and Small Business Continuity Fund,1,8.70128,Community Finance and Small Business Continuity Fund
55,ER005,Climate Transition and Just Regional Development Plan,2,8.28533,Community Finance and Small Business Continuity Fund
55,ER003,Workforce Retraining and Mobility Initiative,3,8.28199,Community Finance and Small Business Continuity Fund
55,ER001,Industrial Diversification and Local Production Program,4,8.01649,Community Finance and Small Business Continuity Fund
55,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.92659,Community Finance and Small Business Continuity Fund
55,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.91097,Community Finance and Small Business Continuity Fund
56,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.26822,Countercyclical Stabilization and Public Investment Framework
56,ER006,Community Finance and Small Business Continuity Fund,2,8.24433,Countercyclical Stabilization and Public Investment Framework
56,ER005,Climate Transition and Just Regional Development Plan,3,8.19977,Countercyclical Stabilization and Public Investment Framework
56,ER001,Industrial Diversification and Local Production Program,4,7.9909,Countercyclical Stabilization and Public Investment Framework
56,ER003,Workforce Retraining and Mobility Initiative,5,7.96781,Countercyclical Stabilization and Public Investment Framework
56,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.7721,Countercyclical Stabilization and Public Investment Framework
57,ER005,Climate Transition and Just Regional Development Plan,1,8.63087,Climate Transition and Just Regional Development Plan
57,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.33997,Climate Transition and Just Regional Development Plan
57,ER003,Workforce Retraining and Mobility Initiative,3,8.33367,Climate Transition and Just Regional Development Plan
57,ER002,Supply Chain Buffer and Redundancy Strategy,4,7.94962,Climate Transition and Just Regional Development Plan
57,ER006,Community Finance and Small Business Continuity Fund,5,7.78375,Climate Transition and Just Regional Development Plan
57,ER001,Industrial Diversification and Local Production Program,6,7.77648,Climate Transition and Just Regional Development Plan
58,ER005,Climate Transition and Just Regional Development Plan,1,8.73447,Climate Transition and Just Regional Development Plan
58,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.3331,Climate Transition and Just Regional Development Plan
58,ER001,Industrial Diversification and Local Production Program,3,8.18703,Climate Transition and Just Regional Development Plan
58,ER006,Community Finance and Small Business Continuity Fund,4,8.05822,Climate Transition and Just Regional Development Plan
58,ER003,Workforce Retraining and Mobility Initiative,5,7.90574,Climate Transition and Just Regional Development Plan
