simulation_id,strategy_id,strategy,rank,containment_value,winner
48,CS005,Digital Service Isolation and Offline Fallbacks,3,6.89579,Neighborhood Resilience Hub Network
48,CS004,Cross-Agency Emergency Coordination Cells,4,6.68376,Neighborhood Resilience Hub Network
48,CS003,Wetland and Floodplain Buffer Network,5,6.62885,Neighborhood Resilience Hub Network
48,CS002,Regional Supply Network Diversification,6,6.44309,Neighborhood Resilience Hub Network
49,CS001,Microgrid and Critical Service Islanding,1,7.27733,Microgrid and Critical Service Islanding
49,CS006,Neighborhood Resilience Hub Network,2,7.20496,Microgrid and Critical Service Islanding
49,CS004,Cross-Agency Emergency Coordination Cells,3,7.0305,Microgrid and Critical Service Islanding
49,CS005,Digital Service Isolation and Offline Fallbacks,4,7.01669,Microgrid and Critical Service Islanding
49,CS002,Regional Supply Network Diversification,5,6.97526,Microgrid and Critical Service Islanding
49,CS003,Wetland and Floodplain Buffer Network,6,6.93875,Microgrid and Critical Service Islanding
50,CS004,Cross-Agency Emergency Coordination Cells,1,7.30975,Cross-Agency Emergency Coordination Cells
50,CS001,Microgrid and Critical Service Islanding,2,7.1093,Cross-Agency Emergency Coordination Cells
50,CS005,Digital Service Isolation and Offline Fallbacks,3,7.09426,Cross-Agency Emergency Coordination Cells
50,CS006,Neighborhood Resilience Hub Network,4,6.96105,Cross-Agency Emergency Coordination Cells
50,CS002,Regional Supply Network Diversification,5,6.77362,Cross-Agency Emergency Coordination Cells
50,CS003,Wetland and Floodplain Buffer Network,6,6.52649,Cross-Agency Emergency Coordination Cells
51,CS005,Digital Service Isolation and Offline Fallbacks,1,7.7207,Digital Service Isolation and Offline Fallbacks
51,CS004,Cross-Agency Emergency Coordination Cells,2,6.99326,Digital Service Isolation and Offline Fallbacks
51,CS001,Microgrid and Critical Service Islanding,3,6.83681,Digital Service Isolation and Offline Fallbacks
51,CS006,Neighborhood Resilience Hub Network,4,6.79569,Digital Service Isolation and Offline Fallbacks
51,CS002,Regional Supply Network Diversification,5,6.72532,Digital Service Isolation and Offline Fallbacks
51,CS003,Wetland and Floodplain Buffer Network,6,6.61187,Digital Service Isolation and Offline Fallbacks
52,CS001,Microgrid and Critical Service Islanding,1,7.56473,Microgrid and Critical Service Islanding
52,CS005,Digital Service Isolation and Offline Fallbacks,2,7.16678,Microgrid and Critical Service Islanding
52,CS003,Wetland and Floodplain Buffer Network,3,7.12892,Microgrid and Critical Service Islanding
52,CS006,Neighborhood Resilience Hub Network,4,6.93792,Microgrid and Critical Service Islanding
52,CS004,Cross-Agency Emergency Coordination Cells,5,6.86408,Microgrid and Critical Service Islanding
52,CS002,Regional Supply Network Diversification,6,6.42355,Microgrid and Critical Service Islanding
53,CS005,Digital Service Isolation and Offline Fallbacks,1,7.38238,Digital Service Isolation and Offline Fallbacks
53,CS001,Microgrid and Critical Service Islanding,2,7.26875,Digital Service Isolation and Offline Fallbacks
53,CS004,Cross-Agency Emergency Coordination Cells,3,7.15582,Digital Service Isolation and Offline Fallbacks
53,CS002,Regional Supply Network Diversification,4,7.0097,Digital Service Isolation and Offline Fallbacks
53,CS003,Wetland and Floodplain Buffer Network,5,6.9053,Digital Service Isolation and Offline Fallbacks
53,CS006,Neighborhood Resilience Hub Network,6,6.88884,Digital Service Isolation and Offline Fallbacks
54,CS001,Microgrid and Critical Service Islanding,1,7.33782,Microgrid and Critical Service Islanding
54,CS005,Digital Service Isolation and Offline Fallbacks,2,7.15545,Microgrid and Critical Service Islanding
54,CS003,Wetland and Floodplain Buffer Network,3,6.91841,Microgrid and Critical Service Islanding
54,CS006,Neighborhood Resilience Hub Network,4,6.86523,Microgrid and Critical Service Islanding
54,CS004,Cross-Agency Emergency Coordination Cells,5,6.67686,Microgrid and Critical Service Islanding
54,CS002,Regional Supply Network Diversification,6,6.63928,Microgrid and Critical Service Islanding
55,CS006,Neighborhood Resilience Hub Network,1,7.53808,Neighborhood Resilience Hub Network
55,CS005,Digital Service Isolation and Offline Fallbacks,2,7.24412,Neighborhood Resilience Hub Network
55,CS001,Microgrid and Critical Service Islanding,3,7.13529,Neighborhood Resilience Hub Network
55,CS003,Wetland and Floodplain Buffer Network,4,7.04203,Neighborhood Resilience Hub Network
55,CS002,Regional Supply Network Diversification,5,6.84509,Neighborhood Resilience Hub Network
55,CS004,Cross-Agency Emergency Coordination Cells,6,6.57469,Neighborhood Resilience Hub Network
56,CS006,Neighborhood Resilience Hub Network,1,7.08315,Neighborhood Resilience Hub Network
56,CS001,Microgrid and Critical Service Islanding,2,7.04701,Neighborhood Resilience Hub Network
56,CS005,Digital Service Isolation and Offline Fallbacks,3,7.03819,Neighborhood Resilience Hub Network
56,CS004,Cross-Agency Emergency Coordination Cells,4,6.95763,Neighborhood Resilience Hub Network
56,CS003,Wetland and Floodplain Buffer Network,5,6.67934,Neighborhood Resilience Hub Network
56,CS002,Regional Supply Network Diversification,6,6.66919,Neighborhood Resilience Hub Network
57,CS005,Digital Service Isolation and Offline Fallbacks,1,7.45715,Digital Service Isolation and Offline Fallbacks
57,CS003,Wetland and Floodplain Buffer Network,2,7.04897,Digital Service Isolation and Offline Fallbacks
57,CS004,Cross-Agency Emergency Coordination Cells,3,7.00815,Digital Service Isolation and Offline Fallbacks
57,CS001,Microgrid and Critical Service Islanding,4,6.8668,Digital Service Isolation and Offline Fallbacks
57,CS002,Regional Supply Network Diversification,5,6.79109,Digital Service Isolation and Offline Fallbacks
57,CS006,Neighborhood Resilience Hub Network,6,6.59844,Digital Service Isolation and Offline Fallbacks
58,CS005,Digital Service Isolation and Offline Fallbacks,1,7.56138,Digital Service Isolation and Offline Fallbacks
58,CS001,Microgrid and Critical Service Islanding,2,7.20669,Digital Service Isolation and Offline Fallbacks
58,CS004,Cross-Agency Emergency Coordination Cells,3,6.86936,Digital Service Isolation and Offline Fallbacks
58,CS006,Neighborhood Resilience Hub Network,4,6.84144,Digital Service Isolation and Offline Fallbacks
58,CS003,Wetland and Floodplain Buffer Network,5,6.71299,Digital Service Isolation and Offline Fallbacks
58,CS002,Regional Supply Network Diversification,6,6.66941,Digital Service Isolation and Offline Fallbacks
59,CS001,Microgrid and Critical Service Islanding,1,7.49316,Microgrid and Critical Service Islanding
59,CS006,Neighborhood Resilience Hub Network,2,7.28001,Microgrid and Critical Service Islanding
59,CS005,Digital Service Isolation and Offline Fallbacks,3,7.0679,Microgrid and Critical Service Islanding
59,CS003,Wetland and Floodplain Buffer Network,4,7.05206,Microgrid and Critical Service Islanding
59,CS002,Regional Supply Network Diversification,5,6.8838,Microgrid and Critical Service Islanding
59,CS004,Cross-Agency Emergency Coordination Cells,6,6.42099,Microgrid and Critical Service Islanding
60,CS006,Neighborhood Resilience Hub Network,1,7.31467,Neighborhood Resilience Hub Network
60,CS005,Digital Service Isolation and Offline Fallbacks,2,7.23994,Neighborhood Resilience Hub Network
60,CS004,Cross-Agency Emergency Coordination Cells,3,7.15708,Neighborhood Resilience Hub Network
60,CS001,Microgrid and Critical Service Islanding,4,7.07842,Neighborhood Resilience Hub Network
60,CS002,Regional Supply Network Diversification,5,6.94468,Neighborhood Resilience Hub Network
60,CS003,Wetland and Floodplain Buffer Network,6,6.8561,Neighborhood Resilience Hub Network
61,CS001,Microgrid and Critical Service Islanding,1,7.21051,Microgrid and Critical Service Islanding
61,CS003,Wetland and Floodplain Buffer Network,2,7.1325,Microgrid and Critical Service Islanding
61,CS005,Digital Service Isolation and Offline Fallbacks,3,7.08564,Microgrid and Critical Service Islanding
61,CS004,Cross-Agency Emergency Coordination Cells,4,6.92309,Microgrid and Critical Service Islanding
61,CS006,Neighborhood Resilience Hub Network,5,6.80907,Microgrid and Critical Service Islanding
61,CS002,Regional Supply Network Diversification,6,6.64495,Microgrid and Critical Service Islanding
62,CS003,Wetland and Floodplain Buffer Network,1,7.41034,Wetland and Floodplain Buffer Network
62,CS004,Cross-Agency Emergency Coordination Cells,2,7.24088,Wetland and Floodplain Buffer Network
62,CS006,Neighborhood Resilience Hub Network,3,7.01249,Wetland and Floodplain Buffer Network
62,CS005,Digital Service Isolation and Offline Fallbacks,4,6.99874,Wetland and Floodplain Buffer Network
62,CS001,Microgrid and Critical Service Islanding,5,6.94016,Wetland and Floodplain Buffer Network
62,CS002,Regional Supply Network Diversification,6,6.3686,Wetland and Floodplain Buffer Network
63,CS006,Neighborhood Resilience Hub Network,1,7.34352,Neighborhood Resilience Hub Network
63,CS005,Digital Service Isolation and Offline Fallbacks,2,7.29813,Neighborhood Resilience Hub Network
63,CS001,Microgrid and Critical Service Islanding,3,7.26297,Neighborhood Resilience Hub Network
63,CS004,Cross-Agency Emergency Coordination Cells,4,6.99996,Neighborhood Resilience Hub Network
63,CS002,Regional Supply Network Diversification,5,6.9824,Neighborhood Resilience Hub Network
63,CS003,Wetland and Floodplain Buffer Network,6,6.57361,Neighborhood Resilience Hub Network
64,CS004,Cross-Agency Emergency Coordination Cells,1,7.39851,Cross-Agency Emergency Coordination Cells
64,CS001,Microgrid and Critical Service Islanding,2,7.39132,Cross-Agency Emergency Coordination Cells
64,CS005,Digital Service Isolation and Offline Fallbacks,3,7.26087,Cross-Agency Emergency Coordination Cells
64,CS006,Neighborhood Resilience Hub Network,4,7.02132,Cross-Agency Emergency Coordination Cells
64,CS003,Wetland and Floodplain Buffer Network,5,6.8234,Cross-Agency Emergency Coordination Cells
64,CS002,Regional Supply Network Diversification,6,6.69702,Cross-Agency Emergency Coordination Cells
65,CS006,Neighborhood Resilience Hub Network,1,7.37654,Neighborhood Resilience Hub Network
65,CS003,Wetland and Floodplain Buffer Network,2,7.1621,Neighborhood Resilience Hub Network
65,CS001,Microgrid and Critical Service Islanding,3,7.09216,Neighborhood Resilience Hub Network
65,CS005,Digital Service Isolation and Offline Fallbacks,4,7.04974,Neighborhood Resilience Hub Network
65,CS004,Cross-Agency Emergency Coordination Cells,5,6.99762,Neighborhood Resilience Hub Network
65,CS002,Regional Supply Network Diversification,6,6.76816,Neighborhood Resilience Hub Network
66,CS001,Microgrid and Critical Service Islanding,1,7.37694,Microgrid and Critical Service Islanding
66,CS005,Digital Service Isolation and Offline Fallbacks,2,7.25396,Microgrid and Critical Service Islanding
66,CS004,Cross-Agency Emergency Coordination Cells,3,7.05104,Microgrid and Critical Service Islanding
66,CS003,Wetland and Floodplain Buffer Network,4,6.99328,Microgrid and Critical Service Islanding
66,CS006,Neighborhood Resilience Hub Network,5,6.9645,Microgrid and Critical Service Islanding
66,CS002,Regional Supply Network Diversification,6,6.94782,Microgrid and Critical Service Islanding
67,CS005,Digital Service Isolation and Offline Fallbacks,1,7.49673,Digital Service Isolation and Offline Fallbacks
67,CS004,Cross-Agency Emergency Coordination Cells,2,7.23672,Digital Service Isolation and Offline Fallbacks
67,CS006,Neighborhood Resilience Hub Network,3,7.15189,Digital Service Isolation and Offline Fallbacks
67,CS001,Microgrid and Critical Service Islanding,4,7.10422,Digital Service Isolation and Offline Fallbacks
67,CS003,Wetland and Floodplain Buffer Network,5,7.03961,Digital Service Isolation and Offline Fallbacks
67,CS002,Regional Supply Network Diversification,6,6.78955,Digital Service Isolation and Offline Fallbacks
68,CS001,Microgrid and Critical Service Islanding,1,7.17157,Microgrid and Critical Service Islanding
68,CS005,Digital Service Isolation and Offline Fallbacks,2,7.15166,Microgrid and Critical Service Islanding
68,CS003,Wetland and Floodplain Buffer Network,3,7.0338,Microgrid and Critical Service Islanding
68,CS002,Regional Supply Network Diversification,4,6.96885,Microgrid and Critical Service Islanding
68,CS006,Neighborhood Resilience Hub Network,5,6.90781,Microgrid and Critical Service Islanding
68,CS004,Cross-Agency Emergency Coordination Cells,6,6.89981,Microgrid and Critical Service Islanding
69,CS004,Cross-Agency Emergency Coordination Cells,1,7.41548,Cross-Agency Emergency Coordination Cells
69,CS001,Microgrid and Critical Service Islanding,2,7.33539,Cross-Agency Emergency Coordination Cells
69,CS003,Wetland and Floodplain Buffer Network,3,7.15617,Cross-Agency Emergency Coordination Cells
69,CS006,Neighborhood Resilience Hub Network,4,7.14389,Cross-Agency Emergency Coordination Cells
69,CS005,Digital Service Isolation and Offline Fallbacks,5,7.00866,Cross-Agency Emergency Coordination Cells
69,CS002,Regional Supply Network Diversification,6,6.89569,Cross-Agency Emergency Coordination Cells
70,CS006,Neighborhood Resilience Hub Network,1,7.74377,Neighborhood Resilience Hub Network
70,CS001,Microgrid and Critical Service Islanding,2,7.38875,Neighborhood Resilience Hub Network
70,CS002,Regional Supply Network Diversification,3,7.19859,Neighborhood Resilience Hub Network
70,CS004,Cross-Agency Emergency Coordination Cells,4,7.13318,Neighborhood Resilience Hub Network
70,CS003,Wetland and Floodplain Buffer Network,5,6.73418,Neighborhood Resilience Hub Network
70,CS005,Digital Service Isolation and Offline Fallbacks,6,6.72886,Neighborhood Resilience Hub Network
71,CS005,Digital Service Isolation and Offline Fallbacks,1,7.3423,Digital Service Isolation and Offline Fallbacks
71,CS004,Cross-Agency Emergency Coordination Cells,2,7.20405,Digital Service Isolation and Offline Fallbacks
71,CS003,Wetland and Floodplain Buffer Network,3,7.05413,Digital Service Isolation and Offline Fallbacks
71,CS006,Neighborhood Resilience Hub Network,4,6.99342,Digital Service Isolation and Offline Fallbacks
71,CS001,Microgrid and Critical Service Islanding,5,6.906,Digital Service Isolation and Offline Fallbacks
71,CS002,Regional Supply Network Diversification,6,6.76133,Digital Service Isolation and Offline Fallbacks
72,CS005,Digital Service Isolation and Offline Fallbacks,1,7.74472,Digital Service Isolation and Offline Fallbacks
