simulation_id,strategy_id,strategy,rank,drr_value,winner
47,DRR005,Integrated Preparedness and Response Training,1,6.47423,Integrated Preparedness and Response Training
47,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.40046,Integrated Preparedness and Response Training
47,DRR006,Equitable Recovery and Housing Protection Program,3,6.3648,Integrated Preparedness and Response Training
47,DRR001,Floodplain Land-Use Restriction,4,6.35887,Integrated Preparedness and Response Training
47,DRR003,Critical Infrastructure Hardening,5,6.18787,Integrated Preparedness and Response Training
47,DRR002,Community Early Warning Network,6,6.07171,Integrated Preparedness and Response Training
48,DRR002,Community Early Warning Network,1,6.58257,Community Early Warning Network
48,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.55503,Community Early Warning Network
48,DRR005,Integrated Preparedness and Response Training,3,6.55479,Community Early Warning Network
48,DRR003,Critical Infrastructure Hardening,4,6.48025,Community Early Warning Network
48,DRR006,Equitable Recovery and Housing Protection Program,5,6.41714,Community Early Warning Network
48,DRR001,Floodplain Land-Use Restriction,6,5.99098,Community Early Warning Network
49,DRR002,Community Early Warning Network,1,6.97713,Community Early Warning Network
49,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.88638,Community Early Warning Network
49,DRR001,Floodplain Land-Use Restriction,3,6.59097,Community Early Warning Network
49,DRR006,Equitable Recovery and Housing Protection Program,4,6.44537,Community Early Warning Network
49,DRR003,Critical Infrastructure Hardening,5,6.18107,Community Early Warning Network
49,DRR005,Integrated Preparedness and Response Training,6,6.14846,Community Early Warning Network
50,DRR006,Equitable Recovery and Housing Protection Program,1,7.13979,Equitable Recovery and Housing Protection Program
50,DRR005,Integrated Preparedness and Response Training,2,6.92834,Equitable Recovery and Housing Protection Program
50,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.62235,Equitable Recovery and Housing Protection Program
50,DRR003,Critical Infrastructure Hardening,4,6.23063,Equitable Recovery and Housing Protection Program
50,DRR001,Floodplain Land-Use Restriction,5,6.20649,Equitable Recovery and Housing Protection Program
50,DRR002,Community Early Warning Network,6,5.87678,Equitable Recovery and Housing Protection Program
51,DRR006,Equitable Recovery and Housing Protection Program,1,7.09817,Equitable Recovery and Housing Protection Program
51,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.764,Equitable Recovery and Housing Protection Program
51,DRR005,Integrated Preparedness and Response Training,3,6.6044,Equitable Recovery and Housing Protection Program
51,DRR001,Floodplain Land-Use Restriction,4,6.49834,Equitable Recovery and Housing Protection Program
51,DRR002,Community Early Warning Network,5,6.3921,Equitable Recovery and Housing Protection Program
51,DRR003,Critical Infrastructure Hardening,6,6.04407,Equitable Recovery and Housing Protection Program
52,DRR002,Community Early Warning Network,1,6.7895,Community Early Warning Network
52,DRR006,Equitable Recovery and Housing Protection Program,2,6.78568,Community Early Warning Network
52,DRR001,Floodplain Land-Use Restriction,3,6.50656,Community Early Warning Network
52,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.44382,Community Early Warning Network
52,DRR005,Integrated Preparedness and Response Training,5,6.14069,Community Early Warning Network
52,DRR003,Critical Infrastructure Hardening,6,6.09847,Community Early Warning Network
53,DRR005,Integrated Preparedness and Response Training,1,7.04067,Integrated Preparedness and Response Training
53,DRR006,Equitable Recovery and Housing Protection Program,2,6.96551,Integrated Preparedness and Response Training
53,DRR002,Community Early Warning Network,3,6.67308,Integrated Preparedness and Response Training
53,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.60528,Integrated Preparedness and Response Training
53,DRR001,Floodplain Land-Use Restriction,5,6.24683,Integrated Preparedness and Response Training
53,DRR003,Critical Infrastructure Hardening,6,5.94144,Integrated Preparedness and Response Training
54,DRR005,Integrated Preparedness and Response Training,1,6.74976,Integrated Preparedness and Response Training
54,DRR006,Equitable Recovery and Housing Protection Program,2,6.63024,Integrated Preparedness and Response Training
54,DRR001,Floodplain Land-Use Restriction,3,6.43934,Integrated Preparedness and Response Training
54,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.41456,Integrated Preparedness and Response Training
54,DRR002,Community Early Warning Network,5,6.3236,Integrated Preparedness and Response Training
54,DRR003,Critical Infrastructure Hardening,6,6.02635,Integrated Preparedness and Response Training
55,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.88121,Ecosystem-Based Flood and Fire Risk Reduction
55,DRR002,Community Early Warning Network,2,6.81726,Ecosystem-Based Flood and Fire Risk Reduction
55,DRR005,Integrated Preparedness and Response Training,3,6.78075,Ecosystem-Based Flood and Fire Risk Reduction
55,DRR006,Equitable Recovery and Housing Protection Program,4,6.72928,Ecosystem-Based Flood and Fire Risk Reduction
55,DRR001,Floodplain Land-Use Restriction,5,6.15954,Ecosystem-Based Flood and Fire Risk Reduction
55,DRR003,Critical Infrastructure Hardening,6,6.03337,Ecosystem-Based Flood and Fire Risk Reduction
56,DRR006,Equitable Recovery and Housing Protection Program,1,6.89071,Equitable Recovery and Housing Protection Program
56,DRR005,Integrated Preparedness and Response Training,2,6.45894,Equitable Recovery and Housing Protection Program
56,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.4474,Equitable Recovery and Housing Protection Program
56,DRR002,Community Early Warning Network,4,6.28987,Equitable Recovery and Housing Protection Program
56,DRR003,Critical Infrastructure Hardening,5,6.03845,Equitable Recovery and Housing Protection Program
56,DRR001,Floodplain Land-Use Restriction,6,5.95784,Equitable Recovery and Housing Protection Program
57,DRR006,Equitable Recovery and Housing Protection Program,1,6.77303,Equitable Recovery and Housing Protection Program
57,DRR005,Integrated Preparedness and Response Training,2,6.65291,Equitable Recovery and Housing Protection Program
57,DRR002,Community Early Warning Network,3,6.40134,Equitable Recovery and Housing Protection Program
57,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.38296,Equitable Recovery and Housing Protection Program
57,DRR001,Floodplain Land-Use Restriction,5,6.28568,Equitable Recovery and Housing Protection Program
57,DRR003,Critical Infrastructure Hardening,6,6.06495,Equitable Recovery and Housing Protection Program
58,DRR006,Equitable Recovery and Housing Protection Program,1,6.97952,Equitable Recovery and Housing Protection Program
58,DRR002,Community Early Warning Network,2,6.72972,Equitable Recovery and Housing Protection Program
58,DRR005,Integrated Preparedness and Response Training,3,6.59536,Equitable Recovery and Housing Protection Program
58,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.25107,Equitable Recovery and Housing Protection Program
58,DRR003,Critical Infrastructure Hardening,5,6.20155,Equitable Recovery and Housing Protection Program
58,DRR001,Floodplain Land-Use Restriction,6,5.97833,Equitable Recovery and Housing Protection Program
59,DRR006,Equitable Recovery and Housing Protection Program,1,6.74567,Equitable Recovery and Housing Protection Program
59,DRR001,Floodplain Land-Use Restriction,2,6.66823,Equitable Recovery and Housing Protection Program
59,DRR002,Community Early Warning Network,3,6.56061,Equitable Recovery and Housing Protection Program
59,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.46121,Equitable Recovery and Housing Protection Program
59,DRR005,Integrated Preparedness and Response Training,5,6.41407,Equitable Recovery and Housing Protection Program
59,DRR003,Critical Infrastructure Hardening,6,5.8187,Equitable Recovery and Housing Protection Program
60,DRR002,Community Early Warning Network,1,6.96447,Community Early Warning Network
60,DRR001,Floodplain Land-Use Restriction,2,6.74879,Community Early Warning Network
60,DRR005,Integrated Preparedness and Response Training,3,6.54003,Community Early Warning Network
60,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.49432,Community Early Warning Network
60,DRR006,Equitable Recovery and Housing Protection Program,5,6.45756,Community Early Warning Network
60,DRR003,Critical Infrastructure Hardening,6,6.37545,Community Early Warning Network
61,DRR006,Equitable Recovery and Housing Protection Program,1,6.91674,Equitable Recovery and Housing Protection Program
61,DRR002,Community Early Warning Network,2,6.82625,Equitable Recovery and Housing Protection Program
61,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.62482,Equitable Recovery and Housing Protection Program
61,DRR005,Integrated Preparedness and Response Training,4,6.48222,Equitable Recovery and Housing Protection Program
61,DRR001,Floodplain Land-Use Restriction,5,6.37554,Equitable Recovery and Housing Protection Program
61,DRR003,Critical Infrastructure Hardening,6,6.2091,Equitable Recovery and Housing Protection Program
62,DRR002,Community Early Warning Network,1,6.85493,Community Early Warning Network
62,DRR006,Equitable Recovery and Housing Protection Program,2,6.79865,Community Early Warning Network
62,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.63021,Community Early Warning Network
62,DRR005,Integrated Preparedness and Response Training,4,6.60217,Community Early Warning Network
62,DRR001,Floodplain Land-Use Restriction,5,6.35742,Community Early Warning Network
62,DRR003,Critical Infrastructure Hardening,6,6.20505,Community Early Warning Network
63,DRR006,Equitable Recovery and Housing Protection Program,1,6.67637,Equitable Recovery and Housing Protection Program
63,DRR002,Community Early Warning Network,2,6.6606,Equitable Recovery and Housing Protection Program
63,DRR005,Integrated Preparedness and Response Training,3,6.62471,Equitable Recovery and Housing Protection Program
63,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.4458,Equitable Recovery and Housing Protection Program
63,DRR001,Floodplain Land-Use Restriction,5,6.34188,Equitable Recovery and Housing Protection Program
63,DRR003,Critical Infrastructure Hardening,6,6.16028,Equitable Recovery and Housing Protection Program
64,DRR006,Equitable Recovery and Housing Protection Program,1,6.67846,Equitable Recovery and Housing Protection Program
64,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.54761,Equitable Recovery and Housing Protection Program
64,DRR005,Integrated Preparedness and Response Training,3,6.50435,Equitable Recovery and Housing Protection Program
64,DRR001,Floodplain Land-Use Restriction,4,6.14781,Equitable Recovery and Housing Protection Program
64,DRR003,Critical Infrastructure Hardening,5,6.12797,Equitable Recovery and Housing Protection Program
64,DRR002,Community Early Warning Network,6,6.06013,Equitable Recovery and Housing Protection Program
65,DRR006,Equitable Recovery and Housing Protection Program,1,7.10153,Equitable Recovery and Housing Protection Program
65,DRR002,Community Early Warning Network,2,6.8939,Equitable Recovery and Housing Protection Program
65,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.61348,Equitable Recovery and Housing Protection Program
65,DRR005,Integrated Preparedness and Response Training,4,6.4228,Equitable Recovery and Housing Protection Program
65,DRR001,Floodplain Land-Use Restriction,5,5.84941,Equitable Recovery and Housing Protection Program
65,DRR003,Critical Infrastructure Hardening,6,5.76559,Equitable Recovery and Housing Protection Program
66,DRR006,Equitable Recovery and Housing Protection Program,1,7.04641,Equitable Recovery and Housing Protection Program
66,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.49559,Equitable Recovery and Housing Protection Program
66,DRR005,Integrated Preparedness and Response Training,3,6.48673,Equitable Recovery and Housing Protection Program
66,DRR002,Community Early Warning Network,4,6.45118,Equitable Recovery and Housing Protection Program
66,DRR003,Critical Infrastructure Hardening,5,6.16215,Equitable Recovery and Housing Protection Program
66,DRR001,Floodplain Land-Use Restriction,6,6.00021,Equitable Recovery and Housing Protection Program
67,DRR006,Equitable Recovery and Housing Protection Program,1,6.75361,Equitable Recovery and Housing Protection Program
67,DRR001,Floodplain Land-Use Restriction,2,6.59957,Equitable Recovery and Housing Protection Program
67,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.53532,Equitable Recovery and Housing Protection Program
67,DRR003,Critical Infrastructure Hardening,4,6.52323,Equitable Recovery and Housing Protection Program
67,DRR002,Community Early Warning Network,5,6.45395,Equitable Recovery and Housing Protection Program
67,DRR005,Integrated Preparedness and Response Training,6,6.30705,Equitable Recovery and Housing Protection Program
68,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.98343,Ecosystem-Based Flood and Fire Risk Reduction
68,DRR006,Equitable Recovery and Housing Protection Program,2,6.86351,Ecosystem-Based Flood and Fire Risk Reduction
68,DRR002,Community Early Warning Network,3,6.58011,Ecosystem-Based Flood and Fire Risk Reduction
68,DRR001,Floodplain Land-Use Restriction,4,6.46367,Ecosystem-Based Flood and Fire Risk Reduction
68,DRR003,Critical Infrastructure Hardening,5,6.38713,Ecosystem-Based Flood and Fire Risk Reduction
68,DRR005,Integrated Preparedness and Response Training,6,6.32613,Ecosystem-Based Flood and Fire Risk Reduction
69,DRR006,Equitable Recovery and Housing Protection Program,1,7.15889,Equitable Recovery and Housing Protection Program
69,DRR002,Community Early Warning Network,2,6.83366,Equitable Recovery and Housing Protection Program
69,DRR005,Integrated Preparedness and Response Training,3,6.48676,Equitable Recovery and Housing Protection Program
69,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.454,Equitable Recovery and Housing Protection Program
69,DRR001,Floodplain Land-Use Restriction,5,6.2545,Equitable Recovery and Housing Protection Program
69,DRR003,Critical Infrastructure Hardening,6,5.93138,Equitable Recovery and Housing Protection Program
