simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
38,IIR005,Cyber-Physical Security and Recovery Program,3,8.05474,Predictive Maintenance and Asset Renewal
38,IIR003,Digital Twin and Scenario Stress Testing,4,7.96423,Predictive Maintenance and Asset Renewal
38,IIR002,Sensor Monitoring and Early Warning Network,5,7.87801,Predictive Maintenance and Asset Renewal
38,IIR001,Critical Function and Dependency Mapping,6,7.87346,Predictive Maintenance and Asset Renewal
38,IIR007,Interoperability and Vendor Portability Strategy,7,7.79232,Predictive Maintenance and Asset Renewal
39,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.32919,Equity-Centered Climate Adaptation Portfolio
39,IIR005,Cyber-Physical Security and Recovery Program,2,8.15767,Equity-Centered Climate Adaptation Portfolio
39,IIR003,Digital Twin and Scenario Stress Testing,3,8.14471,Equity-Centered Climate Adaptation Portfolio
39,IIR001,Critical Function and Dependency Mapping,4,8.10931,Equity-Centered Climate Adaptation Portfolio
39,IIR004,Predictive Maintenance and Asset Renewal,5,7.93759,Equity-Centered Climate Adaptation Portfolio
39,IIR002,Sensor Monitoring and Early Warning Network,6,7.71853,Equity-Centered Climate Adaptation Portfolio
39,IIR007,Interoperability and Vendor Portability Strategy,7,7.32028,Equity-Centered Climate Adaptation Portfolio
40,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.08023,Equity-Centered Climate Adaptation Portfolio
40,IIR003,Digital Twin and Scenario Stress Testing,2,7.98056,Equity-Centered Climate Adaptation Portfolio
40,IIR004,Predictive Maintenance and Asset Renewal,3,7.8726,Equity-Centered Climate Adaptation Portfolio
40,IIR005,Cyber-Physical Security and Recovery Program,4,7.80685,Equity-Centered Climate Adaptation Portfolio
40,IIR007,Interoperability and Vendor Portability Strategy,5,7.6795,Equity-Centered Climate Adaptation Portfolio
40,IIR001,Critical Function and Dependency Mapping,6,7.558,Equity-Centered Climate Adaptation Portfolio
40,IIR002,Sensor Monitoring and Early Warning Network,7,7.39239,Equity-Centered Climate Adaptation Portfolio
41,IIR004,Predictive Maintenance and Asset Renewal,1,8.36243,Predictive Maintenance and Asset Renewal
41,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.30457,Predictive Maintenance and Asset Renewal
41,IIR003,Digital Twin and Scenario Stress Testing,3,8.21566,Predictive Maintenance and Asset Renewal
41,IIR005,Cyber-Physical Security and Recovery Program,4,8.00947,Predictive Maintenance and Asset Renewal
41,IIR002,Sensor Monitoring and Early Warning Network,5,7.93698,Predictive Maintenance and Asset Renewal
41,IIR001,Critical Function and Dependency Mapping,6,7.74089,Predictive Maintenance and Asset Renewal
41,IIR007,Interoperability and Vendor Portability Strategy,7,7.44484,Predictive Maintenance and Asset Renewal
42,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.00692,Equity-Centered Climate Adaptation Portfolio
42,IIR003,Digital Twin and Scenario Stress Testing,2,7.98548,Equity-Centered Climate Adaptation Portfolio
42,IIR004,Predictive Maintenance and Asset Renewal,3,7.98238,Equity-Centered Climate Adaptation Portfolio
42,IIR001,Critical Function and Dependency Mapping,4,7.97239,Equity-Centered Climate Adaptation Portfolio
42,IIR005,Cyber-Physical Security and Recovery Program,5,7.95335,Equity-Centered Climate Adaptation Portfolio
42,IIR007,Interoperability and Vendor Portability Strategy,6,7.91693,Equity-Centered Climate Adaptation Portfolio
42,IIR002,Sensor Monitoring and Early Warning Network,7,7.51282,Equity-Centered Climate Adaptation Portfolio
43,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.2763,Equity-Centered Climate Adaptation Portfolio
43,IIR003,Digital Twin and Scenario Stress Testing,2,7.97644,Equity-Centered Climate Adaptation Portfolio
43,IIR004,Predictive Maintenance and Asset Renewal,3,7.97508,Equity-Centered Climate Adaptation Portfolio
43,IIR001,Critical Function and Dependency Mapping,4,7.87679,Equity-Centered Climate Adaptation Portfolio
43,IIR005,Cyber-Physical Security and Recovery Program,5,7.78109,Equity-Centered Climate Adaptation Portfolio
43,IIR002,Sensor Monitoring and Early Warning Network,6,7.71306,Equity-Centered Climate Adaptation Portfolio
43,IIR007,Interoperability and Vendor Portability Strategy,7,7.70023,Equity-Centered Climate Adaptation Portfolio
44,IIR004,Predictive Maintenance and Asset Renewal,1,8.27247,Predictive Maintenance and Asset Renewal
44,IIR003,Digital Twin and Scenario Stress Testing,2,8.11117,Predictive Maintenance and Asset Renewal
44,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.07726,Predictive Maintenance and Asset Renewal
44,IIR002,Sensor Monitoring and Early Warning Network,4,7.96457,Predictive Maintenance and Asset Renewal
44,IIR001,Critical Function and Dependency Mapping,5,7.83058,Predictive Maintenance and Asset Renewal
44,IIR005,Cyber-Physical Security and Recovery Program,6,7.81219,Predictive Maintenance and Asset Renewal
44,IIR007,Interoperability and Vendor Portability Strategy,7,7.76593,Predictive Maintenance and Asset Renewal
45,IIR004,Predictive Maintenance and Asset Renewal,1,8.01213,Predictive Maintenance and Asset Renewal
45,IIR006,Equity-Centered Climate Adaptation Portfolio,2,7.91676,Predictive Maintenance and Asset Renewal
45,IIR003,Digital Twin and Scenario Stress Testing,3,7.86869,Predictive Maintenance and Asset Renewal
45,IIR005,Cyber-Physical Security and Recovery Program,4,7.86319,Predictive Maintenance and Asset Renewal
45,IIR001,Critical Function and Dependency Mapping,5,7.79588,Predictive Maintenance and Asset Renewal
45,IIR007,Interoperability and Vendor Portability Strategy,6,7.59809,Predictive Maintenance and Asset Renewal
45,IIR002,Sensor Monitoring and Early Warning Network,7,7.53831,Predictive Maintenance and Asset Renewal
46,IIR003,Digital Twin and Scenario Stress Testing,1,7.84629,Digital Twin and Scenario Stress Testing
46,IIR005,Cyber-Physical Security and Recovery Program,2,7.84173,Digital Twin and Scenario Stress Testing
46,IIR001,Critical Function and Dependency Mapping,3,7.82915,Digital Twin and Scenario Stress Testing
46,IIR006,Equity-Centered Climate Adaptation Portfolio,4,7.79311,Digital Twin and Scenario Stress Testing
46,IIR007,Interoperability and Vendor Portability Strategy,5,7.74943,Digital Twin and Scenario Stress Testing
46,IIR004,Predictive Maintenance and Asset Renewal,6,7.65244,Digital Twin and Scenario Stress Testing
46,IIR002,Sensor Monitoring and Early Warning Network,7,7.62777,Digital Twin and Scenario Stress Testing
47,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.27933,Equity-Centered Climate Adaptation Portfolio
47,IIR004,Predictive Maintenance and Asset Renewal,2,8.12619,Equity-Centered Climate Adaptation Portfolio
47,IIR002,Sensor Monitoring and Early Warning Network,3,8.08597,Equity-Centered Climate Adaptation Portfolio
47,IIR007,Interoperability and Vendor Portability Strategy,4,7.79063,Equity-Centered Climate Adaptation Portfolio
47,IIR001,Critical Function and Dependency Mapping,5,7.75874,Equity-Centered Climate Adaptation Portfolio
47,IIR005,Cyber-Physical Security and Recovery Program,6,7.7271,Equity-Centered Climate Adaptation Portfolio
47,IIR003,Digital Twin and Scenario Stress Testing,7,7.69531,Equity-Centered Climate Adaptation Portfolio
48,IIR003,Digital Twin and Scenario Stress Testing,1,8.1649,Digital Twin and Scenario Stress Testing
48,IIR004,Predictive Maintenance and Asset Renewal,2,8.11934,Digital Twin and Scenario Stress Testing
48,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.04513,Digital Twin and Scenario Stress Testing
48,IIR005,Cyber-Physical Security and Recovery Program,4,7.89306,Digital Twin and Scenario Stress Testing
48,IIR001,Critical Function and Dependency Mapping,5,7.75685,Digital Twin and Scenario Stress Testing
48,IIR007,Interoperability and Vendor Portability Strategy,6,7.71524,Digital Twin and Scenario Stress Testing
48,IIR002,Sensor Monitoring and Early Warning Network,7,7.597,Digital Twin and Scenario Stress Testing
49,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.34582,Equity-Centered Climate Adaptation Portfolio
49,IIR001,Critical Function and Dependency Mapping,2,8.07804,Equity-Centered Climate Adaptation Portfolio
49,IIR007,Interoperability and Vendor Portability Strategy,3,7.97693,Equity-Centered Climate Adaptation Portfolio
49,IIR005,Cyber-Physical Security and Recovery Program,4,7.93496,Equity-Centered Climate Adaptation Portfolio
49,IIR004,Predictive Maintenance and Asset Renewal,5,7.86823,Equity-Centered Climate Adaptation Portfolio
49,IIR002,Sensor Monitoring and Early Warning Network,6,7.7783,Equity-Centered Climate Adaptation Portfolio
49,IIR003,Digital Twin and Scenario Stress Testing,7,7.70574,Equity-Centered Climate Adaptation Portfolio
50,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.35766,Equity-Centered Climate Adaptation Portfolio
50,IIR005,Cyber-Physical Security and Recovery Program,2,7.88773,Equity-Centered Climate Adaptation Portfolio
50,IIR001,Critical Function and Dependency Mapping,3,7.85213,Equity-Centered Climate Adaptation Portfolio
50,IIR002,Sensor Monitoring and Early Warning Network,4,7.74569,Equity-Centered Climate Adaptation Portfolio
50,IIR003,Digital Twin and Scenario Stress Testing,5,7.71961,Equity-Centered Climate Adaptation Portfolio
50,IIR004,Predictive Maintenance and Asset Renewal,6,7.65621,Equity-Centered Climate Adaptation Portfolio
50,IIR007,Interoperability and Vendor Portability Strategy,7,7.50339,Equity-Centered Climate Adaptation Portfolio
51,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.29564,Equity-Centered Climate Adaptation Portfolio
51,IIR004,Predictive Maintenance and Asset Renewal,2,8.23639,Equity-Centered Climate Adaptation Portfolio
51,IIR003,Digital Twin and Scenario Stress Testing,3,8.21392,Equity-Centered Climate Adaptation Portfolio
51,IIR002,Sensor Monitoring and Early Warning Network,4,8.11884,Equity-Centered Climate Adaptation Portfolio
51,IIR005,Cyber-Physical Security and Recovery Program,5,8.02838,Equity-Centered Climate Adaptation Portfolio
51,IIR007,Interoperability and Vendor Portability Strategy,6,7.85485,Equity-Centered Climate Adaptation Portfolio
51,IIR001,Critical Function and Dependency Mapping,7,7.68474,Equity-Centered Climate Adaptation Portfolio
52,IIR004,Predictive Maintenance and Asset Renewal,1,8.36321,Predictive Maintenance and Asset Renewal
52,IIR003,Digital Twin and Scenario Stress Testing,2,8.03387,Predictive Maintenance and Asset Renewal
52,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.01739,Predictive Maintenance and Asset Renewal
52,IIR007,Interoperability and Vendor Portability Strategy,4,7.96927,Predictive Maintenance and Asset Renewal
52,IIR005,Cyber-Physical Security and Recovery Program,5,7.95319,Predictive Maintenance and Asset Renewal
52,IIR001,Critical Function and Dependency Mapping,6,7.70029,Predictive Maintenance and Asset Renewal
52,IIR002,Sensor Monitoring and Early Warning Network,7,7.52722,Predictive Maintenance and Asset Renewal
53,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.17865,Equity-Centered Climate Adaptation Portfolio
53,IIR007,Interoperability and Vendor Portability Strategy,2,8.07284,Equity-Centered Climate Adaptation Portfolio
53,IIR004,Predictive Maintenance and Asset Renewal,3,8.01578,Equity-Centered Climate Adaptation Portfolio
53,IIR003,Digital Twin and Scenario Stress Testing,4,7.98554,Equity-Centered Climate Adaptation Portfolio
53,IIR002,Sensor Monitoring and Early Warning Network,5,7.79462,Equity-Centered Climate Adaptation Portfolio
53,IIR005,Cyber-Physical Security and Recovery Program,6,7.66208,Equity-Centered Climate Adaptation Portfolio
53,IIR001,Critical Function and Dependency Mapping,7,7.66056,Equity-Centered Climate Adaptation Portfolio
54,IIR004,Predictive Maintenance and Asset Renewal,1,8.2203,Predictive Maintenance and Asset Renewal
54,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.18728,Predictive Maintenance and Asset Renewal
54,IIR002,Sensor Monitoring and Early Warning Network,3,8.11598,Predictive Maintenance and Asset Renewal
54,IIR001,Critical Function and Dependency Mapping,4,8.07854,Predictive Maintenance and Asset Renewal
54,IIR007,Interoperability and Vendor Portability Strategy,5,7.89111,Predictive Maintenance and Asset Renewal
54,IIR005,Cyber-Physical Security and Recovery Program,6,7.84553,Predictive Maintenance and Asset Renewal
54,IIR003,Digital Twin and Scenario Stress Testing,7,7.75139,Predictive Maintenance and Asset Renewal
55,IIR001,Critical Function and Dependency Mapping,1,8.19191,Critical Function and Dependency Mapping
55,IIR003,Digital Twin and Scenario Stress Testing,2,8.19139,Critical Function and Dependency Mapping
55,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.1373,Critical Function and Dependency Mapping
55,IIR005,Cyber-Physical Security and Recovery Program,4,7.93126,Critical Function and Dependency Mapping
55,IIR007,Interoperability and Vendor Portability Strategy,5,7.81045,Critical Function and Dependency Mapping
55,IIR002,Sensor Monitoring and Early Warning Network,6,7.70644,Critical Function and Dependency Mapping
55,IIR004,Predictive Maintenance and Asset Renewal,7,7.70455,Critical Function and Dependency Mapping
56,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.47692,Equity-Centered Climate Adaptation Portfolio
56,IIR004,Predictive Maintenance and Asset Renewal,2,8.10894,Equity-Centered Climate Adaptation Portfolio
56,IIR005,Cyber-Physical Security and Recovery Program,3,7.86875,Equity-Centered Climate Adaptation Portfolio
56,IIR002,Sensor Monitoring and Early Warning Network,4,7.80408,Equity-Centered Climate Adaptation Portfolio
56,IIR007,Interoperability and Vendor Portability Strategy,5,7.61407,Equity-Centered Climate Adaptation Portfolio
56,IIR003,Digital Twin and Scenario Stress Testing,6,7.61153,Equity-Centered Climate Adaptation Portfolio
56,IIR001,Critical Function and Dependency Mapping,7,7.60623,Equity-Centered Climate Adaptation Portfolio
57,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.4719,Equity-Centered Climate Adaptation Portfolio
57,IIR005,Cyber-Physical Security and Recovery Program,2,8.17797,Equity-Centered Climate Adaptation Portfolio
57,IIR001,Critical Function and Dependency Mapping,3,8.13275,Equity-Centered Climate Adaptation Portfolio
57,IIR003,Digital Twin and Scenario Stress Testing,4,7.90061,Equity-Centered Climate Adaptation Portfolio
57,IIR007,Interoperability and Vendor Portability Strategy,5,7.66335,Equity-Centered Climate Adaptation Portfolio
57,IIR002,Sensor Monitoring and Early Warning Network,6,7.58158,Equity-Centered Climate Adaptation Portfolio
57,IIR004,Predictive Maintenance and Asset Renewal,7,7.57244,Equity-Centered Climate Adaptation Portfolio
58,IIR003,Digital Twin and Scenario Stress Testing,1,8.20892,Digital Twin and Scenario Stress Testing
58,IIR002,Sensor Monitoring and Early Warning Network,2,7.98987,Digital Twin and Scenario Stress Testing
58,IIR004,Predictive Maintenance and Asset Renewal,3,7.97556,Digital Twin and Scenario Stress Testing
58,IIR007,Interoperability and Vendor Portability Strategy,4,7.93044,Digital Twin and Scenario Stress Testing
58,IIR006,Equity-Centered Climate Adaptation Portfolio,5,7.85178,Digital Twin and Scenario Stress Testing
58,IIR001,Critical Function and Dependency Mapping,6,7.69826,Digital Twin and Scenario Stress Testing
58,IIR005,Cyber-Physical Security and Recovery Program,7,7.68281,Digital Twin and Scenario Stress Testing
59,IIR003,Digital Twin and Scenario Stress Testing,1,8.21238,Digital Twin and Scenario Stress Testing
59,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.16288,Digital Twin and Scenario Stress Testing
59,IIR007,Interoperability and Vendor Portability Strategy,3,8.00507,Digital Twin and Scenario Stress Testing
