simulation_id,framework_id,framework,rank,metric_value,winner
60,RM001,Indicator Dashboard,5,5.49003,Hybrid Structural and Dynamic Assessment
61,RM005,Hybrid Structural and Dynamic Assessment,1,6.79833,Hybrid Structural and Dynamic Assessment
61,RM003,Scenario Stress-Test Framework,2,6.0217,Hybrid Structural and Dynamic Assessment
61,RM004,Participatory Resilience Assessment,3,5.7904,Hybrid Structural and Dynamic Assessment
61,RM001,Indicator Dashboard,4,5.48985,Hybrid Structural and Dynamic Assessment
61,RM002,Performance and Recovery Monitoring,5,5.466,Hybrid Structural and Dynamic Assessment
62,RM005,Hybrid Structural and Dynamic Assessment,1,7.02125,Hybrid Structural and Dynamic Assessment
62,RM003,Scenario Stress-Test Framework,2,6.43644,Hybrid Structural and Dynamic Assessment
62,RM001,Indicator Dashboard,3,6.03515,Hybrid Structural and Dynamic Assessment
62,RM004,Participatory Resilience Assessment,4,5.69391,Hybrid Structural and Dynamic Assessment
62,RM002,Performance and Recovery Monitoring,5,5.54079,Hybrid Structural and Dynamic Assessment
63,RM005,Hybrid Structural and Dynamic Assessment,1,6.96536,Hybrid Structural and Dynamic Assessment
63,RM004,Participatory Resilience Assessment,2,6.05688,Hybrid Structural and Dynamic Assessment
63,RM003,Scenario Stress-Test Framework,3,6.02712,Hybrid Structural and Dynamic Assessment
63,RM002,Performance and Recovery Monitoring,4,5.69408,Hybrid Structural and Dynamic Assessment
63,RM001,Indicator Dashboard,5,5.48307,Hybrid Structural and Dynamic Assessment
64,RM005,Hybrid Structural and Dynamic Assessment,1,6.77557,Hybrid Structural and Dynamic Assessment
64,RM003,Scenario Stress-Test Framework,2,6.17093,Hybrid Structural and Dynamic Assessment
64,RM002,Performance and Recovery Monitoring,3,6.02674,Hybrid Structural and Dynamic Assessment
64,RM004,Participatory Resilience Assessment,4,6.00766,Hybrid Structural and Dynamic Assessment
64,RM001,Indicator Dashboard,5,5.58427,Hybrid Structural and Dynamic Assessment
65,RM005,Hybrid Structural and Dynamic Assessment,1,6.6071,Hybrid Structural and Dynamic Assessment
65,RM004,Participatory Resilience Assessment,2,5.93599,Hybrid Structural and Dynamic Assessment
65,RM002,Performance and Recovery Monitoring,3,5.86557,Hybrid Structural and Dynamic Assessment
65,RM003,Scenario Stress-Test Framework,4,5.81342,Hybrid Structural and Dynamic Assessment
65,RM001,Indicator Dashboard,5,5.42642,Hybrid Structural and Dynamic Assessment
66,RM005,Hybrid Structural and Dynamic Assessment,1,6.80959,Hybrid Structural and Dynamic Assessment
66,RM003,Scenario Stress-Test Framework,2,6.19731,Hybrid Structural and Dynamic Assessment
66,RM002,Performance and Recovery Monitoring,3,5.91961,Hybrid Structural and Dynamic Assessment
66,RM004,Participatory Resilience Assessment,4,5.70151,Hybrid Structural and Dynamic Assessment
66,RM001,Indicator Dashboard,5,5.52982,Hybrid Structural and Dynamic Assessment
67,RM005,Hybrid Structural and Dynamic Assessment,1,6.81207,Hybrid Structural and Dynamic Assessment
67,RM001,Indicator Dashboard,2,6.06002,Hybrid Structural and Dynamic Assessment
67,RM003,Scenario Stress-Test Framework,3,6.01641,Hybrid Structural and Dynamic Assessment
67,RM004,Participatory Resilience Assessment,4,5.84647,Hybrid Structural and Dynamic Assessment
67,RM002,Performance and Recovery Monitoring,5,5.6456,Hybrid Structural and Dynamic Assessment
68,RM005,Hybrid Structural and Dynamic Assessment,1,6.91779,Hybrid Structural and Dynamic Assessment
68,RM004,Participatory Resilience Assessment,2,6.05869,Hybrid Structural and Dynamic Assessment
68,RM002,Performance and Recovery Monitoring,3,5.90248,Hybrid Structural and Dynamic Assessment
68,RM003,Scenario Stress-Test Framework,4,5.74533,Hybrid Structural and Dynamic Assessment
68,RM001,Indicator Dashboard,5,5.33258,Hybrid Structural and Dynamic Assessment
69,RM005,Hybrid Structural and Dynamic Assessment,1,6.63126,Hybrid Structural and Dynamic Assessment
69,RM004,Participatory Resilience Assessment,2,6.0336,Hybrid Structural and Dynamic Assessment
69,RM002,Performance and Recovery Monitoring,3,5.95053,Hybrid Structural and Dynamic Assessment
69,RM003,Scenario Stress-Test Framework,4,5.77217,Hybrid Structural and Dynamic Assessment
69,RM001,Indicator Dashboard,5,5.59429,Hybrid Structural and Dynamic Assessment
70,RM005,Hybrid Structural and Dynamic Assessment,1,7.02893,Hybrid Structural and Dynamic Assessment
70,RM003,Scenario Stress-Test Framework,2,6.40189,Hybrid Structural and Dynamic Assessment
70,RM002,Performance and Recovery Monitoring,3,5.86406,Hybrid Structural and Dynamic Assessment
70,RM004,Participatory Resilience Assessment,4,5.86288,Hybrid Structural and Dynamic Assessment
70,RM001,Indicator Dashboard,5,5.38336,Hybrid Structural and Dynamic Assessment
71,RM005,Hybrid Structural and Dynamic Assessment,1,7.08227,Hybrid Structural and Dynamic Assessment
71,RM002,Performance and Recovery Monitoring,2,5.98147,Hybrid Structural and Dynamic Assessment
71,RM004,Participatory Resilience Assessment,3,5.82958,Hybrid Structural and Dynamic Assessment
71,RM001,Indicator Dashboard,4,5.68715,Hybrid Structural and Dynamic Assessment
71,RM003,Scenario Stress-Test Framework,5,5.59394,Hybrid Structural and Dynamic Assessment
72,RM005,Hybrid Structural and Dynamic Assessment,1,6.79755,Hybrid Structural and Dynamic Assessment
72,RM004,Participatory Resilience Assessment,2,6.26251,Hybrid Structural and Dynamic Assessment
72,RM003,Scenario Stress-Test Framework,3,6.03681,Hybrid Structural and Dynamic Assessment
72,RM002,Performance and Recovery Monitoring,4,6.01156,Hybrid Structural and Dynamic Assessment
72,RM001,Indicator Dashboard,5,5.46104,Hybrid Structural and Dynamic Assessment
73,RM005,Hybrid Structural and Dynamic Assessment,1,6.80233,Hybrid Structural and Dynamic Assessment
73,RM004,Participatory Resilience Assessment,2,6.26682,Hybrid Structural and Dynamic Assessment
73,RM003,Scenario Stress-Test Framework,3,5.96661,Hybrid Structural and Dynamic Assessment
73,RM001,Indicator Dashboard,4,5.80245,Hybrid Structural and Dynamic Assessment
73,RM002,Performance and Recovery Monitoring,5,5.75249,Hybrid Structural and Dynamic Assessment
74,RM005,Hybrid Structural and Dynamic Assessment,1,7.32241,Hybrid Structural and Dynamic Assessment
74,RM003,Scenario Stress-Test Framework,2,5.86569,Hybrid Structural and Dynamic Assessment
74,RM004,Participatory Resilience Assessment,3,5.72356,Hybrid Structural and Dynamic Assessment
74,RM002,Performance and Recovery Monitoring,4,5.6263,Hybrid Structural and Dynamic Assessment
74,RM001,Indicator Dashboard,5,5.3419,Hybrid Structural and Dynamic Assessment
75,RM005,Hybrid Structural and Dynamic Assessment,1,7.04388,Hybrid Structural and Dynamic Assessment
75,RM003,Scenario Stress-Test Framework,2,6.13801,Hybrid Structural and Dynamic Assessment
75,RM004,Participatory Resilience Assessment,3,6.12045,Hybrid Structural and Dynamic Assessment
75,RM001,Indicator Dashboard,4,5.9034,Hybrid Structural and Dynamic Assessment
75,RM002,Performance and Recovery Monitoring,5,5.56367,Hybrid Structural and Dynamic Assessment
76,RM005,Hybrid Structural and Dynamic Assessment,1,6.96868,Hybrid Structural and Dynamic Assessment
76,RM004,Participatory Resilience Assessment,2,6.39279,Hybrid Structural and Dynamic Assessment
76,RM003,Scenario Stress-Test Framework,3,6.09622,Hybrid Structural and Dynamic Assessment
76,RM002,Performance and Recovery Monitoring,4,5.89506,Hybrid Structural and Dynamic Assessment
76,RM001,Indicator Dashboard,5,5.25498,Hybrid Structural and Dynamic Assessment
77,RM005,Hybrid Structural and Dynamic Assessment,1,6.78498,Hybrid Structural and Dynamic Assessment
77,RM003,Scenario Stress-Test Framework,2,6.58354,Hybrid Structural and Dynamic Assessment
77,RM004,Participatory Resilience Assessment,3,6.05265,Hybrid Structural and Dynamic Assessment
77,RM002,Performance and Recovery Monitoring,4,5.79906,Hybrid Structural and Dynamic Assessment
77,RM001,Indicator Dashboard,5,5.46345,Hybrid Structural and Dynamic Assessment
78,RM005,Hybrid Structural and Dynamic Assessment,1,6.48936,Hybrid Structural and Dynamic Assessment
78,RM003,Scenario Stress-Test Framework,2,6.38221,Hybrid Structural and Dynamic Assessment
78,RM004,Participatory Resilience Assessment,3,6.15925,Hybrid Structural and Dynamic Assessment
78,RM002,Performance and Recovery Monitoring,4,5.82053,Hybrid Structural and Dynamic Assessment
78,RM001,Indicator Dashboard,5,5.44554,Hybrid Structural and Dynamic Assessment
79,RM005,Hybrid Structural and Dynamic Assessment,1,6.91344,Hybrid Structural and Dynamic Assessment
79,RM003,Scenario Stress-Test Framework,2,6.33309,Hybrid Structural and Dynamic Assessment
79,RM004,Participatory Resilience Assessment,3,6.17719,Hybrid Structural and Dynamic Assessment
79,RM002,Performance and Recovery Monitoring,4,6.00053,Hybrid Structural and Dynamic Assessment
79,RM001,Indicator Dashboard,5,5.95497,Hybrid Structural and Dynamic Assessment
80,RM005,Hybrid Structural and Dynamic Assessment,1,6.91364,Hybrid Structural and Dynamic Assessment
80,RM004,Participatory Resilience Assessment,2,6.16681,Hybrid Structural and Dynamic Assessment
80,RM003,Scenario Stress-Test Framework,3,5.99736,Hybrid Structural and Dynamic Assessment
80,RM002,Performance and Recovery Monitoring,4,5.73385,Hybrid Structural and Dynamic Assessment
80,RM001,Indicator Dashboard,5,5.5359,Hybrid Structural and Dynamic Assessment
81,RM005,Hybrid Structural and Dynamic Assessment,1,6.95986,Hybrid Structural and Dynamic Assessment
81,RM003,Scenario Stress-Test Framework,2,6.22327,Hybrid Structural and Dynamic Assessment
81,RM004,Participatory Resilience Assessment,3,6.02526,Hybrid Structural and Dynamic Assessment
81,RM002,Performance and Recovery Monitoring,4,6.00071,Hybrid Structural and Dynamic Assessment
81,RM001,Indicator Dashboard,5,5.77204,Hybrid Structural and Dynamic Assessment
82,RM005,Hybrid Structural and Dynamic Assessment,1,6.8763,Hybrid Structural and Dynamic Assessment
82,RM004,Participatory Resilience Assessment,2,5.9591,Hybrid Structural and Dynamic Assessment
82,RM003,Scenario Stress-Test Framework,3,5.95027,Hybrid Structural and Dynamic Assessment
82,RM001,Indicator Dashboard,4,5.7989,Hybrid Structural and Dynamic Assessment
82,RM002,Performance and Recovery Monitoring,5,5.69267,Hybrid Structural and Dynamic Assessment
83,RM005,Hybrid Structural and Dynamic Assessment,1,6.91067,Hybrid Structural and Dynamic Assessment
83,RM003,Scenario Stress-Test Framework,2,6.55567,Hybrid Structural and Dynamic Assessment
83,RM002,Performance and Recovery Monitoring,3,6.07286,Hybrid Structural and Dynamic Assessment
83,RM004,Participatory Resilience Assessment,4,5.76287,Hybrid Structural and Dynamic Assessment
83,RM001,Indicator Dashboard,5,5.75359,Hybrid Structural and Dynamic Assessment
84,RM002,Performance and Recovery Monitoring,1,6.29518,Performance and Recovery Monitoring
84,RM004,Participatory Resilience Assessment,2,6.26724,Performance and Recovery Monitoring
84,RM005,Hybrid Structural and Dynamic Assessment,3,6.21922,Performance and Recovery Monitoring
84,RM003,Scenario Stress-Test Framework,4,5.92583,Performance and Recovery Monitoring
84,RM001,Indicator Dashboard,5,5.64966,Performance and Recovery Monitoring
85,RM005,Hybrid Structural and Dynamic Assessment,1,7.05322,Hybrid Structural and Dynamic Assessment
85,RM004,Participatory Resilience Assessment,2,6.23033,Hybrid Structural and Dynamic Assessment
85,RM001,Indicator Dashboard,3,6.22715,Hybrid Structural and Dynamic Assessment
85,RM003,Scenario Stress-Test Framework,4,6.13535,Hybrid Structural and Dynamic Assessment
85,RM002,Performance and Recovery Monitoring,5,5.51813,Hybrid Structural and Dynamic Assessment
86,RM005,Hybrid Structural and Dynamic Assessment,1,6.55748,Hybrid Structural and Dynamic Assessment
86,RM003,Scenario Stress-Test Framework,2,6.27095,Hybrid Structural and Dynamic Assessment
86,RM004,Participatory Resilience Assessment,3,5.91453,Hybrid Structural and Dynamic Assessment
86,RM002,Performance and Recovery Monitoring,4,5.82125,Hybrid Structural and Dynamic Assessment
86,RM001,Indicator Dashboard,5,5.67631,Hybrid Structural and Dynamic Assessment
87,RM003,Scenario Stress-Test Framework,1,6.5071,Scenario Stress-Test Framework
87,RM005,Hybrid Structural and Dynamic Assessment,2,6.27207,Scenario Stress-Test Framework
87,RM002,Performance and Recovery Monitoring,3,6.2395,Scenario Stress-Test Framework
87,RM004,Participatory Resilience Assessment,4,5.97843,Scenario Stress-Test Framework
87,RM001,Indicator Dashboard,5,5.83448,Scenario Stress-Test Framework
88,RM005,Hybrid Structural and Dynamic Assessment,1,6.50282,Hybrid Structural and Dynamic Assessment
88,RM004,Participatory Resilience Assessment,2,6.17962,Hybrid Structural and Dynamic Assessment
88,RM002,Performance and Recovery Monitoring,3,6.0054,Hybrid Structural and Dynamic Assessment
88,RM003,Scenario Stress-Test Framework,4,5.62943,Hybrid Structural and Dynamic Assessment
88,RM001,Indicator Dashboard,5,5.37832,Hybrid Structural and Dynamic Assessment
89,RM005,Hybrid Structural and Dynamic Assessment,1,6.80308,Hybrid Structural and Dynamic Assessment
89,RM003,Scenario Stress-Test Framework,2,6.03112,Hybrid Structural and Dynamic Assessment
89,RM002,Performance and Recovery Monitoring,3,5.93278,Hybrid Structural and Dynamic Assessment
89,RM004,Participatory Resilience Assessment,4,5.85154,Hybrid Structural and Dynamic Assessment
89,RM001,Indicator Dashboard,5,5.48706,Hybrid Structural and Dynamic Assessment
90,RM005,Hybrid Structural and Dynamic Assessment,1,6.89333,Hybrid Structural and Dynamic Assessment
90,RM004,Participatory Resilience Assessment,2,6.23342,Hybrid Structural and Dynamic Assessment
90,RM003,Scenario Stress-Test Framework,3,6.10973,Hybrid Structural and Dynamic Assessment
90,RM002,Performance and Recovery Monitoring,4,5.79155,Hybrid Structural and Dynamic Assessment
90,RM001,Indicator Dashboard,5,5.5491,Hybrid Structural and Dynamic Assessment
91,RM005,Hybrid Structural and Dynamic Assessment,1,6.85984,Hybrid Structural and Dynamic Assessment
91,RM004,Participatory Resilience Assessment,2,6.08426,Hybrid Structural and Dynamic Assessment
91,RM003,Scenario Stress-Test Framework,3,6.017,Hybrid Structural and Dynamic Assessment
91,RM001,Indicator Dashboard,4,5.72461,Hybrid Structural and Dynamic Assessment
91,RM002,Performance and Recovery Monitoring,5,5.70041,Hybrid Structural and Dynamic Assessment
92,RM005,Hybrid Structural and Dynamic Assessment,1,6.55886,Hybrid Structural and Dynamic Assessment
92,RM004,Participatory Resilience Assessment,2,6.417,Hybrid Structural and Dynamic Assessment
92,RM003,Scenario Stress-Test Framework,3,6.25371,Hybrid Structural and Dynamic Assessment
92,RM002,Performance and Recovery Monitoring,4,5.58123,Hybrid Structural and Dynamic Assessment
92,RM001,Indicator Dashboard,5,5.55594,Hybrid Structural and Dynamic Assessment
93,RM005,Hybrid Structural and Dynamic Assessment,1,6.91705,Hybrid Structural and Dynamic Assessment
93,RM004,Participatory Resilience Assessment,2,6.31153,Hybrid Structural and Dynamic Assessment
93,RM003,Scenario Stress-Test Framework,3,6.2607,Hybrid Structural and Dynamic Assessment
93,RM001,Indicator Dashboard,4,5.77272,Hybrid Structural and Dynamic Assessment
93,RM002,Performance and Recovery Monitoring,5,5.41966,Hybrid Structural and Dynamic Assessment
94,RM005,Hybrid Structural and Dynamic Assessment,1,6.62806,Hybrid Structural and Dynamic Assessment
94,RM003,Scenario Stress-Test Framework,2,6.18915,Hybrid Structural and Dynamic Assessment
94,RM002,Performance and Recovery Monitoring,3,6.07341,Hybrid Structural and Dynamic Assessment
94,RM004,Participatory Resilience Assessment,4,6.0334,Hybrid Structural and Dynamic Assessment
94,RM001,Indicator Dashboard,5,5.41094,Hybrid Structural and Dynamic Assessment
95,RM005,Hybrid Structural and Dynamic Assessment,1,6.98199,Hybrid Structural and Dynamic Assessment
95,RM004,Participatory Resilience Assessment,2,6.03465,Hybrid Structural and Dynamic Assessment
95,RM003,Scenario Stress-Test Framework,3,5.915,Hybrid Structural and Dynamic Assessment
95,RM002,Performance and Recovery Monitoring,4,5.77795,Hybrid Structural and Dynamic Assessment
95,RM001,Indicator Dashboard,5,5.43101,Hybrid Structural and Dynamic Assessment
96,RM005,Hybrid Structural and Dynamic Assessment,1,6.73865,Hybrid Structural and Dynamic Assessment
96,RM003,Scenario Stress-Test Framework,2,5.96788,Hybrid Structural and Dynamic Assessment
96,RM004,Participatory Resilience Assessment,3,5.93138,Hybrid Structural and Dynamic Assessment
