simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
38,JTR004,Participatory Retreat and Wetland Restoration,1,7.65298,1.03365
38,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.60445,0.81123
38,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.20704,1.0815
38,JTR009,Ecosystem Restoration with Community Stewardship,4,6.99111,1.19077
38,JTR002,Just Energy Transition with Worker Support,5,6.89256,1.25625
38,JTR008,Public Digital Infrastructure with Community Oversight,6,6.10809,1.37456
38,JTR005,Green Infrastructure Without Housing Protection,7,2.67405,3.7429
38,JTR001,Technical Decarbonization Only,8,2.12278,3.90725
38,JTR007,Digital Modernization Without Access Safeguards,9,1.52031,4.23624
38,JTR003,Coastal Retreat Without Long-Term Support,10,1.38806,4.54235
39,JTR008,Public Digital Infrastructure with Community Oversight,1,7.43428,0.89629
39,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.24056,0.99364
39,JTR002,Just Energy Transition with Worker Support,3,7.23363,1.07135
39,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.20545,1.21847
39,JTR004,Participatory Retreat and Wetland Restoration,5,6.85077,1.40232
39,JTR009,Ecosystem Restoration with Community Stewardship,6,6.55999,1.37583
39,JTR005,Green Infrastructure Without Housing Protection,7,3.11997,3.5286
39,JTR001,Technical Decarbonization Only,8,2.25332,4.02381
39,JTR007,Digital Modernization Without Access Safeguards,9,1.98137,4.20264
39,JTR003,Coastal Retreat Without Long-Term Support,10,0.46059,4.87609
40,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.6392,0.72394
40,JTR002,Just Energy Transition with Worker Support,2,7.45419,0.89843
40,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.40824,0.97083
40,JTR008,Public Digital Infrastructure with Community Oversight,4,6.95051,1.11493
40,JTR009,Ecosystem Restoration with Community Stewardship,5,6.83317,1.27498
40,JTR004,Participatory Retreat and Wetland Restoration,6,6.77159,1.34112
40,JTR005,Green Infrastructure Without Housing Protection,7,3.00669,3.66452
40,JTR001,Technical Decarbonization Only,8,2.54871,3.8367
40,JTR007,Digital Modernization Without Access Safeguards,9,1.6696,4.06347
40,JTR003,Coastal Retreat Without Long-Term Support,10,1.38586,4.47234
41,JTR002,Just Energy Transition with Worker Support,1,7.56338,0.89857
41,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.42653,0.97656
41,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.33959,0.91193
41,JTR004,Participatory Retreat and Wetland Restoration,4,7.26456,1.07515
41,JTR008,Public Digital Infrastructure with Community Oversight,5,6.89678,1.13859
41,JTR009,Ecosystem Restoration with Community Stewardship,6,6.17511,1.45045
41,JTR005,Green Infrastructure Without Housing Protection,7,3.19038,3.47156
41,JTR001,Technical Decarbonization Only,8,2.48241,3.87289
41,JTR007,Digital Modernization Without Access Safeguards,9,2.04509,3.91098
41,JTR003,Coastal Retreat Without Long-Term Support,10,1.21956,4.65356
42,JTR004,Participatory Retreat and Wetland Restoration,1,7.50835,1.25851
42,JTR006,Climate Retrofit with Anti-Displacement Policy,2,6.85028,1.30012
42,JTR010,Infrastructure Repair and Public Capacity Renewal,3,6.80968,1.22092
42,JTR002,Just Energy Transition with Worker Support,4,6.80093,1.02497
42,JTR009,Ecosystem Restoration with Community Stewardship,5,6.69874,1.39309
42,JTR008,Public Digital Infrastructure with Community Oversight,6,6.50879,1.02738
42,JTR005,Green Infrastructure Without Housing Protection,7,2.35924,3.90963
42,JTR007,Digital Modernization Without Access Safeguards,8,2.35562,3.66071
42,JTR001,Technical Decarbonization Only,9,1.82992,4.08883
42,JTR003,Coastal Retreat Without Long-Term Support,10,1.41821,4.6293
43,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.6431,0.87108
43,JTR002,Just Energy Transition with Worker Support,2,7.4889,0.76179
43,JTR008,Public Digital Infrastructure with Community Oversight,3,7.42022,0.84752
43,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.22123,1.12591
43,JTR004,Participatory Retreat and Wetland Restoration,5,6.87568,1.18172
43,JTR009,Ecosystem Restoration with Community Stewardship,6,6.85197,1.12691
43,JTR003,Coastal Retreat Without Long-Term Support,7,2.7374,3.64057
43,JTR001,Technical Decarbonization Only,8,2.18445,3.92016
43,JTR005,Green Infrastructure Without Housing Protection,9,1.91101,4.14318
43,JTR007,Digital Modernization Without Access Safeguards,10,1.53959,4.19629
44,JTR004,Participatory Retreat and Wetland Restoration,1,7.47896,0.9429
44,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.40333,0.90841
44,JTR002,Just Energy Transition with Worker Support,3,7.35053,0.90876
44,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.09165,1.17346
44,JTR009,Ecosystem Restoration with Community Stewardship,5,6.94646,1.2027
44,JTR008,Public Digital Infrastructure with Community Oversight,6,6.79366,1.02572
44,JTR005,Green Infrastructure Without Housing Protection,7,3.27602,3.50986
44,JTR007,Digital Modernization Without Access Safeguards,8,2.24534,3.57516
44,JTR001,Technical Decarbonization Only,9,1.52558,4.40396
44,JTR003,Coastal Retreat Without Long-Term Support,10,1.37786,4.17044
45,JTR004,Participatory Retreat and Wetland Restoration,1,7.92194,0.95255
45,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.38535,1.00932
45,JTR009,Ecosystem Restoration with Community Stewardship,3,6.9899,0.97079
45,JTR002,Just Energy Transition with Worker Support,4,6.86405,1.05279
45,JTR008,Public Digital Infrastructure with Community Oversight,5,6.85226,1.27519
45,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.71326,1.08141
45,JTR001,Technical Decarbonization Only,7,2.65348,3.55932
45,JTR007,Digital Modernization Without Access Safeguards,8,2.05266,3.81388
45,JTR005,Green Infrastructure Without Housing Protection,9,1.63614,4.28166
45,JTR003,Coastal Retreat Without Long-Term Support,10,0.88287,4.63975
46,JTR004,Participatory Retreat and Wetland Restoration,1,7.25396,1.20032
46,JTR002,Just Energy Transition with Worker Support,2,7.18343,1.21918
46,JTR009,Ecosystem Restoration with Community Stewardship,3,7.07328,1.02519
46,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.97337,1.05312
46,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.86835,1.10203
46,JTR008,Public Digital Infrastructure with Community Oversight,6,6.21945,1.29367
46,JTR005,Green Infrastructure Without Housing Protection,7,2.84133,3.64474
46,JTR001,Technical Decarbonization Only,8,2.12931,3.83222
46,JTR007,Digital Modernization Without Access Safeguards,9,1.46169,4.23933
46,JTR003,Coastal Retreat Without Long-Term Support,10,1.45207,4.33874
47,JTR004,Participatory Retreat and Wetland Restoration,1,7.26935,1.23263
47,JTR009,Ecosystem Restoration with Community Stewardship,2,7.20745,1.34647
47,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.17578,1.26613
47,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.09972,1.02326
47,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95652,1.06575
47,JTR002,Just Energy Transition with Worker Support,6,6.76827,1.20392
47,JTR005,Green Infrastructure Without Housing Protection,7,2.99645,3.58288
47,JTR001,Technical Decarbonization Only,8,2.47973,3.90149
47,JTR007,Digital Modernization Without Access Safeguards,9,1.95099,3.94945
47,JTR003,Coastal Retreat Without Long-Term Support,10,1.75615,4.25334
48,JTR004,Participatory Retreat and Wetland Restoration,1,7.41978,1.08274
48,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.29797,0.91873
48,JTR002,Just Energy Transition with Worker Support,3,7.2696,1.0554
48,JTR009,Ecosystem Restoration with Community Stewardship,4,7.18568,1.19602
48,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.76427,1.25788
48,JTR008,Public Digital Infrastructure with Community Oversight,6,6.38472,1.26726
48,JTR005,Green Infrastructure Without Housing Protection,7,3.90904,3.04443
48,JTR001,Technical Decarbonization Only,8,2.30456,3.70116
48,JTR003,Coastal Retreat Without Long-Term Support,9,1.61063,4.27729
48,JTR007,Digital Modernization Without Access Safeguards,10,1.44718,4.27698
49,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.16299,1.10074
49,JTR002,Just Energy Transition with Worker Support,2,7.06516,0.97484
49,JTR004,Participatory Retreat and Wetland Restoration,3,7.05051,1.23512
49,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.01369,1.17619
49,JTR008,Public Digital Infrastructure with Community Oversight,5,6.81161,1.04859
49,JTR009,Ecosystem Restoration with Community Stewardship,6,6.58168,1.38084
49,JTR005,Green Infrastructure Without Housing Protection,7,2.35768,3.74861
49,JTR001,Technical Decarbonization Only,8,2.32431,3.9827
49,JTR003,Coastal Retreat Without Long-Term Support,9,2.05437,4.18295
49,JTR007,Digital Modernization Without Access Safeguards,10,1.29538,4.27039
50,JTR004,Participatory Retreat and Wetland Restoration,1,7.53147,0.79795
50,JTR002,Just Energy Transition with Worker Support,2,7.12906,1.21521
50,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.04519,1.13186
50,JTR009,Ecosystem Restoration with Community Stewardship,4,6.95416,1.21477
50,JTR008,Public Digital Infrastructure with Community Oversight,5,6.95181,1.06662
50,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.64163,1.26823
50,JTR005,Green Infrastructure Without Housing Protection,7,2.55844,3.70871
50,JTR003,Coastal Retreat Without Long-Term Support,8,1.68938,4.33089
50,JTR001,Technical Decarbonization Only,9,1.66722,4.30124
50,JTR007,Digital Modernization Without Access Safeguards,10,1.27307,4.39347
51,JTR009,Ecosystem Restoration with Community Stewardship,1,7.73592,0.88522
51,JTR004,Participatory Retreat and Wetland Restoration,2,7.2916,0.94436
51,JTR002,Just Energy Transition with Worker Support,3,6.97355,1.0438
51,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.9189,1.13839
51,JTR008,Public Digital Infrastructure with Community Oversight,5,6.63946,1.15747
51,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.11661,1.55606
51,JTR005,Green Infrastructure Without Housing Protection,7,2.47481,3.89057
51,JTR001,Technical Decarbonization Only,8,1.90679,4.17953
51,JTR007,Digital Modernization Without Access Safeguards,9,1.20322,4.36981
51,JTR003,Coastal Retreat Without Long-Term Support,10,1.0787,4.67439
52,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.53632,0.9604
52,JTR004,Participatory Retreat and Wetland Restoration,2,7.36739,1.26593
52,JTR008,Public Digital Infrastructure with Community Oversight,3,7.30339,0.89851
52,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.00485,0.95838
52,JTR002,Just Energy Transition with Worker Support,5,6.87898,1.23424
52,JTR009,Ecosystem Restoration with Community Stewardship,6,6.6294,1.31533
52,JTR005,Green Infrastructure Without Housing Protection,7,2.94819,3.67046
52,JTR001,Technical Decarbonization Only,8,2.31155,3.90523
52,JTR003,Coastal Retreat Without Long-Term Support,9,1.29118,4.49799
52,JTR007,Digital Modernization Without Access Safeguards,10,1.28797,4.3385
53,JTR004,Participatory Retreat and Wetland Restoration,1,7.73718,0.86846
53,JTR002,Just Energy Transition with Worker Support,2,7.60043,1.0197
53,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.41123,0.83905
53,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.29665,1.02289
53,JTR009,Ecosystem Restoration with Community Stewardship,5,7.08367,1.18941
53,JTR008,Public Digital Infrastructure with Community Oversight,6,5.83036,1.61973
53,JTR005,Green Infrastructure Without Housing Protection,7,3.09992,3.56513
53,JTR003,Coastal Retreat Without Long-Term Support,8,2.10733,3.96728
53,JTR001,Technical Decarbonization Only,9,1.77943,4.12846
53,JTR007,Digital Modernization Without Access Safeguards,10,1.43468,4.3519
54,JTR008,Public Digital Infrastructure with Community Oversight,1,7.57702,0.9244
54,JTR004,Participatory Retreat and Wetland Restoration,2,7.47776,1.17292
54,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.14184,1.08693
54,JTR002,Just Energy Transition with Worker Support,4,7.10259,1.07051
54,JTR009,Ecosystem Restoration with Community Stewardship,5,7.03201,1.22646
54,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.75684,1.20303
54,JTR001,Technical Decarbonization Only,7,2.63161,3.69964
54,JTR005,Green Infrastructure Without Housing Protection,8,1.67897,4.28812
54,JTR007,Digital Modernization Without Access Safeguards,9,1.44205,4.26614
54,JTR003,Coastal Retreat Without Long-Term Support,10,1.30166,4.53124
55,JTR004,Participatory Retreat and Wetland Restoration,1,7.31152,1.23898
55,JTR008,Public Digital Infrastructure with Community Oversight,2,7.30586,0.80227
55,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.092,1.06054
55,JTR009,Ecosystem Restoration with Community Stewardship,4,7.07723,1.2791
55,JTR002,Just Energy Transition with Worker Support,5,6.99358,1.11096
55,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.85651,1.08775
55,JTR005,Green Infrastructure Without Housing Protection,7,3.59999,3.17055
55,JTR007,Digital Modernization Without Access Safeguards,8,1.98587,3.88053
55,JTR001,Technical Decarbonization Only,9,1.44126,4.46664
55,JTR003,Coastal Retreat Without Long-Term Support,10,0.83914,4.72488
56,JTR004,Participatory Retreat and Wetland Restoration,1,7.27469,1.13217
56,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.17383,1.27465
56,JTR009,Ecosystem Restoration with Community Stewardship,3,6.73142,1.24006
56,JTR008,Public Digital Infrastructure with Community Oversight,4,6.61278,1.3915
56,JTR002,Just Energy Transition with Worker Support,5,6.5789,1.30183
56,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.37507,1.55325
56,JTR001,Technical Decarbonization Only,7,2.72658,3.76171
56,JTR005,Green Infrastructure Without Housing Protection,8,2.14219,4.03638
56,JTR003,Coastal Retreat Without Long-Term Support,9,1.50382,4.42007
56,JTR007,Digital Modernization Without Access Safeguards,10,1.34364,4.45617
57,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.50395,1.01856
57,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.37796,0.93842
57,JTR004,Participatory Retreat and Wetland Restoration,3,7.33377,1.23937
57,JTR002,Just Energy Transition with Worker Support,4,7.11013,0.81462
57,JTR009,Ecosystem Restoration with Community Stewardship,5,6.99283,1.21896
57,JTR008,Public Digital Infrastructure with Community Oversight,6,6.67101,1.18205
57,JTR005,Green Infrastructure Without Housing Protection,7,2.51445,3.77263
57,JTR001,Technical Decarbonization Only,8,2.38618,3.78368
57,JTR007,Digital Modernization Without Access Safeguards,9,2.25832,3.90616
57,JTR003,Coastal Retreat Without Long-Term Support,10,0.71261,4.98647
58,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.57577,0.93896
58,JTR004,Participatory Retreat and Wetland Restoration,2,7.5716,0.77901
58,JTR009,Ecosystem Restoration with Community Stewardship,3,6.96373,1.12459
58,JTR002,Just Energy Transition with Worker Support,4,6.89537,1.14947
58,JTR008,Public Digital Infrastructure with Community Oversight,5,6.75742,1.19416
58,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.26341,1.42989
58,JTR005,Green Infrastructure Without Housing Protection,7,2.58261,3.94549
58,JTR007,Digital Modernization Without Access Safeguards,8,2.38939,3.83115
58,JTR001,Technical Decarbonization Only,9,2.30706,3.71681
58,JTR003,Coastal Retreat Without Long-Term Support,10,1.05678,4.72715
59,JTR004,Participatory Retreat and Wetland Restoration,1,7.67009,0.99088
59,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.2083,0.96535
59,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.77589,1.21614
59,JTR009,Ecosystem Restoration with Community Stewardship,4,6.55601,1.31656
59,JTR002,Just Energy Transition with Worker Support,5,6.51942,1.38543
59,JTR008,Public Digital Infrastructure with Community Oversight,6,6.38623,1.15992
59,JTR005,Green Infrastructure Without Housing Protection,7,2.79117,3.84706
59,JTR007,Digital Modernization Without Access Safeguards,8,1.62774,4.25598
59,JTR001,Technical Decarbonization Only,9,1.36422,4.56048
59,JTR003,Coastal Retreat Without Long-Term Support,10,1.07388,4.57116
60,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.60628,1.04616
60,JTR009,Ecosystem Restoration with Community Stewardship,2,7.5673,1.0997
