simulation_id,strategy_id,strategy,rank,adjusted_value,maladaptive_risk
37,MRS007,Dashboard Monitoring Without Repair,8,-0.67618,4.61835
37,MRS001,Rebuild Same Floodplain Housing,9,-1.07124,4.98748
37,MRS005,Fossil Backup Power Expansion,10,-1.98544,5.39973
38,MRS004,Housing Retrofit and Public Cooling Network,1,7.68414,0.37424
38,MRS002,Floodplain Restoration and Housing Transition,2,7.66419,0.61083
38,MRS006,Distributed Renewable Resilience Hubs,3,6.94231,0.71846
38,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.83749,0.73081
38,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.37569,0.94116
38,MRS003,Private Cooling Expansion Only,6,0.27982,4.23804
38,MRS007,Dashboard Monitoring Without Repair,7,-0.03328,4.13864
38,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.37114,4.57472
38,MRS001,Rebuild Same Floodplain Housing,9,-1.85878,5.4172
38,MRS005,Fossil Backup Power Expansion,10,-2.22459,5.5114
39,MRS004,Housing Retrofit and Public Cooling Network,1,7.40843,0.57224
39,MRS002,Floodplain Restoration and Housing Transition,2,7.27324,0.65957
39,MRS006,Distributed Renewable Resilience Hubs,3,7.14951,0.63135
39,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.05917,0.6569
39,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.78783,0.92462
39,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.2687,4.19569
39,MRS003,Private Cooling Expansion Only,7,-0.21534,4.38105
39,MRS007,Dashboard Monitoring Without Repair,8,-0.89157,4.73921
39,MRS005,Fossil Backup Power Expansion,9,-1.36314,5.11747
39,MRS001,Rebuild Same Floodplain Housing,10,-1.39551,5.10549
40,MRS002,Floodplain Restoration and Housing Transition,1,7.91438,0.37837
40,MRS006,Distributed Renewable Resilience Hubs,2,7.70453,0.52199
40,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.36157,0.39172
40,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.32907,0.55676
40,MRS004,Housing Retrofit and Public Cooling Network,5,7.21349,0.58054
40,MRS003,Private Cooling Expansion Only,6,-0.1112,4.41292
40,MRS005,Fossil Backup Power Expansion,7,-0.48336,4.41661
40,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.64734,4.72524
40,MRS007,Dashboard Monitoring Without Repair,9,-1.20707,4.85594
40,MRS001,Rebuild Same Floodplain Housing,10,-1.34247,5.07651
41,MRS002,Floodplain Restoration and Housing Transition,1,7.64337,0.42917
41,MRS006,Distributed Renewable Resilience Hubs,2,7.461,0.59206
41,MRS004,Housing Retrofit and Public Cooling Network,3,7.43498,0.49981
41,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.29095,0.53933
41,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.07812,0.56648
41,MRS003,Private Cooling Expansion Only,6,0.96255,3.7377
41,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.56764,3.88429
41,MRS007,Dashboard Monitoring Without Repair,8,-0.32898,4.53615
41,MRS005,Fossil Backup Power Expansion,9,-0.34334,4.49703
41,MRS001,Rebuild Same Floodplain Housing,10,-1.03323,4.88177
42,MRS002,Floodplain Restoration and Housing Transition,1,7.84067,0.42716
42,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.32956,0.50841
42,MRS006,Distributed Renewable Resilience Hubs,3,7.26608,0.67348
42,MRS004,Housing Retrofit and Public Cooling Network,4,7.23734,0.50025
42,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.38605,0.9213
42,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.64912,4.11792
42,MRS003,Private Cooling Expansion Only,7,-0.088,4.2473
42,MRS005,Fossil Backup Power Expansion,8,-0.75626,4.76031
42,MRS007,Dashboard Monitoring Without Repair,9,-0.7901,4.79919
42,MRS001,Rebuild Same Floodplain Housing,10,-1.73907,5.30404
43,MRS002,Floodplain Restoration and Housing Transition,1,7.79209,0.35312
43,MRS006,Distributed Renewable Resilience Hubs,2,7.65857,0.43772
43,MRS004,Housing Retrofit and Public Cooling Network,3,7.51226,0.44192
43,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.0773,0.62196
43,MRS008,Maintenance Backlog Repair and Governance Reform,5,7.05319,0.60229
43,MRS003,Private Cooling Expansion Only,6,-0.02271,4.36563
43,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.68583,4.74166
43,MRS007,Dashboard Monitoring Without Repair,8,-1.17666,4.96449
43,MRS001,Rebuild Same Floodplain Housing,9,-1.30349,5.1019
43,MRS005,Fossil Backup Power Expansion,10,-2.29196,5.40971
44,MRS004,Housing Retrofit and Public Cooling Network,1,7.76578,0.40054
44,MRS002,Floodplain Restoration and Housing Transition,2,7.51883,0.49608
44,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,6.88216,0.52804
44,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.83759,0.5588
44,MRS006,Distributed Renewable Resilience Hubs,5,6.79259,0.63511
44,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.45085,4.1531
44,MRS003,Private Cooling Expansion Only,7,0.19294,4.21091
44,MRS007,Dashboard Monitoring Without Repair,8,-0.81354,4.68265
44,MRS005,Fossil Backup Power Expansion,9,-1.27328,4.93519
44,MRS001,Rebuild Same Floodplain Housing,10,-2.2877,5.4522
45,MRS002,Floodplain Restoration and Housing Transition,1,7.92137,0.34011
45,MRS004,Housing Retrofit and Public Cooling Network,2,7.36187,0.47757
45,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.16368,0.53974
45,MRS006,Distributed Renewable Resilience Hubs,4,7.01005,0.71957
45,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.71426,0.86046
45,MRS003,Private Cooling Expansion Only,6,-0.58158,4.69128
45,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.88291,4.86734
45,MRS005,Fossil Backup Power Expansion,8,-0.95317,4.94049
45,MRS007,Dashboard Monitoring Without Repair,9,-1.37977,5.04572
45,MRS001,Rebuild Same Floodplain Housing,10,-2.1498,5.58524
46,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.73769,0.52436
46,MRS006,Distributed Renewable Resilience Hubs,2,7.41864,0.63142
46,MRS002,Floodplain Restoration and Housing Transition,3,7.37843,0.47946
46,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.89704,0.70777
46,MRS004,Housing Retrofit and Public Cooling Network,5,6.87563,0.88633
46,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.04679,4.28158
46,MRS007,Dashboard Monitoring Without Repair,7,-0.15896,4.19957
46,MRS003,Private Cooling Expansion Only,8,-0.2417,4.46116
46,MRS001,Rebuild Same Floodplain Housing,9,-1.43749,5.19822
46,MRS005,Fossil Backup Power Expansion,10,-1.76498,5.32694
47,MRS008,Maintenance Backlog Repair and Governance Reform,1,7.7177,0.43087
47,MRS004,Housing Retrofit and Public Cooling Network,2,7.4285,0.49988
47,MRS006,Distributed Renewable Resilience Hubs,3,7.29417,0.57656
47,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.19494,0.58659
47,MRS002,Floodplain Restoration and Housing Transition,5,6.85936,0.69574
47,MRS003,Private Cooling Expansion Only,6,0.53596,3.98772
47,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.14614,4.30371
47,MRS007,Dashboard Monitoring Without Repair,8,-0.77612,4.69252
47,MRS001,Rebuild Same Floodplain Housing,9,-1.87258,5.35747
47,MRS005,Fossil Backup Power Expansion,10,-1.94464,5.30246
48,MRS002,Floodplain Restoration and Housing Transition,1,7.97324,0.41225
48,MRS006,Distributed Renewable Resilience Hubs,2,7.60181,0.38963
48,MRS004,Housing Retrofit and Public Cooling Network,3,7.57045,0.36282
48,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.21429,0.57014
48,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.96282,0.85869
48,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.51416,4.04755
48,MRS003,Private Cooling Expansion Only,7,-0.50326,4.52549
48,MRS007,Dashboard Monitoring Without Repair,8,-1.10833,4.84861
48,MRS001,Rebuild Same Floodplain Housing,9,-1.46663,5.12992
48,MRS005,Fossil Backup Power Expansion,10,-1.62065,5.10642
49,MRS002,Floodplain Restoration and Housing Transition,1,7.7067,0.40459
49,MRS006,Distributed Renewable Resilience Hubs,2,7.51434,0.63203
49,MRS004,Housing Retrofit and Public Cooling Network,3,7.30413,0.51799
49,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.26682,0.53599
49,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.82372,0.54677
49,MRS003,Private Cooling Expansion Only,6,0.80281,3.87796
49,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.18447,4.27248
49,MRS007,Dashboard Monitoring Without Repair,8,-0.32233,4.4629
49,MRS005,Fossil Backup Power Expansion,9,-0.60623,4.68845
49,MRS001,Rebuild Same Floodplain Housing,10,-2.10515,5.33647
50,MRS002,Floodplain Restoration and Housing Transition,1,7.91505,0.48714
50,MRS006,Distributed Renewable Resilience Hubs,2,7.68747,0.55694
50,MRS004,Housing Retrofit and Public Cooling Network,3,7.59872,0.47892
50,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.3591,0.53534
50,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.11981,1.0092
50,MRS003,Private Cooling Expansion Only,6,-0.34941,4.42376
50,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.53184,4.60154
50,MRS001,Rebuild Same Floodplain Housing,8,-0.75846,4.70283
50,MRS007,Dashboard Monitoring Without Repair,9,-0.94838,4.84197
50,MRS005,Fossil Backup Power Expansion,10,-1.54906,5.15739
51,MRS006,Distributed Renewable Resilience Hubs,1,7.69003,0.41613
51,MRS002,Floodplain Restoration and Housing Transition,2,7.55009,0.59099
51,MRS004,Housing Retrofit and Public Cooling Network,3,6.85572,0.75204
51,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.81309,0.79534
51,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.68677,0.8063
51,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.47688,4.20366
51,MRS003,Private Cooling Expansion Only,7,-0.20139,4.45875
51,MRS005,Fossil Backup Power Expansion,8,-0.20943,4.29894
51,MRS007,Dashboard Monitoring Without Repair,9,-1.78749,5.26411
51,MRS001,Rebuild Same Floodplain Housing,10,-1.81935,5.20929
52,MRS002,Floodplain Restoration and Housing Transition,1,8.06818,0.42291
52,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.67483,0.56227
52,MRS006,Distributed Renewable Resilience Hubs,3,7.62692,0.33783
52,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.39315,0.45369
52,MRS004,Housing Retrofit and Public Cooling Network,5,7.11343,0.58961
52,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.50018,4.0985
52,MRS003,Private Cooling Expansion Only,7,-0.17791,4.38649
52,MRS005,Fossil Backup Power Expansion,8,-0.26608,4.45334
52,MRS007,Dashboard Monitoring Without Repair,9,-1.03782,4.81342
52,MRS001,Rebuild Same Floodplain Housing,10,-1.26751,4.98161
53,MRS002,Floodplain Restoration and Housing Transition,1,7.92339,0.3816
53,MRS004,Housing Retrofit and Public Cooling Network,2,7.53115,0.44931
53,MRS006,Distributed Renewable Resilience Hubs,3,7.16494,0.69551
53,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.99333,0.63479
53,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.80709,0.61679
53,MRS003,Private Cooling Expansion Only,6,0.3003,4.16613
53,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.14606,4.29537
53,MRS007,Dashboard Monitoring Without Repair,8,-1.04355,4.80517
53,MRS001,Rebuild Same Floodplain Housing,9,-1.65655,5.2487
53,MRS005,Fossil Backup Power Expansion,10,-1.94497,5.36177
54,MRS006,Distributed Renewable Resilience Hubs,1,7.55883,0.39068
54,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.49465,0.50198
54,MRS002,Floodplain Restoration and Housing Transition,3,7.18816,0.56288
54,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.06488,0.40989
54,MRS004,Housing Retrofit and Public Cooling Network,5,6.9743,0.75282
54,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.19284,4.52583
54,MRS001,Rebuild Same Floodplain Housing,7,-0.27124,4.49818
54,MRS007,Dashboard Monitoring Without Repair,8,-0.31447,4.52528
54,MRS005,Fossil Backup Power Expansion,9,-0.84289,4.70488
54,MRS003,Private Cooling Expansion Only,10,-0.96298,4.76949
55,MRS006,Distributed Renewable Resilience Hubs,1,7.9662,0.45378
55,MRS002,Floodplain Restoration and Housing Transition,2,7.91493,0.40238
55,MRS008,Maintenance Backlog Repair and Governance Reform,3,6.68177,0.77427
55,MRS004,Housing Retrofit and Public Cooling Network,4,6.66252,0.80212
55,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.31609,0.98134
55,MRS007,Dashboard Monitoring Without Repair,6,-0.05069,4.2666
55,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.30456,4.63238
55,MRS003,Private Cooling Expansion Only,8,-0.41758,4.56509
55,MRS005,Fossil Backup Power Expansion,9,-0.70792,4.60187
55,MRS001,Rebuild Same Floodplain Housing,10,-0.99576,4.69801
56,MRS002,Floodplain Restoration and Housing Transition,1,8.05349,0.44276
56,MRS004,Housing Retrofit and Public Cooling Network,2,7.49491,0.45527
56,MRS006,Distributed Renewable Resilience Hubs,3,7.14739,0.49921
56,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.10722,0.6345
56,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.77403,0.62099
56,MRS003,Private Cooling Expansion Only,6,-0.32541,4.5379
56,MRS007,Dashboard Monitoring Without Repair,7,-0.50628,4.63597
56,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.67598,4.83901
56,MRS001,Rebuild Same Floodplain Housing,9,-1.18287,4.95592
56,MRS005,Fossil Backup Power Expansion,10,-1.51263,5.06968
57,MRS002,Floodplain Restoration and Housing Transition,1,8.21435,0.3802
57,MRS006,Distributed Renewable Resilience Hubs,2,7.69217,0.30164
57,MRS004,Housing Retrofit and Public Cooling Network,3,7.4746,0.4002
57,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.12414,0.57957
57,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.90496,0.90524
57,MRS003,Private Cooling Expansion Only,6,0.75833,3.79796
57,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.28607,4.53768
57,MRS007,Dashboard Monitoring Without Repair,8,-0.83219,4.78006
57,MRS001,Rebuild Same Floodplain Housing,9,-1.32077,5.06736
57,MRS005,Fossil Backup Power Expansion,10,-2.03175,5.3759
58,MRS002,Floodplain Restoration and Housing Transition,1,7.95762,0.34237
58,MRS006,Distributed Renewable Resilience Hubs,2,7.33704,0.48569
58,MRS004,Housing Retrofit and Public Cooling Network,3,7.26689,0.59283
58,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.90145,0.78505
58,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.46211,0.8931
58,MRS003,Private Cooling Expansion Only,6,0.19655,4.21225
58,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.15804,4.37887
58,MRS007,Dashboard Monitoring Without Repair,8,-1.20889,4.91261
58,MRS001,Rebuild Same Floodplain Housing,9,-1.6594,5.25627
58,MRS005,Fossil Backup Power Expansion,10,-1.68068,5.18928
59,MRS002,Floodplain Restoration and Housing Transition,1,8.21151,0.3613
59,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.60901,0.58478
59,MRS006,Distributed Renewable Resilience Hubs,3,7.46849,0.51072
59,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.34384,0.60923
59,MRS004,Housing Retrofit and Public Cooling Network,5,7.11841,0.70431
59,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.18912,4.13301
59,MRS007,Dashboard Monitoring Without Repair,7,-0.17358,4.26715
59,MRS003,Private Cooling Expansion Only,8,-0.3452,4.67589
59,MRS005,Fossil Backup Power Expansion,9,-1.20135,4.91376
59,MRS001,Rebuild Same Floodplain Housing,10,-1.30615,5.13634
60,MRS006,Distributed Renewable Resilience Hubs,1,7.69337,0.67209
60,MRS002,Floodplain Restoration and Housing Transition,2,7.5059,0.60939
60,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.03337,0.60404
60,MRS004,Housing Retrofit and Public Cooling Network,4,6.94324,0.57161
60,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.71721,0.74132
60,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.62698,3.90723
60,MRS003,Private Cooling Expansion Only,7,0.03545,4.34531
60,MRS005,Fossil Backup Power Expansion,8,-0.7602,4.76722
60,MRS007,Dashboard Monitoring Without Repair,9,-0.96169,4.77724
60,MRS001,Rebuild Same Floodplain Housing,10,-1.47774,5.02352
61,MRS002,Floodplain Restoration and Housing Transition,1,8.22827,0.40658
61,MRS006,Distributed Renewable Resilience Hubs,2,7.89472,0.49219
61,MRS004,Housing Retrofit and Public Cooling Network,3,7.67941,0.33646
61,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.04746,0.51867
61,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.03303,0.57556
61,MRS003,Private Cooling Expansion Only,6,-0.0933,4.4668
61,MRS001,Rebuild Same Floodplain Housing,7,-0.48162,4.54658
61,MRS007,Dashboard Monitoring Without Repair,8,-0.6394,4.51796
61,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-1.17755,4.97234
61,MRS005,Fossil Backup Power Expansion,10,-1.29916,4.7559
62,MRS002,Floodplain Restoration and Housing Transition,1,7.75909,0.43797
62,MRS006,Distributed Renewable Resilience Hubs,2,7.41525,0.5175
62,MRS004,Housing Retrofit and Public Cooling Network,3,7.0956,0.4882
62,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.98729,0.62905
62,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.77953,0.7249
62,MRS003,Private Cooling Expansion Only,6,0.17137,4.11098
62,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.07251,4.25106
62,MRS007,Dashboard Monitoring Without Repair,8,-0.05527,4.39991
62,MRS005,Fossil Backup Power Expansion,9,-1.19609,5.12938
62,MRS001,Rebuild Same Floodplain Housing,10,-2.02046,5.33582
63,MRS002,Floodplain Restoration and Housing Transition,1,7.56491,0.39614
63,MRS006,Distributed Renewable Resilience Hubs,2,7.39235,0.56203
63,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.22703,0.46841
63,MRS004,Housing Retrofit and Public Cooling Network,4,6.73865,0.67638
63,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.61524,0.73897
