simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
48,LK005,Trusted Messenger and Local Warning System,5,8.12645,Funded Community Resilience Advisory Council
48,LK002,Community Science Environmental Monitoring Network,6,7.85422,Funded Community Resilience Advisory Council
49,LK003,Indigenous Knowledge Governance Protocol,1,8.79864,Indigenous Knowledge Governance Protocol
49,LK004,Funded Community Resilience Advisory Council,2,8.54953,Indigenous Knowledge Governance Protocol
49,LK005,Trusted Messenger and Local Warning System,3,8.36216,Indigenous Knowledge Governance Protocol
49,LK001,Participatory Risk Mapping and Action Triggers,4,8.24334,Indigenous Knowledge Governance Protocol
49,LK006,Recovery Feedback and Administrative Burden Review,5,8.113,Indigenous Knowledge Governance Protocol
49,LK002,Community Science Environmental Monitoring Network,6,8.02043,Indigenous Knowledge Governance Protocol
50,LK004,Funded Community Resilience Advisory Council,1,8.73043,Funded Community Resilience Advisory Council
50,LK003,Indigenous Knowledge Governance Protocol,2,8.70592,Funded Community Resilience Advisory Council
50,LK006,Recovery Feedback and Administrative Burden Review,3,8.46874,Funded Community Resilience Advisory Council
50,LK001,Participatory Risk Mapping and Action Triggers,4,8.46705,Funded Community Resilience Advisory Council
50,LK002,Community Science Environmental Monitoring Network,5,8.2653,Funded Community Resilience Advisory Council
50,LK005,Trusted Messenger and Local Warning System,6,8.21088,Funded Community Resilience Advisory Council
51,LK003,Indigenous Knowledge Governance Protocol,1,9.03246,Indigenous Knowledge Governance Protocol
51,LK004,Funded Community Resilience Advisory Council,2,8.85957,Indigenous Knowledge Governance Protocol
51,LK005,Trusted Messenger and Local Warning System,3,8.68443,Indigenous Knowledge Governance Protocol
51,LK006,Recovery Feedback and Administrative Burden Review,4,8.61516,Indigenous Knowledge Governance Protocol
51,LK001,Participatory Risk Mapping and Action Triggers,5,8.50373,Indigenous Knowledge Governance Protocol
51,LK002,Community Science Environmental Monitoring Network,6,8.10376,Indigenous Knowledge Governance Protocol
52,LK003,Indigenous Knowledge Governance Protocol,1,9.0269,Indigenous Knowledge Governance Protocol
52,LK006,Recovery Feedback and Administrative Burden Review,2,8.65156,Indigenous Knowledge Governance Protocol
52,LK004,Funded Community Resilience Advisory Council,3,8.58048,Indigenous Knowledge Governance Protocol
52,LK005,Trusted Messenger and Local Warning System,4,8.25984,Indigenous Knowledge Governance Protocol
52,LK002,Community Science Environmental Monitoring Network,5,7.96298,Indigenous Knowledge Governance Protocol
52,LK001,Participatory Risk Mapping and Action Triggers,6,7.91659,Indigenous Knowledge Governance Protocol
53,LK003,Indigenous Knowledge Governance Protocol,1,8.92474,Indigenous Knowledge Governance Protocol
53,LK004,Funded Community Resilience Advisory Council,2,8.86956,Indigenous Knowledge Governance Protocol
53,LK005,Trusted Messenger and Local Warning System,3,8.54404,Indigenous Knowledge Governance Protocol
53,LK006,Recovery Feedback and Administrative Burden Review,4,8.34135,Indigenous Knowledge Governance Protocol
53,LK001,Participatory Risk Mapping and Action Triggers,5,8.33198,Indigenous Knowledge Governance Protocol
53,LK002,Community Science Environmental Monitoring Network,6,8.0008,Indigenous Knowledge Governance Protocol
54,LK004,Funded Community Resilience Advisory Council,1,9.05694,Funded Community Resilience Advisory Council
54,LK005,Trusted Messenger and Local Warning System,2,8.5026,Funded Community Resilience Advisory Council
54,LK001,Participatory Risk Mapping and Action Triggers,3,8.31988,Funded Community Resilience Advisory Council
54,LK006,Recovery Feedback and Administrative Burden Review,4,8.30938,Funded Community Resilience Advisory Council
54,LK003,Indigenous Knowledge Governance Protocol,5,8.21665,Funded Community Resilience Advisory Council
54,LK002,Community Science Environmental Monitoring Network,6,7.96767,Funded Community Resilience Advisory Council
55,LK004,Funded Community Resilience Advisory Council,1,8.76703,Funded Community Resilience Advisory Council
55,LK006,Recovery Feedback and Administrative Burden Review,2,8.7564,Funded Community Resilience Advisory Council
55,LK003,Indigenous Knowledge Governance Protocol,3,8.43911,Funded Community Resilience Advisory Council
55,LK005,Trusted Messenger and Local Warning System,4,8.23298,Funded Community Resilience Advisory Council
55,LK002,Community Science Environmental Monitoring Network,5,8.16893,Funded Community Resilience Advisory Council
55,LK001,Participatory Risk Mapping and Action Triggers,6,8.0462,Funded Community Resilience Advisory Council
56,LK003,Indigenous Knowledge Governance Protocol,1,8.84376,Indigenous Knowledge Governance Protocol
56,LK004,Funded Community Resilience Advisory Council,2,8.67153,Indigenous Knowledge Governance Protocol
56,LK005,Trusted Messenger and Local Warning System,3,8.46359,Indigenous Knowledge Governance Protocol
56,LK006,Recovery Feedback and Administrative Burden Review,4,8.37655,Indigenous Knowledge Governance Protocol
56,LK001,Participatory Risk Mapping and Action Triggers,5,8.36417,Indigenous Knowledge Governance Protocol
56,LK002,Community Science Environmental Monitoring Network,6,8.08685,Indigenous Knowledge Governance Protocol
57,LK004,Funded Community Resilience Advisory Council,1,8.95746,Funded Community Resilience Advisory Council
57,LK003,Indigenous Knowledge Governance Protocol,2,8.56385,Funded Community Resilience Advisory Council
57,LK006,Recovery Feedback and Administrative Burden Review,3,8.33206,Funded Community Resilience Advisory Council
57,LK001,Participatory Risk Mapping and Action Triggers,4,8.316,Funded Community Resilience Advisory Council
57,LK002,Community Science Environmental Monitoring Network,5,8.30271,Funded Community Resilience Advisory Council
57,LK005,Trusted Messenger and Local Warning System,6,8.28984,Funded Community Resilience Advisory Council
58,LK004,Funded Community Resilience Advisory Council,1,8.8555,Funded Community Resilience Advisory Council
58,LK003,Indigenous Knowledge Governance Protocol,2,8.73968,Funded Community Resilience Advisory Council
58,LK006,Recovery Feedback and Administrative Burden Review,3,8.49584,Funded Community Resilience Advisory Council
58,LK001,Participatory Risk Mapping and Action Triggers,4,8.24176,Funded Community Resilience Advisory Council
58,LK002,Community Science Environmental Monitoring Network,5,8.14137,Funded Community Resilience Advisory Council
58,LK005,Trusted Messenger and Local Warning System,6,8.07104,Funded Community Resilience Advisory Council
59,LK003,Indigenous Knowledge Governance Protocol,1,9.05741,Indigenous Knowledge Governance Protocol
59,LK004,Funded Community Resilience Advisory Council,2,8.73412,Indigenous Knowledge Governance Protocol
59,LK005,Trusted Messenger and Local Warning System,3,8.47839,Indigenous Knowledge Governance Protocol
59,LK001,Participatory Risk Mapping and Action Triggers,4,8.46137,Indigenous Knowledge Governance Protocol
59,LK002,Community Science Environmental Monitoring Network,5,8.43223,Indigenous Knowledge Governance Protocol
59,LK006,Recovery Feedback and Administrative Burden Review,6,8.33274,Indigenous Knowledge Governance Protocol
60,LK003,Indigenous Knowledge Governance Protocol,1,9.40919,Indigenous Knowledge Governance Protocol
60,LK006,Recovery Feedback and Administrative Burden Review,2,8.84543,Indigenous Knowledge Governance Protocol
60,LK004,Funded Community Resilience Advisory Council,3,8.84013,Indigenous Knowledge Governance Protocol
60,LK001,Participatory Risk Mapping and Action Triggers,4,8.74889,Indigenous Knowledge Governance Protocol
60,LK005,Trusted Messenger and Local Warning System,5,8.36253,Indigenous Knowledge Governance Protocol
60,LK002,Community Science Environmental Monitoring Network,6,7.79603,Indigenous Knowledge Governance Protocol
61,LK003,Indigenous Knowledge Governance Protocol,1,9.14926,Indigenous Knowledge Governance Protocol
61,LK005,Trusted Messenger and Local Warning System,2,8.6267,Indigenous Knowledge Governance Protocol
61,LK001,Participatory Risk Mapping and Action Triggers,3,8.38179,Indigenous Knowledge Governance Protocol
61,LK004,Funded Community Resilience Advisory Council,4,8.36637,Indigenous Knowledge Governance Protocol
61,LK002,Community Science Environmental Monitoring Network,5,8.16948,Indigenous Knowledge Governance Protocol
61,LK006,Recovery Feedback and Administrative Burden Review,6,8.0465,Indigenous Knowledge Governance Protocol
62,LK004,Funded Community Resilience Advisory Council,1,8.90214,Funded Community Resilience Advisory Council
62,LK001,Participatory Risk Mapping and Action Triggers,2,8.86195,Funded Community Resilience Advisory Council
62,LK003,Indigenous Knowledge Governance Protocol,3,8.68118,Funded Community Resilience Advisory Council
62,LK005,Trusted Messenger and Local Warning System,4,8.36118,Funded Community Resilience Advisory Council
62,LK006,Recovery Feedback and Administrative Burden Review,5,8.3354,Funded Community Resilience Advisory Council
62,LK002,Community Science Environmental Monitoring Network,6,8.16124,Funded Community Resilience Advisory Council
63,LK003,Indigenous Knowledge Governance Protocol,1,8.94327,Indigenous Knowledge Governance Protocol
63,LK004,Funded Community Resilience Advisory Council,2,8.91717,Indigenous Knowledge Governance Protocol
63,LK005,Trusted Messenger and Local Warning System,3,8.60498,Indigenous Knowledge Governance Protocol
63,LK001,Participatory Risk Mapping and Action Triggers,4,8.42833,Indigenous Knowledge Governance Protocol
63,LK006,Recovery Feedback and Administrative Burden Review,5,8.3527,Indigenous Knowledge Governance Protocol
63,LK002,Community Science Environmental Monitoring Network,6,7.88535,Indigenous Knowledge Governance Protocol
64,LK003,Indigenous Knowledge Governance Protocol,1,8.67009,Indigenous Knowledge Governance Protocol
64,LK004,Funded Community Resilience Advisory Council,2,8.58664,Indigenous Knowledge Governance Protocol
64,LK006,Recovery Feedback and Administrative Burden Review,3,8.31875,Indigenous Knowledge Governance Protocol
64,LK005,Trusted Messenger and Local Warning System,4,8.24922,Indigenous Knowledge Governance Protocol
64,LK001,Participatory Risk Mapping and Action Triggers,5,7.91347,Indigenous Knowledge Governance Protocol
64,LK002,Community Science Environmental Monitoring Network,6,7.77028,Indigenous Knowledge Governance Protocol
65,LK004,Funded Community Resilience Advisory Council,1,8.91857,Funded Community Resilience Advisory Council
65,LK003,Indigenous Knowledge Governance Protocol,2,8.71412,Funded Community Resilience Advisory Council
65,LK005,Trusted Messenger and Local Warning System,3,8.38698,Funded Community Resilience Advisory Council
65,LK001,Participatory Risk Mapping and Action Triggers,4,8.31413,Funded Community Resilience Advisory Council
65,LK006,Recovery Feedback and Administrative Burden Review,5,8.29108,Funded Community Resilience Advisory Council
65,LK002,Community Science Environmental Monitoring Network,6,8.04409,Funded Community Resilience Advisory Council
66,LK003,Indigenous Knowledge Governance Protocol,1,9.0459,Indigenous Knowledge Governance Protocol
66,LK004,Funded Community Resilience Advisory Council,2,9.03302,Indigenous Knowledge Governance Protocol
66,LK006,Recovery Feedback and Administrative Burden Review,3,8.50493,Indigenous Knowledge Governance Protocol
66,LK005,Trusted Messenger and Local Warning System,4,8.37193,Indigenous Knowledge Governance Protocol
66,LK001,Participatory Risk Mapping and Action Triggers,5,8.31057,Indigenous Knowledge Governance Protocol
66,LK002,Community Science Environmental Monitoring Network,6,8.11283,Indigenous Knowledge Governance Protocol
67,LK004,Funded Community Resilience Advisory Council,1,9.0997,Funded Community Resilience Advisory Council
67,LK003,Indigenous Knowledge Governance Protocol,2,8.8813,Funded Community Resilience Advisory Council
67,LK006,Recovery Feedback and Administrative Burden Review,3,8.30603,Funded Community Resilience Advisory Council
67,LK001,Participatory Risk Mapping and Action Triggers,4,8.261,Funded Community Resilience Advisory Council
67,LK005,Trusted Messenger and Local Warning System,5,7.96917,Funded Community Resilience Advisory Council
67,LK002,Community Science Environmental Monitoring Network,6,7.81033,Funded Community Resilience Advisory Council
68,LK003,Indigenous Knowledge Governance Protocol,1,8.90262,Indigenous Knowledge Governance Protocol
68,LK005,Trusted Messenger and Local Warning System,2,8.49772,Indigenous Knowledge Governance Protocol
68,LK004,Funded Community Resilience Advisory Council,3,8.42634,Indigenous Knowledge Governance Protocol
68,LK006,Recovery Feedback and Administrative Burden Review,4,8.42126,Indigenous Knowledge Governance Protocol
68,LK002,Community Science Environmental Monitoring Network,5,8.19963,Indigenous Knowledge Governance Protocol
