simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
43,DB002,Indicator Domain Dashboard,5,6.63743,Adaptive Learning and Decision-Trigger Dashboard
43,DB001,Simple Composite Resilience Score,6,4.29066,Adaptive Learning and Decision-Trigger Dashboard
44,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.55504,Adaptive Learning and Decision-Trigger Dashboard
44,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.33642,Adaptive Learning and Decision-Trigger Dashboard
44,DB004,Justice-Centered Resilience Dashboard,3,6.90912,Adaptive Learning and Decision-Trigger Dashboard
44,DB006,Participatory Community Resilience Dashboard,4,6.8927,Adaptive Learning and Decision-Trigger Dashboard
44,DB002,Indicator Domain Dashboard,5,6.15567,Adaptive Learning and Decision-Trigger Dashboard
44,DB001,Simple Composite Resilience Score,6,4.88494,Adaptive Learning and Decision-Trigger Dashboard
45,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.53391,Adaptive Learning and Decision-Trigger Dashboard
45,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.34731,Adaptive Learning and Decision-Trigger Dashboard
45,DB006,Participatory Community Resilience Dashboard,3,6.94854,Adaptive Learning and Decision-Trigger Dashboard
45,DB004,Justice-Centered Resilience Dashboard,4,6.89692,Adaptive Learning and Decision-Trigger Dashboard
45,DB002,Indicator Domain Dashboard,5,6.40438,Adaptive Learning and Decision-Trigger Dashboard
45,DB001,Simple Composite Resilience Score,6,4.65745,Adaptive Learning and Decision-Trigger Dashboard
46,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.62725,Adaptive Learning and Decision-Trigger Dashboard
46,DB006,Participatory Community Resilience Dashboard,2,7.21967,Adaptive Learning and Decision-Trigger Dashboard
46,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.1637,Adaptive Learning and Decision-Trigger Dashboard
46,DB004,Justice-Centered Resilience Dashboard,4,6.66736,Adaptive Learning and Decision-Trigger Dashboard
46,DB002,Indicator Domain Dashboard,5,5.95508,Adaptive Learning and Decision-Trigger Dashboard
46,DB001,Simple Composite Resilience Score,6,5.19149,Adaptive Learning and Decision-Trigger Dashboard
47,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,8.04353,Adaptive Learning and Decision-Trigger Dashboard
47,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.52941,Adaptive Learning and Decision-Trigger Dashboard
47,DB006,Participatory Community Resilience Dashboard,3,6.7444,Adaptive Learning and Decision-Trigger Dashboard
47,DB004,Justice-Centered Resilience Dashboard,4,6.63475,Adaptive Learning and Decision-Trigger Dashboard
47,DB002,Indicator Domain Dashboard,5,6.18342,Adaptive Learning and Decision-Trigger Dashboard
47,DB001,Simple Composite Resilience Score,6,4.53033,Adaptive Learning and Decision-Trigger Dashboard
48,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.19314,Adaptive Learning and Decision-Trigger Dashboard
48,DB006,Participatory Community Resilience Dashboard,2,7.0492,Adaptive Learning and Decision-Trigger Dashboard
48,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84092,Adaptive Learning and Decision-Trigger Dashboard
48,DB004,Justice-Centered Resilience Dashboard,4,6.64793,Adaptive Learning and Decision-Trigger Dashboard
48,DB002,Indicator Domain Dashboard,5,5.95593,Adaptive Learning and Decision-Trigger Dashboard
48,DB001,Simple Composite Resilience Score,6,4.52313,Adaptive Learning and Decision-Trigger Dashboard
49,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.31622,Adaptive Learning and Decision-Trigger Dashboard
49,DB006,Participatory Community Resilience Dashboard,2,7.1162,Adaptive Learning and Decision-Trigger Dashboard
49,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.0905,Adaptive Learning and Decision-Trigger Dashboard
49,DB004,Justice-Centered Resilience Dashboard,4,6.86039,Adaptive Learning and Decision-Trigger Dashboard
49,DB002,Indicator Domain Dashboard,5,6.37785,Adaptive Learning and Decision-Trigger Dashboard
49,DB001,Simple Composite Resilience Score,6,4.76554,Adaptive Learning and Decision-Trigger Dashboard
50,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.41808,Adaptive Learning and Decision-Trigger Dashboard
50,DB004,Justice-Centered Resilience Dashboard,2,7.36332,Adaptive Learning and Decision-Trigger Dashboard
50,DB006,Participatory Community Resilience Dashboard,3,6.88714,Adaptive Learning and Decision-Trigger Dashboard
50,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.7388,Adaptive Learning and Decision-Trigger Dashboard
50,DB002,Indicator Domain Dashboard,5,6.33419,Adaptive Learning and Decision-Trigger Dashboard
50,DB001,Simple Composite Resilience Score,6,4.5627,Adaptive Learning and Decision-Trigger Dashboard
51,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.98632,Adaptive Learning and Decision-Trigger Dashboard
51,DB004,Justice-Centered Resilience Dashboard,2,6.9692,Adaptive Learning and Decision-Trigger Dashboard
51,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.86376,Adaptive Learning and Decision-Trigger Dashboard
51,DB006,Participatory Community Resilience Dashboard,4,6.74832,Adaptive Learning and Decision-Trigger Dashboard
51,DB002,Indicator Domain Dashboard,5,6.23962,Adaptive Learning and Decision-Trigger Dashboard
51,DB001,Simple Composite Resilience Score,6,4.27781,Adaptive Learning and Decision-Trigger Dashboard
52,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.40433,Adaptive Learning and Decision-Trigger Dashboard
52,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.35555,Adaptive Learning and Decision-Trigger Dashboard
52,DB006,Participatory Community Resilience Dashboard,3,6.91619,Adaptive Learning and Decision-Trigger Dashboard
52,DB004,Justice-Centered Resilience Dashboard,4,6.81078,Adaptive Learning and Decision-Trigger Dashboard
52,DB002,Indicator Domain Dashboard,5,5.97644,Adaptive Learning and Decision-Trigger Dashboard
52,DB001,Simple Composite Resilience Score,6,5.10934,Adaptive Learning and Decision-Trigger Dashboard
53,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.71879,Adaptive Learning and Decision-Trigger Dashboard
53,DB004,Justice-Centered Resilience Dashboard,2,7.10286,Adaptive Learning and Decision-Trigger Dashboard
53,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.0363,Adaptive Learning and Decision-Trigger Dashboard
53,DB006,Participatory Community Resilience Dashboard,4,6.86997,Adaptive Learning and Decision-Trigger Dashboard
53,DB002,Indicator Domain Dashboard,5,6.55677,Adaptive Learning and Decision-Trigger Dashboard
53,DB001,Simple Composite Resilience Score,6,4.7543,Adaptive Learning and Decision-Trigger Dashboard
54,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.39676,Adaptive Learning and Decision-Trigger Dashboard
54,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.02724,Adaptive Learning and Decision-Trigger Dashboard
54,DB006,Participatory Community Resilience Dashboard,3,6.78343,Adaptive Learning and Decision-Trigger Dashboard
54,DB004,Justice-Centered Resilience Dashboard,4,6.60269,Adaptive Learning and Decision-Trigger Dashboard
54,DB002,Indicator Domain Dashboard,5,6.18174,Adaptive Learning and Decision-Trigger Dashboard
54,DB001,Simple Composite Resilience Score,6,4.78274,Adaptive Learning and Decision-Trigger Dashboard
55,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.53922,Adaptive Learning and Decision-Trigger Dashboard
55,DB006,Participatory Community Resilience Dashboard,2,7.44985,Adaptive Learning and Decision-Trigger Dashboard
55,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.1685,Adaptive Learning and Decision-Trigger Dashboard
55,DB004,Justice-Centered Resilience Dashboard,4,6.47786,Adaptive Learning and Decision-Trigger Dashboard
55,DB002,Indicator Domain Dashboard,5,6.3594,Adaptive Learning and Decision-Trigger Dashboard
55,DB001,Simple Composite Resilience Score,6,4.60534,Adaptive Learning and Decision-Trigger Dashboard
56,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.38975,Adaptive Learning and Decision-Trigger Dashboard
56,DB006,Participatory Community Resilience Dashboard,2,7.02724,Adaptive Learning and Decision-Trigger Dashboard
56,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.89655,Adaptive Learning and Decision-Trigger Dashboard
56,DB004,Justice-Centered Resilience Dashboard,4,6.83354,Adaptive Learning and Decision-Trigger Dashboard
56,DB002,Indicator Domain Dashboard,5,6.20128,Adaptive Learning and Decision-Trigger Dashboard
56,DB001,Simple Composite Resilience Score,6,4.5322,Adaptive Learning and Decision-Trigger Dashboard
57,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.76976,Adaptive Learning and Decision-Trigger Dashboard
57,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.24442,Adaptive Learning and Decision-Trigger Dashboard
57,DB004,Justice-Centered Resilience Dashboard,3,6.85191,Adaptive Learning and Decision-Trigger Dashboard
57,DB006,Participatory Community Resilience Dashboard,4,6.59237,Adaptive Learning and Decision-Trigger Dashboard
57,DB002,Indicator Domain Dashboard,5,6.32289,Adaptive Learning and Decision-Trigger Dashboard
57,DB001,Simple Composite Resilience Score,6,4.33985,Adaptive Learning and Decision-Trigger Dashboard
58,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.89362,Adaptive Learning and Decision-Trigger Dashboard
58,DB004,Justice-Centered Resilience Dashboard,2,6.96269,Adaptive Learning and Decision-Trigger Dashboard
58,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84496,Adaptive Learning and Decision-Trigger Dashboard
58,DB006,Participatory Community Resilience Dashboard,4,6.7966,Adaptive Learning and Decision-Trigger Dashboard
58,DB002,Indicator Domain Dashboard,5,6.19322,Adaptive Learning and Decision-Trigger Dashboard
58,DB001,Simple Composite Resilience Score,6,4.71456,Adaptive Learning and Decision-Trigger Dashboard
59,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.3895,Adaptive Learning and Decision-Trigger Dashboard
59,DB006,Participatory Community Resilience Dashboard,2,7.19153,Adaptive Learning and Decision-Trigger Dashboard
59,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.16653,Adaptive Learning and Decision-Trigger Dashboard
59,DB002,Indicator Domain Dashboard,4,6.42274,Adaptive Learning and Decision-Trigger Dashboard
59,DB004,Justice-Centered Resilience Dashboard,5,6.39801,Adaptive Learning and Decision-Trigger Dashboard
59,DB001,Simple Composite Resilience Score,6,4.93947,Adaptive Learning and Decision-Trigger Dashboard
60,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.53,Adaptive Learning and Decision-Trigger Dashboard
60,DB006,Participatory Community Resilience Dashboard,2,7.26833,Adaptive Learning and Decision-Trigger Dashboard
60,DB004,Justice-Centered Resilience Dashboard,3,7.02337,Adaptive Learning and Decision-Trigger Dashboard
60,DB003,Threshold-Sensitive Early Warning Dashboard,4,7.0233,Adaptive Learning and Decision-Trigger Dashboard
60,DB002,Indicator Domain Dashboard,5,6.44369,Adaptive Learning and Decision-Trigger Dashboard
60,DB001,Simple Composite Resilience Score,6,4.55181,Adaptive Learning and Decision-Trigger Dashboard
61,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.30747,Adaptive Learning and Decision-Trigger Dashboard
61,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.30095,Adaptive Learning and Decision-Trigger Dashboard
61,DB004,Justice-Centered Resilience Dashboard,3,6.83763,Adaptive Learning and Decision-Trigger Dashboard
61,DB006,Participatory Community Resilience Dashboard,4,6.81128,Adaptive Learning and Decision-Trigger Dashboard
61,DB002,Indicator Domain Dashboard,5,6.18722,Adaptive Learning and Decision-Trigger Dashboard
61,DB001,Simple Composite Resilience Score,6,4.71114,Adaptive Learning and Decision-Trigger Dashboard
62,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.58641,Threshold-Sensitive Early Warning Dashboard
62,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.37802,Threshold-Sensitive Early Warning Dashboard
62,DB004,Justice-Centered Resilience Dashboard,3,7.19035,Threshold-Sensitive Early Warning Dashboard
62,DB006,Participatory Community Resilience Dashboard,4,6.9134,Threshold-Sensitive Early Warning Dashboard
62,DB002,Indicator Domain Dashboard,5,5.92595,Threshold-Sensitive Early Warning Dashboard
62,DB001,Simple Composite Resilience Score,6,4.37626,Threshold-Sensitive Early Warning Dashboard
63,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.51778,Adaptive Learning and Decision-Trigger Dashboard
63,DB006,Participatory Community Resilience Dashboard,2,7.33806,Adaptive Learning and Decision-Trigger Dashboard
63,DB004,Justice-Centered Resilience Dashboard,3,6.92823,Adaptive Learning and Decision-Trigger Dashboard
63,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.77777,Adaptive Learning and Decision-Trigger Dashboard
63,DB002,Indicator Domain Dashboard,5,6.45684,Adaptive Learning and Decision-Trigger Dashboard
63,DB001,Simple Composite Resilience Score,6,4.721,Adaptive Learning and Decision-Trigger Dashboard
64,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.566,Adaptive Learning and Decision-Trigger Dashboard
64,DB004,Justice-Centered Resilience Dashboard,2,7.30068,Adaptive Learning and Decision-Trigger Dashboard
64,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.98497,Adaptive Learning and Decision-Trigger Dashboard
64,DB006,Participatory Community Resilience Dashboard,4,6.90825,Adaptive Learning and Decision-Trigger Dashboard
64,DB002,Indicator Domain Dashboard,5,6.22977,Adaptive Learning and Decision-Trigger Dashboard
64,DB001,Simple Composite Resilience Score,6,4.8223,Adaptive Learning and Decision-Trigger Dashboard
65,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.34667,Adaptive Learning and Decision-Trigger Dashboard
65,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.34416,Adaptive Learning and Decision-Trigger Dashboard
65,DB006,Participatory Community Resilience Dashboard,3,7.29436,Adaptive Learning and Decision-Trigger Dashboard
65,DB004,Justice-Centered Resilience Dashboard,4,6.87457,Adaptive Learning and Decision-Trigger Dashboard
65,DB002,Indicator Domain Dashboard,5,6.23794,Adaptive Learning and Decision-Trigger Dashboard
65,DB001,Simple Composite Resilience Score,6,4.58679,Adaptive Learning and Decision-Trigger Dashboard
66,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.50268,Adaptive Learning and Decision-Trigger Dashboard
66,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.19717,Adaptive Learning and Decision-Trigger Dashboard
66,DB004,Justice-Centered Resilience Dashboard,3,7.02276,Adaptive Learning and Decision-Trigger Dashboard
66,DB006,Participatory Community Resilience Dashboard,4,6.88904,Adaptive Learning and Decision-Trigger Dashboard
66,DB002,Indicator Domain Dashboard,5,6.48463,Adaptive Learning and Decision-Trigger Dashboard
66,DB001,Simple Composite Resilience Score,6,4.81924,Adaptive Learning and Decision-Trigger Dashboard
67,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.81121,Adaptive Learning and Decision-Trigger Dashboard
67,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.13683,Adaptive Learning and Decision-Trigger Dashboard
67,DB006,Participatory Community Resilience Dashboard,3,7.12916,Adaptive Learning and Decision-Trigger Dashboard
67,DB004,Justice-Centered Resilience Dashboard,4,7.1272,Adaptive Learning and Decision-Trigger Dashboard
67,DB002,Indicator Domain Dashboard,5,6.32577,Adaptive Learning and Decision-Trigger Dashboard
67,DB001,Simple Composite Resilience Score,6,4.57459,Adaptive Learning and Decision-Trigger Dashboard
68,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.35959,Adaptive Learning and Decision-Trigger Dashboard
68,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.20093,Adaptive Learning and Decision-Trigger Dashboard
68,DB006,Participatory Community Resilience Dashboard,3,6.9299,Adaptive Learning and Decision-Trigger Dashboard
68,DB004,Justice-Centered Resilience Dashboard,4,6.81445,Adaptive Learning and Decision-Trigger Dashboard
68,DB002,Indicator Domain Dashboard,5,6.44593,Adaptive Learning and Decision-Trigger Dashboard
68,DB001,Simple Composite Resilience Score,6,4.66351,Adaptive Learning and Decision-Trigger Dashboard
69,DB004,Justice-Centered Resilience Dashboard,1,7.37602,Justice-Centered Resilience Dashboard
69,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.34877,Justice-Centered Resilience Dashboard
69,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.2708,Justice-Centered Resilience Dashboard
