simulation_id,strategy_id,strategy,rank,technology_resilience_value,winner
42,TR003,Cyber Recovery and Tested Backup Program,3,7.79894,Critical Function and Dependency Mapping
42,TR005,Technical Debt and Maintainability Program,4,7.77125,Critical Function and Dependency Mapping
42,TR004,Data Integrity and Lineage Governance,5,7.73597,Critical Function and Dependency Mapping
42,TR006,Vendor Portability and Platform Contingency Planning,6,7.6102,Critical Function and Dependency Mapping
42,TR002,Graceful Degradation and Fallback Architecture,7,7.53526,Critical Function and Dependency Mapping
43,TR006,Vendor Portability and Platform Contingency Planning,1,7.82069,Vendor Portability and Platform Contingency Planning
43,TR003,Cyber Recovery and Tested Backup Program,2,7.80126,Vendor Portability and Platform Contingency Planning
43,TR001,Critical Function and Dependency Mapping,3,7.78778,Vendor Portability and Platform Contingency Planning
43,TR002,Graceful Degradation and Fallback Architecture,4,7.74414,Vendor Portability and Platform Contingency Planning
43,TR004,Data Integrity and Lineage Governance,5,7.67033,Vendor Portability and Platform Contingency Planning
43,TR005,Technical Debt and Maintainability Program,6,7.61506,Vendor Portability and Platform Contingency Planning
43,TR007,Human-Centered Fallback and Accessibility Program,7,7.6148,Vendor Portability and Platform Contingency Planning
44,TR004,Data Integrity and Lineage Governance,1,7.97701,Data Integrity and Lineage Governance
44,TR002,Graceful Degradation and Fallback Architecture,2,7.96874,Data Integrity and Lineage Governance
44,TR003,Cyber Recovery and Tested Backup Program,3,7.93079,Data Integrity and Lineage Governance
44,TR001,Critical Function and Dependency Mapping,4,7.73383,Data Integrity and Lineage Governance
44,TR007,Human-Centered Fallback and Accessibility Program,5,7.67363,Data Integrity and Lineage Governance
44,TR005,Technical Debt and Maintainability Program,6,7.65496,Data Integrity and Lineage Governance
44,TR006,Vendor Portability and Platform Contingency Planning,7,7.63868,Data Integrity and Lineage Governance
45,TR004,Data Integrity and Lineage Governance,1,7.72983,Data Integrity and Lineage Governance
45,TR005,Technical Debt and Maintainability Program,2,7.69997,Data Integrity and Lineage Governance
45,TR003,Cyber Recovery and Tested Backup Program,3,7.69533,Data Integrity and Lineage Governance
45,TR001,Critical Function and Dependency Mapping,4,7.6734,Data Integrity and Lineage Governance
45,TR002,Graceful Degradation and Fallback Architecture,5,7.54935,Data Integrity and Lineage Governance
45,TR007,Human-Centered Fallback and Accessibility Program,6,7.54204,Data Integrity and Lineage Governance
45,TR006,Vendor Portability and Platform Contingency Planning,7,7.46906,Data Integrity and Lineage Governance
46,TR005,Technical Debt and Maintainability Program,1,7.74265,Technical Debt and Maintainability Program
46,TR001,Critical Function and Dependency Mapping,2,7.73482,Technical Debt and Maintainability Program
46,TR003,Cyber Recovery and Tested Backup Program,3,7.68763,Technical Debt and Maintainability Program
46,TR007,Human-Centered Fallback and Accessibility Program,4,7.67519,Technical Debt and Maintainability Program
46,TR002,Graceful Degradation and Fallback Architecture,5,7.63057,Technical Debt and Maintainability Program
46,TR004,Data Integrity and Lineage Governance,6,7.42641,Technical Debt and Maintainability Program
46,TR006,Vendor Portability and Platform Contingency Planning,7,7.37409,Technical Debt and Maintainability Program
47,TR002,Graceful Degradation and Fallback Architecture,1,8.08156,Graceful Degradation and Fallback Architecture
47,TR004,Data Integrity and Lineage Governance,2,7.85814,Graceful Degradation and Fallback Architecture
47,TR006,Vendor Portability and Platform Contingency Planning,3,7.84082,Graceful Degradation and Fallback Architecture
47,TR007,Human-Centered Fallback and Accessibility Program,4,7.70552,Graceful Degradation and Fallback Architecture
47,TR001,Critical Function and Dependency Mapping,5,7.6439,Graceful Degradation and Fallback Architecture
47,TR005,Technical Debt and Maintainability Program,6,7.56315,Graceful Degradation and Fallback Architecture
47,TR003,Cyber Recovery and Tested Backup Program,7,7.54961,Graceful Degradation and Fallback Architecture
48,TR003,Cyber Recovery and Tested Backup Program,1,8.00435,Cyber Recovery and Tested Backup Program
48,TR004,Data Integrity and Lineage Governance,2,7.8536,Cyber Recovery and Tested Backup Program
48,TR005,Technical Debt and Maintainability Program,3,7.70242,Cyber Recovery and Tested Backup Program
48,TR001,Critical Function and Dependency Mapping,4,7.66019,Cyber Recovery and Tested Backup Program
48,TR002,Graceful Degradation and Fallback Architecture,5,7.63862,Cyber Recovery and Tested Backup Program
48,TR007,Human-Centered Fallback and Accessibility Program,6,7.624,Cyber Recovery and Tested Backup Program
48,TR006,Vendor Portability and Platform Contingency Planning,7,7.58759,Cyber Recovery and Tested Backup Program
49,TR001,Critical Function and Dependency Mapping,1,7.96547,Critical Function and Dependency Mapping
49,TR007,Human-Centered Fallback and Accessibility Program,2,7.90427,Critical Function and Dependency Mapping
49,TR006,Vendor Portability and Platform Contingency Planning,3,7.89591,Critical Function and Dependency Mapping
49,TR005,Technical Debt and Maintainability Program,4,7.80153,Critical Function and Dependency Mapping
49,TR002,Graceful Degradation and Fallback Architecture,5,7.78756,Critical Function and Dependency Mapping
49,TR004,Data Integrity and Lineage Governance,6,7.62477,Critical Function and Dependency Mapping
49,TR003,Cyber Recovery and Tested Backup Program,7,7.5335,Critical Function and Dependency Mapping
50,TR006,Vendor Portability and Platform Contingency Planning,1,8.00044,Vendor Portability and Platform Contingency Planning
50,TR002,Graceful Degradation and Fallback Architecture,2,7.76105,Vendor Portability and Platform Contingency Planning
50,TR005,Technical Debt and Maintainability Program,3,7.74721,Vendor Portability and Platform Contingency Planning
50,TR001,Critical Function and Dependency Mapping,4,7.73437,Vendor Portability and Platform Contingency Planning
50,TR003,Cyber Recovery and Tested Backup Program,5,7.57108,Vendor Portability and Platform Contingency Planning
50,TR004,Data Integrity and Lineage Governance,6,7.41422,Vendor Portability and Platform Contingency Planning
50,TR007,Human-Centered Fallback and Accessibility Program,7,7.41297,Vendor Portability and Platform Contingency Planning
51,TR002,Graceful Degradation and Fallback Architecture,1,8.10952,Graceful Degradation and Fallback Architecture
51,TR003,Cyber Recovery and Tested Backup Program,2,8.04296,Graceful Degradation and Fallback Architecture
51,TR004,Data Integrity and Lineage Governance,3,7.97533,Graceful Degradation and Fallback Architecture
51,TR005,Technical Debt and Maintainability Program,4,7.84951,Graceful Degradation and Fallback Architecture
51,TR006,Vendor Portability and Platform Contingency Planning,5,7.84805,Graceful Degradation and Fallback Architecture
51,TR007,Human-Centered Fallback and Accessibility Program,6,7.78871,Graceful Degradation and Fallback Architecture
51,TR001,Critical Function and Dependency Mapping,7,7.58401,Graceful Degradation and Fallback Architecture
52,TR004,Data Integrity and Lineage Governance,1,8.03473,Data Integrity and Lineage Governance
52,TR003,Cyber Recovery and Tested Backup Program,2,7.86852,Data Integrity and Lineage Governance
52,TR007,Human-Centered Fallback and Accessibility Program,3,7.86638,Data Integrity and Lineage Governance
52,TR005,Technical Debt and Maintainability Program,4,7.7783,Data Integrity and Lineage Governance
52,TR001,Critical Function and Dependency Mapping,5,7.6017,Data Integrity and Lineage Governance
52,TR006,Vendor Portability and Platform Contingency Planning,6,7.57665,Data Integrity and Lineage Governance
52,TR002,Graceful Degradation and Fallback Architecture,7,7.55645,Data Integrity and Lineage Governance
53,TR007,Human-Centered Fallback and Accessibility Program,1,7.97638,Human-Centered Fallback and Accessibility Program
53,TR002,Graceful Degradation and Fallback Architecture,2,7.82976,Human-Centered Fallback and Accessibility Program
53,TR003,Cyber Recovery and Tested Backup Program,3,7.82867,Human-Centered Fallback and Accessibility Program
53,TR004,Data Integrity and Lineage Governance,4,7.75558,Human-Centered Fallback and Accessibility Program
53,TR006,Vendor Portability and Platform Contingency Planning,5,7.75102,Human-Centered Fallback and Accessibility Program
53,TR001,Critical Function and Dependency Mapping,6,7.58913,Human-Centered Fallback and Accessibility Program
53,TR005,Technical Debt and Maintainability Program,7,7.58298,Human-Centered Fallback and Accessibility Program
54,TR002,Graceful Degradation and Fallback Architecture,1,8.1096,Graceful Degradation and Fallback Architecture
54,TR001,Critical Function and Dependency Mapping,2,7.97147,Graceful Degradation and Fallback Architecture
54,TR004,Data Integrity and Lineage Governance,3,7.95368,Graceful Degradation and Fallback Architecture
54,TR007,Human-Centered Fallback and Accessibility Program,4,7.82976,Graceful Degradation and Fallback Architecture
54,TR006,Vendor Portability and Platform Contingency Planning,5,7.73718,Graceful Degradation and Fallback Architecture
54,TR005,Technical Debt and Maintainability Program,6,7.68472,Graceful Degradation and Fallback Architecture
54,TR003,Cyber Recovery and Tested Backup Program,7,7.56351,Graceful Degradation and Fallback Architecture
55,TR001,Critical Function and Dependency Mapping,1,8.07787,Critical Function and Dependency Mapping
55,TR003,Cyber Recovery and Tested Backup Program,2,8.02075,Critical Function and Dependency Mapping
55,TR005,Technical Debt and Maintainability Program,3,7.76316,Critical Function and Dependency Mapping
55,TR002,Graceful Degradation and Fallback Architecture,4,7.73795,Critical Function and Dependency Mapping
55,TR007,Human-Centered Fallback and Accessibility Program,5,7.73559,Critical Function and Dependency Mapping
55,TR006,Vendor Portability and Platform Contingency Planning,6,7.70328,Critical Function and Dependency Mapping
55,TR004,Data Integrity and Lineage Governance,7,7.45179,Critical Function and Dependency Mapping
56,TR006,Vendor Portability and Platform Contingency Planning,1,7.99247,Vendor Portability and Platform Contingency Planning
56,TR004,Data Integrity and Lineage Governance,2,7.84533,Vendor Portability and Platform Contingency Planning
56,TR002,Graceful Degradation and Fallback Architecture,3,7.81398,Vendor Portability and Platform Contingency Planning
56,TR005,Technical Debt and Maintainability Program,4,7.70093,Vendor Portability and Platform Contingency Planning
56,TR001,Critical Function and Dependency Mapping,5,7.5274,Vendor Portability and Platform Contingency Planning
56,TR007,Human-Centered Fallback and Accessibility Program,6,7.52072,Vendor Portability and Platform Contingency Planning
56,TR003,Cyber Recovery and Tested Backup Program,7,7.43905,Vendor Portability and Platform Contingency Planning
57,TR001,Critical Function and Dependency Mapping,1,8.02401,Critical Function and Dependency Mapping
57,TR005,Technical Debt and Maintainability Program,2,8.00363,Critical Function and Dependency Mapping
57,TR006,Vendor Portability and Platform Contingency Planning,3,8.00082,Critical Function and Dependency Mapping
57,TR003,Cyber Recovery and Tested Backup Program,4,7.72622,Critical Function and Dependency Mapping
57,TR002,Graceful Degradation and Fallback Architecture,5,7.62108,Critical Function and Dependency Mapping
57,TR007,Human-Centered Fallback and Accessibility Program,6,7.60467,Critical Function and Dependency Mapping
57,TR004,Data Integrity and Lineage Governance,7,7.32926,Critical Function and Dependency Mapping
58,TR003,Cyber Recovery and Tested Backup Program,1,8.00739,Cyber Recovery and Tested Backup Program
58,TR002,Graceful Degradation and Fallback Architecture,2,7.98537,Cyber Recovery and Tested Backup Program
58,TR007,Human-Centered Fallback and Accessibility Program,3,7.843,Cyber Recovery and Tested Backup Program
58,TR004,Data Integrity and Lineage Governance,4,7.71564,Cyber Recovery and Tested Backup Program
58,TR001,Critical Function and Dependency Mapping,5,7.6106,Cyber Recovery and Tested Backup Program
58,TR005,Technical Debt and Maintainability Program,6,7.52022,Cyber Recovery and Tested Backup Program
58,TR006,Vendor Portability and Platform Contingency Planning,7,7.41168,Cyber Recovery and Tested Backup Program
59,TR003,Cyber Recovery and Tested Backup Program,1,8.04282,Cyber Recovery and Tested Backup Program
