simulation_id,strategy_id,strategy,rank,adjusted_resilience_value
55,FRS003,Critical Supply Chain Diversification,8,6.92788
56,FRS008,Adaptive Governance and Learning System,1,8.08615
56,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.05761
56,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.99681
56,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.90184
56,FRS002,Regional Early Warning and Analytics Network,5,7.89027
56,FRS007,Digital Public Infrastructure Resilience Program,6,7.7724
56,FRS001,Distributed Renewable Microgrids,7,7.50407
56,FRS003,Critical Supply Chain Diversification,8,7.37974
57,FRS008,Adaptive Governance and Learning System,1,8.43399
57,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.42218
57,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.20014
57,FRS007,Digital Public Infrastructure Resilience Program,4,8.00353
57,FRS002,Regional Early Warning and Analytics Network,5,7.79205
57,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.72274
57,FRS003,Critical Supply Chain Diversification,7,7.53909
57,FRS001,Distributed Renewable Microgrids,8,7.43166
58,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.33786
58,FRS008,Adaptive Governance and Learning System,2,8.30929
58,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.05835
58,FRS007,Digital Public Infrastructure Resilience Program,4,8.01117
58,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.55664
58,FRS001,Distributed Renewable Microgrids,6,7.51064
58,FRS003,Critical Supply Chain Diversification,7,7.37366
58,FRS002,Regional Early Warning and Analytics Network,8,7.24887
59,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.35798
59,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.23774
59,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.19503
59,FRS008,Adaptive Governance and Learning System,4,8.0226
59,FRS007,Digital Public Infrastructure Resilience Program,5,7.94554
59,FRS002,Regional Early Warning and Analytics Network,6,7.7359
59,FRS001,Distributed Renewable Microgrids,7,7.64212
59,FRS003,Critical Supply Chain Diversification,8,7.01964
60,FRS008,Adaptive Governance and Learning System,1,8.31804
60,FRS001,Distributed Renewable Microgrids,2,8.31479
60,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.29037
60,FRS006,Community Resilience and Mutual Aid Infrastructure,4,8.13421
60,FRS005,Watershed Restoration and Nature-Based Buffers,5,8.01647
60,FRS007,Digital Public Infrastructure Resilience Program,6,7.836
60,FRS002,Regional Early Warning and Analytics Network,7,7.43206
60,FRS003,Critical Supply Chain Diversification,8,6.86899
61,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.2229
61,FRS008,Adaptive Governance and Learning System,2,8.02092
61,FRS001,Distributed Renewable Microgrids,3,7.93171
61,FRS007,Digital Public Infrastructure Resilience Program,4,7.88154
61,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.8699
61,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.56946
61,FRS002,Regional Early Warning and Analytics Network,7,7.33925
61,FRS003,Critical Supply Chain Diversification,8,7.27586
62,FRS008,Adaptive Governance and Learning System,1,8.23257
62,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.13843
62,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.06295
62,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.85348
62,FRS001,Distributed Renewable Microgrids,5,7.82213
62,FRS002,Regional Early Warning and Analytics Network,6,7.5581
62,FRS007,Digital Public Infrastructure Resilience Program,7,7.50102
62,FRS003,Critical Supply Chain Diversification,8,7.2814
63,FRS008,Adaptive Governance and Learning System,1,8.34909
63,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.25405
63,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.90686
63,FRS002,Regional Early Warning and Analytics Network,4,7.63863
63,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.48741
63,FRS001,Distributed Renewable Microgrids,6,7.25623
63,FRS007,Digital Public Infrastructure Resilience Program,7,7.16734
63,FRS003,Critical Supply Chain Diversification,8,7.01712
64,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.2294
64,FRS008,Adaptive Governance and Learning System,2,7.95713
64,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.94942
64,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.85246
64,FRS002,Regional Early Warning and Analytics Network,5,7.71751
64,FRS001,Distributed Renewable Microgrids,6,7.61026
64,FRS003,Critical Supply Chain Diversification,7,7.48778
64,FRS007,Digital Public Infrastructure Resilience Program,8,7.4659
65,FRS008,Adaptive Governance and Learning System,1,8.24581
65,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.23431
65,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.1659
65,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.14782
65,FRS002,Regional Early Warning and Analytics Network,5,7.57159
65,FRS001,Distributed Renewable Microgrids,6,7.53762
65,FRS003,Critical Supply Chain Diversification,7,7.45171
65,FRS007,Digital Public Infrastructure Resilience Program,8,7.32927
66,FRS008,Adaptive Governance and Learning System,1,8.38083
66,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.34372
66,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.98619
66,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.98384
66,FRS002,Regional Early Warning and Analytics Network,5,7.52665
66,FRS001,Distributed Renewable Microgrids,6,7.49923
66,FRS007,Digital Public Infrastructure Resilience Program,7,7.48465
66,FRS003,Critical Supply Chain Diversification,8,7.25646
67,FRS008,Adaptive Governance and Learning System,1,8.64398
67,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.05695
67,FRS002,Regional Early Warning and Analytics Network,3,7.89235
67,FRS007,Digital Public Infrastructure Resilience Program,4,7.85773
67,FRS003,Critical Supply Chain Diversification,5,7.85252
67,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.81453
67,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.61858
67,FRS001,Distributed Renewable Microgrids,8,7.23224
68,FRS004,Adaptive Urban Heat and Flood Redesign,1,7.98043
68,FRS008,Adaptive Governance and Learning System,2,7.90598
68,FRS001,Distributed Renewable Microgrids,3,7.86488
68,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.84284
68,FRS002,Regional Early Warning and Analytics Network,5,7.82532
68,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.82121
68,FRS007,Digital Public Infrastructure Resilience Program,7,7.76653
68,FRS003,Critical Supply Chain Diversification,8,6.8449
69,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.48869
69,FRS008,Adaptive Governance and Learning System,2,7.99211
69,FRS007,Digital Public Infrastructure Resilience Program,3,7.84426
69,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.77428
69,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.72985
69,FRS001,Distributed Renewable Microgrids,6,7.62204
69,FRS002,Regional Early Warning and Analytics Network,7,7.5586
69,FRS003,Critical Supply Chain Diversification,8,7.09674
70,FRS008,Adaptive Governance and Learning System,1,8.33332
70,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.03601
70,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.8371
70,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.78125
70,FRS001,Distributed Renewable Microgrids,5,7.39871
70,FRS007,Digital Public Infrastructure Resilience Program,6,7.37513
70,FRS003,Critical Supply Chain Diversification,7,7.3499
70,FRS002,Regional Early Warning and Analytics Network,8,7.2247
71,FRS008,Adaptive Governance and Learning System,1,8.46914
71,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.9672
71,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.77853
71,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.68958
71,FRS001,Distributed Renewable Microgrids,5,7.57383
71,FRS002,Regional Early Warning and Analytics Network,6,7.57179
71,FRS007,Digital Public Infrastructure Resilience Program,7,7.40793
71,FRS003,Critical Supply Chain Diversification,8,7.08563
72,FRS008,Adaptive Governance and Learning System,1,8.46565
72,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.25669
72,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.15166
72,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.94722
72,FRS007,Digital Public Infrastructure Resilience Program,5,7.82667
72,FRS003,Critical Supply Chain Diversification,6,7.62339
72,FRS001,Distributed Renewable Microgrids,7,7.54727
72,FRS002,Regional Early Warning and Analytics Network,8,7.39835
73,FRS008,Adaptive Governance and Learning System,1,8.2027
73,FRS007,Digital Public Infrastructure Resilience Program,2,8.11427
73,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.89588
73,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.89201
73,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.74735
73,FRS001,Distributed Renewable Microgrids,6,7.73649
73,FRS002,Regional Early Warning and Analytics Network,7,7.50436
73,FRS003,Critical Supply Chain Diversification,8,7.3777
74,FRS008,Adaptive Governance and Learning System,1,8.40243
74,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.01685
74,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.0058
74,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.93267
74,FRS007,Digital Public Infrastructure Resilience Program,5,7.87248
74,FRS002,Regional Early Warning and Analytics Network,6,7.5781
74,FRS001,Distributed Renewable Microgrids,7,7.54057
74,FRS003,Critical Supply Chain Diversification,8,7.34541
75,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.52915
75,FRS008,Adaptive Governance and Learning System,2,8.23025
75,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.06715
75,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.02563
75,FRS001,Distributed Renewable Microgrids,5,7.93779
75,FRS002,Regional Early Warning and Analytics Network,6,7.75229
75,FRS007,Digital Public Infrastructure Resilience Program,7,7.57455
75,FRS003,Critical Supply Chain Diversification,8,7.24421
76,FRS008,Adaptive Governance and Learning System,1,8.24003
76,FRS001,Distributed Renewable Microgrids,2,8.16375
76,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.85443
76,FRS007,Digital Public Infrastructure Resilience Program,4,7.84271
76,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.75566
76,FRS002,Regional Early Warning and Analytics Network,6,7.74293
76,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.68223
76,FRS003,Critical Supply Chain Diversification,8,7.03517
77,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.19249
77,FRS004,Adaptive Urban Heat and Flood Redesign,2,7.90506
77,FRS008,Adaptive Governance and Learning System,3,7.89385
77,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.82873
77,FRS007,Digital Public Infrastructure Resilience Program,5,7.70748
77,FRS001,Distributed Renewable Microgrids,6,7.55439
77,FRS002,Regional Early Warning and Analytics Network,7,7.44112
77,FRS003,Critical Supply Chain Diversification,8,7.22032
78,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.15133
78,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.08794
78,FRS008,Adaptive Governance and Learning System,3,7.95062
78,FRS001,Distributed Renewable Microgrids,4,7.93542
78,FRS007,Digital Public Infrastructure Resilience Program,5,7.78926
78,FRS002,Regional Early Warning and Analytics Network,6,7.77944
78,FRS004,Adaptive Urban Heat and Flood Redesign,7,7.74026
78,FRS003,Critical Supply Chain Diversification,8,7.0514
79,FRS008,Adaptive Governance and Learning System,1,8.36371
79,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.27499
79,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.26042
79,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.05758
79,FRS002,Regional Early Warning and Analytics Network,5,7.87625
79,FRS001,Distributed Renewable Microgrids,6,7.3685
79,FRS007,Digital Public Infrastructure Resilience Program,7,7.35428
79,FRS003,Critical Supply Chain Diversification,8,6.88852
80,FRS008,Adaptive Governance and Learning System,1,8.61874
80,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.0809
80,FRS001,Distributed Renewable Microgrids,3,8.05227
80,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.99227
80,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.92038
80,FRS002,Regional Early Warning and Analytics Network,6,7.60956
80,FRS003,Critical Supply Chain Diversification,7,7.53469
80,FRS007,Digital Public Infrastructure Resilience Program,8,7.36409
81,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.38652
81,FRS008,Adaptive Governance and Learning System,2,8.18286
81,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.88723
81,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.86599
81,FRS003,Critical Supply Chain Diversification,5,7.5883
81,FRS002,Regional Early Warning and Analytics Network,6,7.5597
81,FRS001,Distributed Renewable Microgrids,7,7.45367
81,FRS007,Digital Public Infrastructure Resilience Program,8,7.33514
82,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.23666
82,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.16985
82,FRS008,Adaptive Governance and Learning System,3,8.1483
82,FRS007,Digital Public Infrastructure Resilience Program,4,7.79668
82,FRS002,Regional Early Warning and Analytics Network,5,7.7181
82,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.71078
82,FRS001,Distributed Renewable Microgrids,7,7.69385
82,FRS003,Critical Supply Chain Diversification,8,7.23848
83,FRS008,Adaptive Governance and Learning System,1,8.59794
83,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.8254
83,FRS001,Distributed Renewable Microgrids,3,7.82409
83,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.78233
83,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.76761
83,FRS007,Digital Public Infrastructure Resilience Program,6,7.33702
83,FRS002,Regional Early Warning and Analytics Network,7,7.27311
83,FRS003,Critical Supply Chain Diversification,8,7.26875
84,FRS008,Adaptive Governance and Learning System,1,8.60392
84,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.23757
84,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.0028
84,FRS002,Regional Early Warning and Analytics Network,4,7.97154
84,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.87671
84,FRS001,Distributed Renewable Microgrids,6,7.69759
84,FRS007,Digital Public Infrastructure Resilience Program,7,7.57566
84,FRS003,Critical Supply Chain Diversification,8,7.28014
85,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.58629
85,FRS008,Adaptive Governance and Learning System,2,8.39864
85,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.92839
85,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.90502
85,FRS002,Regional Early Warning and Analytics Network,5,7.73714
85,FRS001,Distributed Renewable Microgrids,6,7.6773
85,FRS007,Digital Public Infrastructure Resilience Program,7,7.66757
85,FRS003,Critical Supply Chain Diversification,8,7.51685
86,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.05674
86,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.05422
86,FRS008,Adaptive Governance and Learning System,3,7.94673
86,FRS002,Regional Early Warning and Analytics Network,4,7.83966
86,FRS007,Digital Public Infrastructure Resilience Program,5,7.74745
86,FRS001,Distributed Renewable Microgrids,6,7.73556
86,FRS004,Adaptive Urban Heat and Flood Redesign,7,7.58817
86,FRS003,Critical Supply Chain Diversification,8,7.30034
87,FRS008,Adaptive Governance and Learning System,1,8.34727
87,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.03153
87,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.99937
87,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.97764
87,FRS003,Critical Supply Chain Diversification,5,7.90227
87,FRS001,Distributed Renewable Microgrids,6,7.83364
87,FRS007,Digital Public Infrastructure Resilience Program,7,7.69661
87,FRS002,Regional Early Warning and Analytics Network,8,7.56269
88,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.39903
88,FRS008,Adaptive Governance and Learning System,2,8.17697
88,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.16397
88,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.02044
