simulation_id,strategy_id,strategy,rank,organizational_resilience_value
74,OR004,Institutional Memory and Knowledge Architecture Program,6,7.07564
75,OR004,Institutional Memory and Knowledge Architecture Program,1,7.56673
75,OR006,Operational Resilience and Continuity Exercise Program,2,7.5616
75,OR001,Critical Function and Dependency Mapping,3,7.22017
75,OR003,After-Action Learning and Corrective Action System,4,7.12139
75,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.06686
75,OR002,Cross-Training and Role Redundancy Program,6,6.97902
76,OR006,Operational Resilience and Continuity Exercise Program,1,7.61569
76,OR002,Cross-Training and Role Redundancy Program,2,7.57129
76,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.24064
76,OR001,Critical Function and Dependency Mapping,4,7.09427
76,OR003,After-Action Learning and Corrective Action System,5,6.98577
76,OR004,Institutional Memory and Knowledge Architecture Program,6,6.95839
77,OR003,After-Action Learning and Corrective Action System,1,7.44026
77,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.29933
77,OR002,Cross-Training and Role Redundancy Program,3,7.28255
77,OR001,Critical Function and Dependency Mapping,4,7.15893
77,OR006,Operational Resilience and Continuity Exercise Program,5,7.15571
77,OR004,Institutional Memory and Knowledge Architecture Program,6,7.11009
78,OR006,Operational Resilience and Continuity Exercise Program,1,7.57369
78,OR003,After-Action Learning and Corrective Action System,2,7.57092
78,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.43708
78,OR002,Cross-Training and Role Redundancy Program,4,7.18812
78,OR001,Critical Function and Dependency Mapping,5,7.10386
78,OR004,Institutional Memory and Knowledge Architecture Program,6,7.07506
79,OR006,Operational Resilience and Continuity Exercise Program,1,7.79801
79,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.74189
79,OR001,Critical Function and Dependency Mapping,3,7.44096
79,OR003,After-Action Learning and Corrective Action System,4,7.43309
79,OR004,Institutional Memory and Knowledge Architecture Program,5,7.25326
79,OR002,Cross-Training and Role Redundancy Program,6,7.2215
80,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.80832
80,OR006,Operational Resilience and Continuity Exercise Program,2,7.3924
80,OR003,After-Action Learning and Corrective Action System,3,7.38317
80,OR004,Institutional Memory and Knowledge Architecture Program,4,7.34314
80,OR002,Cross-Training and Role Redundancy Program,5,7.30298
80,OR001,Critical Function and Dependency Mapping,6,7.01494
81,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.60155
81,OR003,After-Action Learning and Corrective Action System,2,7.50043
81,OR004,Institutional Memory and Knowledge Architecture Program,3,7.2216
81,OR001,Critical Function and Dependency Mapping,4,7.18196
81,OR006,Operational Resilience and Continuity Exercise Program,5,7.15669
81,OR002,Cross-Training and Role Redundancy Program,6,7.08751
82,OR001,Critical Function and Dependency Mapping,1,7.46189
82,OR006,Operational Resilience and Continuity Exercise Program,2,7.42412
82,OR004,Institutional Memory and Knowledge Architecture Program,3,7.25705
82,OR003,After-Action Learning and Corrective Action System,4,7.18243
82,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.17649
82,OR002,Cross-Training and Role Redundancy Program,6,7.08113
83,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.62983
83,OR004,Institutional Memory and Knowledge Architecture Program,2,7.43776
83,OR002,Cross-Training and Role Redundancy Program,3,7.27899
83,OR003,After-Action Learning and Corrective Action System,4,7.22829
83,OR001,Critical Function and Dependency Mapping,5,7.21616
83,OR006,Operational Resilience and Continuity Exercise Program,6,7.20322
84,OR006,Operational Resilience and Continuity Exercise Program,1,7.39504
84,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.38472
84,OR004,Institutional Memory and Knowledge Architecture Program,3,7.35423
84,OR003,After-Action Learning and Corrective Action System,4,7.2015
84,OR001,Critical Function and Dependency Mapping,5,7.16642
84,OR002,Cross-Training and Role Redundancy Program,6,6.92669
85,OR003,After-Action Learning and Corrective Action System,1,7.41543
85,OR006,Operational Resilience and Continuity Exercise Program,2,7.34542
85,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.30693
85,OR001,Critical Function and Dependency Mapping,4,7.23078
85,OR004,Institutional Memory and Knowledge Architecture Program,5,7.17505
85,OR002,Cross-Training and Role Redundancy Program,6,7.12335
86,OR003,After-Action Learning and Corrective Action System,1,7.67333
86,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.64202
86,OR006,Operational Resilience and Continuity Exercise Program,3,7.43103
86,OR001,Critical Function and Dependency Mapping,4,7.23093
86,OR002,Cross-Training and Role Redundancy Program,5,7.11936
86,OR004,Institutional Memory and Knowledge Architecture Program,6,6.97108
87,OR006,Operational Resilience and Continuity Exercise Program,1,7.6561
87,OR003,After-Action Learning and Corrective Action System,2,7.51938
87,OR002,Cross-Training and Role Redundancy Program,3,7.45293
87,OR004,Institutional Memory and Knowledge Architecture Program,4,7.3157
87,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.27587
87,OR001,Critical Function and Dependency Mapping,6,7.12869
88,OR004,Institutional Memory and Knowledge Architecture Program,1,7.67034
88,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.5463
88,OR006,Operational Resilience and Continuity Exercise Program,3,7.49912
88,OR003,After-Action Learning and Corrective Action System,4,7.21543
88,OR002,Cross-Training and Role Redundancy Program,5,7.0216
88,OR001,Critical Function and Dependency Mapping,6,6.94465
89,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.59767
89,OR006,Operational Resilience and Continuity Exercise Program,2,7.48717
89,OR001,Critical Function and Dependency Mapping,3,7.34297
89,OR002,Cross-Training and Role Redundancy Program,4,7.33565
89,OR003,After-Action Learning and Corrective Action System,5,7.27949
89,OR004,Institutional Memory and Knowledge Architecture Program,6,6.97672
90,OR003,After-Action Learning and Corrective Action System,1,7.43872
90,OR004,Institutional Memory and Knowledge Architecture Program,2,7.3994
90,OR006,Operational Resilience and Continuity Exercise Program,3,7.3398
90,OR001,Critical Function and Dependency Mapping,4,7.31828
90,OR002,Cross-Training and Role Redundancy Program,5,7.15034
90,OR005,Psychological Safety and Weak-Signal Reporting System,6,6.99346
91,OR002,Cross-Training and Role Redundancy Program,1,7.56317
91,OR003,After-Action Learning and Corrective Action System,2,7.39684
91,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.35107
91,OR006,Operational Resilience and Continuity Exercise Program,4,7.24379
91,OR001,Critical Function and Dependency Mapping,5,7.16635
91,OR004,Institutional Memory and Knowledge Architecture Program,6,7.05348
92,OR003,After-Action Learning and Corrective Action System,1,7.5625
92,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.50885
92,OR002,Cross-Training and Role Redundancy Program,3,7.38281
92,OR006,Operational Resilience and Continuity Exercise Program,4,7.36086
92,OR001,Critical Function and Dependency Mapping,5,7.09875
92,OR004,Institutional Memory and Knowledge Architecture Program,6,7.02114
93,OR003,After-Action Learning and Corrective Action System,1,7.66063
93,OR006,Operational Resilience and Continuity Exercise Program,2,7.63115
93,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.55433
93,OR002,Cross-Training and Role Redundancy Program,4,7.32157
93,OR001,Critical Function and Dependency Mapping,5,7.29663
93,OR004,Institutional Memory and Knowledge Architecture Program,6,6.9938
94,OR002,Cross-Training and Role Redundancy Program,1,7.50988
94,OR003,After-Action Learning and Corrective Action System,2,7.43419
94,OR006,Operational Resilience and Continuity Exercise Program,3,7.39801
94,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.39094
94,OR004,Institutional Memory and Knowledge Architecture Program,5,7.34065
94,OR001,Critical Function and Dependency Mapping,6,7.09055
95,OR006,Operational Resilience and Continuity Exercise Program,1,7.6302
95,OR004,Institutional Memory and Knowledge Architecture Program,2,7.52796
95,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.42123
95,OR003,After-Action Learning and Corrective Action System,4,7.40457
95,OR001,Critical Function and Dependency Mapping,5,7.14089
95,OR002,Cross-Training and Role Redundancy Program,6,7.02213
96,OR003,After-Action Learning and Corrective Action System,1,7.46149
96,OR001,Critical Function and Dependency Mapping,2,7.43964
96,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.38836
96,OR004,Institutional Memory and Knowledge Architecture Program,4,7.29663
96,OR006,Operational Resilience and Continuity Exercise Program,5,7.25113
96,OR002,Cross-Training and Role Redundancy Program,6,7.11983
97,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.72243
97,OR006,Operational Resilience and Continuity Exercise Program,2,7.53765
97,OR003,After-Action Learning and Corrective Action System,3,7.43544
97,OR004,Institutional Memory and Knowledge Architecture Program,4,7.31514
97,OR001,Critical Function and Dependency Mapping,5,7.23982
97,OR002,Cross-Training and Role Redundancy Program,6,7.03199
98,OR006,Operational Resilience and Continuity Exercise Program,1,7.56197
98,OR003,After-Action Learning and Corrective Action System,2,7.46051
98,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.44022
98,OR001,Critical Function and Dependency Mapping,4,7.15826
98,OR004,Institutional Memory and Knowledge Architecture Program,5,7.12042
98,OR002,Cross-Training and Role Redundancy Program,6,6.93199
99,OR001,Critical Function and Dependency Mapping,1,7.49817
99,OR003,After-Action Learning and Corrective Action System,2,7.37401
99,OR006,Operational Resilience and Continuity Exercise Program,3,7.35833
99,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.09727
99,OR002,Cross-Training and Role Redundancy Program,5,7.07356
99,OR004,Institutional Memory and Knowledge Architecture Program,6,6.94021
100,OR006,Operational Resilience and Continuity Exercise Program,1,7.75424
100,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.61392
100,OR003,After-Action Learning and Corrective Action System,3,7.25425
100,OR004,Institutional Memory and Knowledge Architecture Program,4,7.01253
100,OR001,Critical Function and Dependency Mapping,5,6.88192
100,OR002,Cross-Training and Role Redundancy Program,6,6.86999
101,OR003,After-Action Learning and Corrective Action System,1,7.78986
101,OR006,Operational Resilience and Continuity Exercise Program,2,7.71953
101,OR004,Institutional Memory and Knowledge Architecture Program,3,7.5782
101,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.35852
101,OR001,Critical Function and Dependency Mapping,5,7.30118
101,OR002,Cross-Training and Role Redundancy Program,6,6.93988
102,OR006,Operational Resilience and Continuity Exercise Program,1,7.49745
102,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.2807
102,OR003,After-Action Learning and Corrective Action System,3,7.27721
102,OR004,Institutional Memory and Knowledge Architecture Program,4,7.25962
102,OR001,Critical Function and Dependency Mapping,5,7.16957
102,OR002,Cross-Training and Role Redundancy Program,6,7.09858
103,OR003,After-Action Learning and Corrective Action System,1,7.41644
103,OR006,Operational Resilience and Continuity Exercise Program,2,7.36582
103,OR004,Institutional Memory and Knowledge Architecture Program,3,7.2145
103,OR001,Critical Function and Dependency Mapping,4,7.20401
103,OR002,Cross-Training and Role Redundancy Program,5,7.09874
103,OR005,Psychological Safety and Weak-Signal Reporting System,6,6.98506
104,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.79243
104,OR003,After-Action Learning and Corrective Action System,2,7.42313
104,OR006,Operational Resilience and Continuity Exercise Program,3,7.30873
104,OR002,Cross-Training and Role Redundancy Program,4,7.18413
104,OR004,Institutional Memory and Knowledge Architecture Program,5,7.1051
104,OR001,Critical Function and Dependency Mapping,6,7.04707
105,OR006,Operational Resilience and Continuity Exercise Program,1,7.87575
105,OR003,After-Action Learning and Corrective Action System,2,7.61541
105,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.45299
105,OR001,Critical Function and Dependency Mapping,4,7.12275
105,OR004,Institutional Memory and Knowledge Architecture Program,5,7.09376
105,OR002,Cross-Training and Role Redundancy Program,6,7.01766
106,OR003,After-Action Learning and Corrective Action System,1,7.48859
106,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.4362
106,OR001,Critical Function and Dependency Mapping,3,7.33829
106,OR006,Operational Resilience and Continuity Exercise Program,4,7.33186
106,OR002,Cross-Training and Role Redundancy Program,5,7.32632
106,OR004,Institutional Memory and Knowledge Architecture Program,6,6.98795
107,OR006,Operational Resilience and Continuity Exercise Program,1,7.28993
107,OR002,Cross-Training and Role Redundancy Program,2,7.18577
