simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
47,LE004,Small Business Continuity and Digital Resilience Support,4,7.47664,Local Procurement and Anchor Institution Access
47,LE002,Community Development Finance and Patient Capital,5,7.42864,Local Procurement and Anchor Institution Access
47,LE006,Workforce Childcare and Local Skills Resilience,6,7.36971,Local Procurement and Anchor Institution Access
48,LE002,Community Development Finance and Patient Capital,1,7.70497,Community Development Finance and Patient Capital
48,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.60646,Community Development Finance and Patient Capital
48,LE006,Workforce Childcare and Local Skills Resilience,3,7.52725,Community Development Finance and Patient Capital
48,LE001,Emergency Microgrant and Liquidity Fund,4,7.46868,Community Development Finance and Patient Capital
48,LE004,Small Business Continuity and Digital Resilience Support,5,7.3702,Community Development Finance and Patient Capital
48,LE003,Local Procurement and Anchor Institution Access,6,7.18548,Community Development Finance and Patient Capital
49,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.76627,Commercial Anti-Displacement and Ownership Strategy
49,LE003,Local Procurement and Anchor Institution Access,2,7.50492,Commercial Anti-Displacement and Ownership Strategy
49,LE002,Community Development Finance and Patient Capital,3,7.46605,Commercial Anti-Displacement and Ownership Strategy
49,LE006,Workforce Childcare and Local Skills Resilience,4,7.31696,Commercial Anti-Displacement and Ownership Strategy
49,LE004,Small Business Continuity and Digital Resilience Support,5,7.31217,Commercial Anti-Displacement and Ownership Strategy
49,LE001,Emergency Microgrant and Liquidity Fund,6,7.24253,Commercial Anti-Displacement and Ownership Strategy
50,LE002,Community Development Finance and Patient Capital,1,7.861,Community Development Finance and Patient Capital
50,LE006,Workforce Childcare and Local Skills Resilience,2,7.739,Community Development Finance and Patient Capital
50,LE003,Local Procurement and Anchor Institution Access,3,7.60662,Community Development Finance and Patient Capital
50,LE001,Emergency Microgrant and Liquidity Fund,4,7.52123,Community Development Finance and Patient Capital
50,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.39548,Community Development Finance and Patient Capital
50,LE004,Small Business Continuity and Digital Resilience Support,6,7.13448,Community Development Finance and Patient Capital
51,LE002,Community Development Finance and Patient Capital,1,7.98404,Community Development Finance and Patient Capital
51,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.56722,Community Development Finance and Patient Capital
51,LE003,Local Procurement and Anchor Institution Access,3,7.56119,Community Development Finance and Patient Capital
51,LE006,Workforce Childcare and Local Skills Resilience,4,7.32881,Community Development Finance and Patient Capital
51,LE004,Small Business Continuity and Digital Resilience Support,5,7.23955,Community Development Finance and Patient Capital
51,LE001,Emergency Microgrant and Liquidity Fund,6,7.09763,Community Development Finance and Patient Capital
52,LE004,Small Business Continuity and Digital Resilience Support,1,7.82864,Small Business Continuity and Digital Resilience Support
52,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.75958,Small Business Continuity and Digital Resilience Support
52,LE003,Local Procurement and Anchor Institution Access,3,7.66229,Small Business Continuity and Digital Resilience Support
52,LE006,Workforce Childcare and Local Skills Resilience,4,7.46214,Small Business Continuity and Digital Resilience Support
52,LE001,Emergency Microgrant and Liquidity Fund,5,7.41767,Small Business Continuity and Digital Resilience Support
52,LE002,Community Development Finance and Patient Capital,6,7.38219,Small Business Continuity and Digital Resilience Support
53,LE003,Local Procurement and Anchor Institution Access,1,7.92185,Local Procurement and Anchor Institution Access
53,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.535,Local Procurement and Anchor Institution Access
53,LE002,Community Development Finance and Patient Capital,3,7.48102,Local Procurement and Anchor Institution Access
53,LE001,Emergency Microgrant and Liquidity Fund,4,7.43721,Local Procurement and Anchor Institution Access
53,LE006,Workforce Childcare and Local Skills Resilience,5,6.84686,Local Procurement and Anchor Institution Access
53,LE004,Small Business Continuity and Digital Resilience Support,6,6.75807,Local Procurement and Anchor Institution Access
54,LE003,Local Procurement and Anchor Institution Access,1,7.73663,Local Procurement and Anchor Institution Access
54,LE006,Workforce Childcare and Local Skills Resilience,2,7.72519,Local Procurement and Anchor Institution Access
54,LE004,Small Business Continuity and Digital Resilience Support,3,7.49814,Local Procurement and Anchor Institution Access
54,LE001,Emergency Microgrant and Liquidity Fund,4,7.39242,Local Procurement and Anchor Institution Access
54,LE002,Community Development Finance and Patient Capital,5,7.35239,Local Procurement and Anchor Institution Access
54,LE005,Commercial Anti-Displacement and Ownership Strategy,6,6.99876,Local Procurement and Anchor Institution Access
55,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.66104,Commercial Anti-Displacement and Ownership Strategy
55,LE002,Community Development Finance and Patient Capital,2,7.62047,Commercial Anti-Displacement and Ownership Strategy
55,LE003,Local Procurement and Anchor Institution Access,3,7.59305,Commercial Anti-Displacement and Ownership Strategy
55,LE004,Small Business Continuity and Digital Resilience Support,4,7.37365,Commercial Anti-Displacement and Ownership Strategy
55,LE006,Workforce Childcare and Local Skills Resilience,5,7.30304,Commercial Anti-Displacement and Ownership Strategy
55,LE001,Emergency Microgrant and Liquidity Fund,6,7.26322,Commercial Anti-Displacement and Ownership Strategy
56,LE003,Local Procurement and Anchor Institution Access,1,7.87843,Local Procurement and Anchor Institution Access
56,LE004,Small Business Continuity and Digital Resilience Support,2,7.68607,Local Procurement and Anchor Institution Access
56,LE002,Community Development Finance and Patient Capital,3,7.55403,Local Procurement and Anchor Institution Access
56,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.49017,Local Procurement and Anchor Institution Access
56,LE001,Emergency Microgrant and Liquidity Fund,5,7.37641,Local Procurement and Anchor Institution Access
56,LE006,Workforce Childcare and Local Skills Resilience,6,7.07692,Local Procurement and Anchor Institution Access
57,LE002,Community Development Finance and Patient Capital,1,7.70529,Community Development Finance and Patient Capital
57,LE006,Workforce Childcare and Local Skills Resilience,2,7.51458,Community Development Finance and Patient Capital
57,LE003,Local Procurement and Anchor Institution Access,3,7.51094,Community Development Finance and Patient Capital
57,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.37159,Community Development Finance and Patient Capital
57,LE004,Small Business Continuity and Digital Resilience Support,5,7.30597,Community Development Finance and Patient Capital
57,LE001,Emergency Microgrant and Liquidity Fund,6,7.30315,Community Development Finance and Patient Capital
58,LE003,Local Procurement and Anchor Institution Access,1,7.57776,Local Procurement and Anchor Institution Access
58,LE002,Community Development Finance and Patient Capital,2,7.57452,Local Procurement and Anchor Institution Access
58,LE001,Emergency Microgrant and Liquidity Fund,3,7.46551,Local Procurement and Anchor Institution Access
58,LE006,Workforce Childcare and Local Skills Resilience,4,7.43172,Local Procurement and Anchor Institution Access
58,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.33473,Local Procurement and Anchor Institution Access
58,LE004,Small Business Continuity and Digital Resilience Support,6,7.21336,Local Procurement and Anchor Institution Access
59,LE001,Emergency Microgrant and Liquidity Fund,1,7.78642,Emergency Microgrant and Liquidity Fund
59,LE003,Local Procurement and Anchor Institution Access,2,7.76225,Emergency Microgrant and Liquidity Fund
59,LE002,Community Development Finance and Patient Capital,3,7.67043,Emergency Microgrant and Liquidity Fund
59,LE004,Small Business Continuity and Digital Resilience Support,4,7.46728,Emergency Microgrant and Liquidity Fund
59,LE006,Workforce Childcare and Local Skills Resilience,5,7.37284,Emergency Microgrant and Liquidity Fund
59,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.25314,Emergency Microgrant and Liquidity Fund
60,LE001,Emergency Microgrant and Liquidity Fund,1,7.66898,Emergency Microgrant and Liquidity Fund
60,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.55539,Emergency Microgrant and Liquidity Fund
60,LE003,Local Procurement and Anchor Institution Access,3,7.51591,Emergency Microgrant and Liquidity Fund
60,LE004,Small Business Continuity and Digital Resilience Support,4,7.5058,Emergency Microgrant and Liquidity Fund
60,LE002,Community Development Finance and Patient Capital,5,7.32387,Emergency Microgrant and Liquidity Fund
60,LE006,Workforce Childcare and Local Skills Resilience,6,7.10694,Emergency Microgrant and Liquidity Fund
61,LE002,Community Development Finance and Patient Capital,1,7.68833,Community Development Finance and Patient Capital
61,LE003,Local Procurement and Anchor Institution Access,2,7.67172,Community Development Finance and Patient Capital
61,LE006,Workforce Childcare and Local Skills Resilience,3,7.56451,Community Development Finance and Patient Capital
61,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.561,Community Development Finance and Patient Capital
61,LE001,Emergency Microgrant and Liquidity Fund,5,7.4556,Community Development Finance and Patient Capital
61,LE004,Small Business Continuity and Digital Resilience Support,6,7.44347,Community Development Finance and Patient Capital
62,LE006,Workforce Childcare and Local Skills Resilience,1,7.78638,Workforce Childcare and Local Skills Resilience
62,LE003,Local Procurement and Anchor Institution Access,2,7.68823,Workforce Childcare and Local Skills Resilience
62,LE001,Emergency Microgrant and Liquidity Fund,3,7.59508,Workforce Childcare and Local Skills Resilience
62,LE002,Community Development Finance and Patient Capital,4,7.59154,Workforce Childcare and Local Skills Resilience
62,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.31582,Workforce Childcare and Local Skills Resilience
62,LE004,Small Business Continuity and Digital Resilience Support,6,7.07191,Workforce Childcare and Local Skills Resilience
63,LE004,Small Business Continuity and Digital Resilience Support,1,7.69,Small Business Continuity and Digital Resilience Support
63,LE002,Community Development Finance and Patient Capital,2,7.65918,Small Business Continuity and Digital Resilience Support
63,LE001,Emergency Microgrant and Liquidity Fund,3,7.64739,Small Business Continuity and Digital Resilience Support
63,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.60312,Small Business Continuity and Digital Resilience Support
63,LE003,Local Procurement and Anchor Institution Access,5,7.54175,Small Business Continuity and Digital Resilience Support
63,LE006,Workforce Childcare and Local Skills Resilience,6,7.34458,Small Business Continuity and Digital Resilience Support
