simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
47,FR005,Non-Bank Financial Intermediation Oversight,1,6.11304,Non-Bank Financial Intermediation Oversight
47,FR003,Resolution Planning and Bail-In Readiness,2,5.85816,Non-Bank Financial Intermediation Oversight
47,FR002,Expanded Systemwide Stress Testing,3,5.74696,Non-Bank Financial Intermediation Oversight
47,FR001,Higher Capital and Liquidity Buffers,4,5.65126,Non-Bank Financial Intermediation Oversight
47,FR004,Payment and Clearing Infrastructure Hardening,5,5.41002,Non-Bank Financial Intermediation Oversight
47,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.35518,Non-Bank Financial Intermediation Oversight
48,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.66447,Inclusive Finance and Household Balance Sheet Resilience
48,FR001,Higher Capital and Liquidity Buffers,2,5.63029,Inclusive Finance and Household Balance Sheet Resilience
48,FR003,Resolution Planning and Bail-In Readiness,3,5.47077,Inclusive Finance and Household Balance Sheet Resilience
48,FR002,Expanded Systemwide Stress Testing,4,5.45257,Inclusive Finance and Household Balance Sheet Resilience
48,FR004,Payment and Clearing Infrastructure Hardening,5,5.43084,Inclusive Finance and Household Balance Sheet Resilience
48,FR005,Non-Bank Financial Intermediation Oversight,6,4.71896,Inclusive Finance and Household Balance Sheet Resilience
49,FR002,Expanded Systemwide Stress Testing,1,6.15209,Expanded Systemwide Stress Testing
49,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,6.06893,Expanded Systemwide Stress Testing
49,FR004,Payment and Clearing Infrastructure Hardening,3,6.02112,Expanded Systemwide Stress Testing
49,FR001,Higher Capital and Liquidity Buffers,4,5.75395,Expanded Systemwide Stress Testing
49,FR003,Resolution Planning and Bail-In Readiness,5,5.61917,Expanded Systemwide Stress Testing
49,FR005,Non-Bank Financial Intermediation Oversight,6,5.49209,Expanded Systemwide Stress Testing
50,FR001,Higher Capital and Liquidity Buffers,1,6.01445,Higher Capital and Liquidity Buffers
50,FR004,Payment and Clearing Infrastructure Hardening,2,5.98709,Higher Capital and Liquidity Buffers
50,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.66307,Higher Capital and Liquidity Buffers
50,FR002,Expanded Systemwide Stress Testing,4,5.59543,Higher Capital and Liquidity Buffers
50,FR003,Resolution Planning and Bail-In Readiness,5,5.29263,Higher Capital and Liquidity Buffers
50,FR005,Non-Bank Financial Intermediation Oversight,6,5.19628,Higher Capital and Liquidity Buffers
51,FR001,Higher Capital and Liquidity Buffers,1,5.66269,Higher Capital and Liquidity Buffers
51,FR002,Expanded Systemwide Stress Testing,2,5.59998,Higher Capital and Liquidity Buffers
51,FR004,Payment and Clearing Infrastructure Hardening,3,5.56064,Higher Capital and Liquidity Buffers
51,FR005,Non-Bank Financial Intermediation Oversight,4,5.50692,Higher Capital and Liquidity Buffers
51,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.34613,Higher Capital and Liquidity Buffers
51,FR003,Resolution Planning and Bail-In Readiness,6,5.33154,Higher Capital and Liquidity Buffers
52,FR001,Higher Capital and Liquidity Buffers,1,5.89785,Higher Capital and Liquidity Buffers
52,FR002,Expanded Systemwide Stress Testing,2,5.53328,Higher Capital and Liquidity Buffers
52,FR004,Payment and Clearing Infrastructure Hardening,3,5.53166,Higher Capital and Liquidity Buffers
52,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.52973,Higher Capital and Liquidity Buffers
52,FR003,Resolution Planning and Bail-In Readiness,5,5.47578,Higher Capital and Liquidity Buffers
52,FR005,Non-Bank Financial Intermediation Oversight,6,5.46139,Higher Capital and Liquidity Buffers
53,FR004,Payment and Clearing Infrastructure Hardening,1,5.90626,Payment and Clearing Infrastructure Hardening
53,FR001,Higher Capital and Liquidity Buffers,2,5.87067,Payment and Clearing Infrastructure Hardening
53,FR002,Expanded Systemwide Stress Testing,3,5.71463,Payment and Clearing Infrastructure Hardening
53,FR003,Resolution Planning and Bail-In Readiness,4,5.59705,Payment and Clearing Infrastructure Hardening
53,FR005,Non-Bank Financial Intermediation Oversight,5,5.45036,Payment and Clearing Infrastructure Hardening
53,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.36037,Payment and Clearing Infrastructure Hardening
54,FR001,Higher Capital and Liquidity Buffers,1,5.83168,Higher Capital and Liquidity Buffers
54,FR003,Resolution Planning and Bail-In Readiness,2,5.75159,Higher Capital and Liquidity Buffers
54,FR002,Expanded Systemwide Stress Testing,3,5.60073,Higher Capital and Liquidity Buffers
54,FR004,Payment and Clearing Infrastructure Hardening,4,5.56762,Higher Capital and Liquidity Buffers
54,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.55212,Higher Capital and Liquidity Buffers
54,FR005,Non-Bank Financial Intermediation Oversight,6,5.33189,Higher Capital and Liquidity Buffers
55,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,6.16852,Inclusive Finance and Household Balance Sheet Resilience
55,FR003,Resolution Planning and Bail-In Readiness,2,5.82462,Inclusive Finance and Household Balance Sheet Resilience
55,FR002,Expanded Systemwide Stress Testing,3,5.81375,Inclusive Finance and Household Balance Sheet Resilience
55,FR004,Payment and Clearing Infrastructure Hardening,4,5.53814,Inclusive Finance and Household Balance Sheet Resilience
55,FR001,Higher Capital and Liquidity Buffers,5,5.504,Inclusive Finance and Household Balance Sheet Resilience
55,FR005,Non-Bank Financial Intermediation Oversight,6,5.36395,Inclusive Finance and Household Balance Sheet Resilience
56,FR004,Payment and Clearing Infrastructure Hardening,1,5.88629,Payment and Clearing Infrastructure Hardening
56,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.7953,Payment and Clearing Infrastructure Hardening
56,FR001,Higher Capital and Liquidity Buffers,3,5.56005,Payment and Clearing Infrastructure Hardening
56,FR002,Expanded Systemwide Stress Testing,4,5.51722,Payment and Clearing Infrastructure Hardening
56,FR003,Resolution Planning and Bail-In Readiness,5,5.32496,Payment and Clearing Infrastructure Hardening
56,FR005,Non-Bank Financial Intermediation Oversight,6,5.17001,Payment and Clearing Infrastructure Hardening
57,FR004,Payment and Clearing Infrastructure Hardening,1,5.88362,Payment and Clearing Infrastructure Hardening
57,FR003,Resolution Planning and Bail-In Readiness,2,5.72097,Payment and Clearing Infrastructure Hardening
57,FR002,Expanded Systemwide Stress Testing,3,5.66693,Payment and Clearing Infrastructure Hardening
57,FR001,Higher Capital and Liquidity Buffers,4,5.65849,Payment and Clearing Infrastructure Hardening
57,FR005,Non-Bank Financial Intermediation Oversight,5,5.58678,Payment and Clearing Infrastructure Hardening
57,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.09652,Payment and Clearing Infrastructure Hardening
58,FR004,Payment and Clearing Infrastructure Hardening,1,6.00145,Payment and Clearing Infrastructure Hardening
58,FR001,Higher Capital and Liquidity Buffers,2,5.66176,Payment and Clearing Infrastructure Hardening
58,FR003,Resolution Planning and Bail-In Readiness,3,5.64093,Payment and Clearing Infrastructure Hardening
58,FR005,Non-Bank Financial Intermediation Oversight,4,5.44468,Payment and Clearing Infrastructure Hardening
58,FR002,Expanded Systemwide Stress Testing,5,5.43385,Payment and Clearing Infrastructure Hardening
58,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.38346,Payment and Clearing Infrastructure Hardening
59,FR001,Higher Capital and Liquidity Buffers,1,5.88744,Higher Capital and Liquidity Buffers
59,FR003,Resolution Planning and Bail-In Readiness,2,5.8746,Higher Capital and Liquidity Buffers
59,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.84529,Higher Capital and Liquidity Buffers
59,FR002,Expanded Systemwide Stress Testing,4,5.59071,Higher Capital and Liquidity Buffers
59,FR004,Payment and Clearing Infrastructure Hardening,5,5.30964,Higher Capital and Liquidity Buffers
59,FR005,Non-Bank Financial Intermediation Oversight,6,5.21456,Higher Capital and Liquidity Buffers
60,FR002,Expanded Systemwide Stress Testing,1,6.04601,Expanded Systemwide Stress Testing
60,FR004,Payment and Clearing Infrastructure Hardening,2,5.99093,Expanded Systemwide Stress Testing
60,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.84674,Expanded Systemwide Stress Testing
60,FR003,Resolution Planning and Bail-In Readiness,4,5.7805,Expanded Systemwide Stress Testing
60,FR001,Higher Capital and Liquidity Buffers,5,5.71581,Expanded Systemwide Stress Testing
60,FR005,Non-Bank Financial Intermediation Oversight,6,5.45163,Expanded Systemwide Stress Testing
61,FR004,Payment and Clearing Infrastructure Hardening,1,5.8483,Payment and Clearing Infrastructure Hardening
61,FR003,Resolution Planning and Bail-In Readiness,2,5.72119,Payment and Clearing Infrastructure Hardening
61,FR001,Higher Capital and Liquidity Buffers,3,5.6274,Payment and Clearing Infrastructure Hardening
61,FR002,Expanded Systemwide Stress Testing,4,5.47941,Payment and Clearing Infrastructure Hardening
61,FR005,Non-Bank Financial Intermediation Oversight,5,5.43647,Payment and Clearing Infrastructure Hardening
61,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.40002,Payment and Clearing Infrastructure Hardening
62,FR003,Resolution Planning and Bail-In Readiness,1,6.0698,Resolution Planning and Bail-In Readiness
62,FR004,Payment and Clearing Infrastructure Hardening,2,5.96491,Resolution Planning and Bail-In Readiness
62,FR001,Higher Capital and Liquidity Buffers,3,5.6856,Resolution Planning and Bail-In Readiness
62,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.65689,Resolution Planning and Bail-In Readiness
62,FR002,Expanded Systemwide Stress Testing,5,5.34841,Resolution Planning and Bail-In Readiness
62,FR005,Non-Bank Financial Intermediation Oversight,6,5.19083,Resolution Planning and Bail-In Readiness
63,FR002,Expanded Systemwide Stress Testing,1,6.08839,Expanded Systemwide Stress Testing
63,FR001,Higher Capital and Liquidity Buffers,2,5.94738,Expanded Systemwide Stress Testing
63,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.86129,Expanded Systemwide Stress Testing
63,FR004,Payment and Clearing Infrastructure Hardening,4,5.85684,Expanded Systemwide Stress Testing
63,FR005,Non-Bank Financial Intermediation Oversight,5,5.41606,Expanded Systemwide Stress Testing
63,FR003,Resolution Planning and Bail-In Readiness,6,5.40372,Expanded Systemwide Stress Testing
64,FR001,Higher Capital and Liquidity Buffers,1,6.0128,Higher Capital and Liquidity Buffers
64,FR004,Payment and Clearing Infrastructure Hardening,2,5.97135,Higher Capital and Liquidity Buffers
64,FR003,Resolution Planning and Bail-In Readiness,3,5.67592,Higher Capital and Liquidity Buffers
64,FR002,Expanded Systemwide Stress Testing,4,5.51326,Higher Capital and Liquidity Buffers
64,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.47807,Higher Capital and Liquidity Buffers
64,FR005,Non-Bank Financial Intermediation Oversight,6,5.33317,Higher Capital and Liquidity Buffers
65,FR004,Payment and Clearing Infrastructure Hardening,1,5.96098,Payment and Clearing Infrastructure Hardening
65,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.95328,Payment and Clearing Infrastructure Hardening
65,FR002,Expanded Systemwide Stress Testing,3,5.94369,Payment and Clearing Infrastructure Hardening
65,FR003,Resolution Planning and Bail-In Readiness,4,5.9393,Payment and Clearing Infrastructure Hardening
65,FR001,Higher Capital and Liquidity Buffers,5,5.72657,Payment and Clearing Infrastructure Hardening
65,FR005,Non-Bank Financial Intermediation Oversight,6,5.17165,Payment and Clearing Infrastructure Hardening
66,FR001,Higher Capital and Liquidity Buffers,1,6.02945,Higher Capital and Liquidity Buffers
66,FR002,Expanded Systemwide Stress Testing,2,5.84389,Higher Capital and Liquidity Buffers
66,FR004,Payment and Clearing Infrastructure Hardening,3,5.82135,Higher Capital and Liquidity Buffers
66,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.62074,Higher Capital and Liquidity Buffers
66,FR005,Non-Bank Financial Intermediation Oversight,5,5.59709,Higher Capital and Liquidity Buffers
66,FR003,Resolution Planning and Bail-In Readiness,6,5.54605,Higher Capital and Liquidity Buffers
67,FR003,Resolution Planning and Bail-In Readiness,1,5.91007,Resolution Planning and Bail-In Readiness
67,FR004,Payment and Clearing Infrastructure Hardening,2,5.83301,Resolution Planning and Bail-In Readiness
67,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.68306,Resolution Planning and Bail-In Readiness
67,FR001,Higher Capital and Liquidity Buffers,4,5.62779,Resolution Planning and Bail-In Readiness
67,FR002,Expanded Systemwide Stress Testing,5,5.56115,Resolution Planning and Bail-In Readiness
67,FR005,Non-Bank Financial Intermediation Oversight,6,5.47174,Resolution Planning and Bail-In Readiness
68,FR002,Expanded Systemwide Stress Testing,1,6.11398,Expanded Systemwide Stress Testing
68,FR005,Non-Bank Financial Intermediation Oversight,2,5.80244,Expanded Systemwide Stress Testing
68,FR004,Payment and Clearing Infrastructure Hardening,3,5.68199,Expanded Systemwide Stress Testing
68,FR003,Resolution Planning and Bail-In Readiness,4,5.66065,Expanded Systemwide Stress Testing
68,FR001,Higher Capital and Liquidity Buffers,5,5.65327,Expanded Systemwide Stress Testing
68,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.06463,Expanded Systemwide Stress Testing
69,FR001,Higher Capital and Liquidity Buffers,1,6.18198,Higher Capital and Liquidity Buffers
69,FR004,Payment and Clearing Infrastructure Hardening,2,5.95288,Higher Capital and Liquidity Buffers
69,FR003,Resolution Planning and Bail-In Readiness,3,5.94939,Higher Capital and Liquidity Buffers
69,FR002,Expanded Systemwide Stress Testing,4,5.91935,Higher Capital and Liquidity Buffers
69,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.54277,Higher Capital and Liquidity Buffers
69,FR005,Non-Bank Financial Intermediation Oversight,6,5.26183,Higher Capital and Liquidity Buffers
70,FR002,Expanded Systemwide Stress Testing,1,6.2683,Expanded Systemwide Stress Testing
70,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,6.07404,Expanded Systemwide Stress Testing
70,FR004,Payment and Clearing Infrastructure Hardening,3,5.97445,Expanded Systemwide Stress Testing
70,FR001,Higher Capital and Liquidity Buffers,4,5.92963,Expanded Systemwide Stress Testing
70,FR003,Resolution Planning and Bail-In Readiness,5,5.31087,Expanded Systemwide Stress Testing
70,FR005,Non-Bank Financial Intermediation Oversight,6,4.97652,Expanded Systemwide Stress Testing
71,FR004,Payment and Clearing Infrastructure Hardening,1,6.00821,Payment and Clearing Infrastructure Hardening
71,FR003,Resolution Planning and Bail-In Readiness,2,5.98273,Payment and Clearing Infrastructure Hardening
71,FR002,Expanded Systemwide Stress Testing,3,5.55646,Payment and Clearing Infrastructure Hardening
71,FR005,Non-Bank Financial Intermediation Oversight,4,5.51681,Payment and Clearing Infrastructure Hardening
71,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.49196,Payment and Clearing Infrastructure Hardening
71,FR001,Higher Capital and Liquidity Buffers,6,5.48152,Payment and Clearing Infrastructure Hardening
72,FR004,Payment and Clearing Infrastructure Hardening,1,6.25456,Payment and Clearing Infrastructure Hardening
